GITTER_ID_100m;x_mp_100m;y_mp_100m;durchschnMieteQM;AnzahlWohnungen;werterlaeuternde_Zeichen
CRS3035RES100mN3281700E4547200;4547250;3281750;562;44;NA
CRS3035RES100mN3281700E4547300;4547350;3281750;563;14;NA
CRS3035RES100mN3281700E4547500;4547550;3281750;596;100;NA
CRS3035RES100mN3281700E4547600;4547650;3281750;565;182;NA
CRS3035RES100mN3281700E4547700;4547750;3281750;573;195;NA
CRS3035RES100mN3281700E4547800;4547850;3281750;574;65;NA
CRS3035RES100mN3281700E4548300;4548350;3281750;596;71;NA
CRS3035RES100mN3281700E4548400;4548450;3281750;593;174;NA
CRS3035RES100mN3281700E4548500;4548550;3281750;588;144;NA
CRS3035RES100mN3281700E4548600;4548650;3281750;559;56;NA
CRS3035RES100mN3281700E4548700;4548750;3281750;587;124;NA
CRS3035RES100mN3281700E4549200;4549250;3281750;985;11;NA
CRS3035RES100mN3281700E4549300;4549350;3281750;988;9;NA
CRS3035RES100mN3281700E4549500;4549550;3281750;754;3;NA
CRS3035RES100mN3281700E4549600;4549650;3281750;880;6;NA
CRS3035RES100mN3281700E4549700;4549750;3281750;1048;19;NA
CRS3035RES100mN3281700E4549800;4549850;3281750;920;31;NA
CRS3035RES100mN3281700E4549900;4549950;3281750;868;30;NA
CRS3035RES100mN3281700E4550300;4550350;3281750;1043;6;NA
CRS3035RES100mN3281700E4550400;4550450;3281750;1019;8;NA
CRS3035RES100mN3281700E4551200;4551250;3281750;689;3;NA
CRS3035RES100mN3281700E4551400;4551450;3281750;830;4;NA
CRS3035RES100mN3281700E4551500;4551550;3281750;529;4;NA
CRS3035RES100mN3281700E4553300;4553350;3281750;702;3;NA
CRS3035RES100mN3281700E4553400;4553450;3281750;842;16;NA
CRS3035RES100mN3281700E4553500;4553550;3281750;767;55;NA
CRS3035RES100mN3281700E4553600;4553650;3281750;824;3;NA
CRS3035RES100mN3281700E4553900;4553950;3281750;781;30;NA
CRS3035RES100mN3281700E4554000;4554050;3281750;677;5;NA
CRS3035RES100mN3281700E4554900;4554950;3281750;822;6;NA
CRS3035RES100mN3281700E4556000;4556050;3281750;1001;4;NA
CRS3035RES100mN3281800E4540100;4540150;3281850;783;3;NA
CRS3035RES100mN3281800E4540200;4540250;3281850;715;4;NA
CRS3035RES100mN3281800E4540300;4540350;3281850;727;7;NA
CRS3035RES100mN3281800E4540400;4540450;3281850;608;4;NA
CRS3035RES100mN3281800E4540500;4540550;3281850;729;6;NA
CRS3035RES100mN3281800E4540800;4540850;3281850;701;5;NA
CRS3035RES100mN3281800E4540900;4540950;3281850;921;7;NA
CRS3035RES100mN3281800E4543700;4543750;3281850;630;64;NA
CRS3035RES100mN3281800E4543800;4543850;3281850;652;16;NA
CRS3035RES100mN3281800E4544000;4544050;3281850;735;3;NA
CRS3035RES100mN3281800E4544100;4544150;3281850;642;7;NA
CRS3035RES100mN3281800E4544500;4544550;3281850;452;27;NA
CRS3035RES100mN3281800E4544600;4544650;3281850;437;50;NA
CRS3035RES100mN3281800E4544700;4544750;3281850;549;26;NA
CRS3035RES100mN3281800E4545500;4545550;3281850;1072;14;NA
CRS3035RES100mN3281800E4545600;4545650;3281850;686;6;NA
CRS3035RES100mN3281800E4546000;4546050;3281850;531;5;NA
CRS3035RES100mN3281800E4546100;4546150;3281850;922;14;NA
CRS3035RES100mN3281800E4546300;4546350;3281850;874;17;NA
CRS3035RES100mN3281800E4546600;4546650;3281850;715;3;NA
CRS3035RES100mN3281800E4546700;4546750;3281850;713;10;NA
CRS3035RES100mN3281800E4546800;4546850;3281850;839;4;NA
CRS3035RES100mN3281800E4546900;4546950;3281850;859;3;NA
CRS3035RES100mN3281800E4547000;4547050;3281850;817;9;NA
CRS3035RES100mN3281800E4547100;4547150;3281850;1342;3;NA
CRS3035RES100mN3281800E4547200;4547250;3281850;561;135;NA
CRS3035RES100mN3281800E4547300;4547350;3281850;577;66;NA
CRS3035RES100mN3281800E4547400;4547450;3281850;592;40;NA
CRS3035RES100mN3281800E4547500;4547550;3281850;588;164;NA
CRS3035RES100mN3281800E4547600;4547650;3281850;564;32;NA
CRS3035RES100mN3281800E4548300;4548350;3281850;597;164;NA
CRS3035RES100mN3281800E4548400;4548450;3281850;595;202;NA
CRS3035RES100mN3281800E4548500;4548550;3281850;592;92;NA
CRS3035RES100mN3281800E4548600;4548650;3281850;581;202;NA
CRS3035RES100mN3281800E4548700;4548750;3281850;576;106;NA
CRS3035RES100mN3281800E4549200;4549250;3281850;937;8;NA
CRS3035RES100mN3281800E4549600;4549650;3281850;559;6;NA
CRS3035RES100mN3281800E4549700;4549750;3281850;1044;4;NA
CRS3035RES100mN3281800E4549800;4549850;3281850;924;10;NA
CRS3035RES100mN3281800E4549900;4549950;3281850;1359;48;NA
CRS3035RES100mN3281800E4550000;4550050;3281850;1239;10;NA
CRS3035RES100mN3281800E4551400;4551450;3281850;1055;5;NA
CRS3035RES100mN3281800E4552600;4552650;3281850;817;3;NA
CRS3035RES100mN3281800E4553000;4553050;3281850;899;3;NA
CRS3035RES100mN3281800E4553200;4553250;3281850;714;3;NA
CRS3035RES100mN3281800E4553300;4553350;3281850;1062;14;NA
CRS3035RES100mN3281800E4553400;4553450;3281850;765;27;NA
CRS3035RES100mN3281800E4553500;4553550;3281850;983;21;NA
CRS3035RES100mN3281800E4553900;4553950;3281850;554;3;NA
CRS3035RES100mN3281800E4554100;4554150;3281850;847;5;NA
CRS3035RES100mN3281800E4554200;4554250;3281850;809;6;NA
CRS3035RES100mN3281800E4554800;4554850;3281850;806;5;NA
CRS3035RES100mN3281800E4556000;4556050;3281850;812;4;NA
CRS3035RES100mN3281900E4538300;4538350;3281950;914;4;NA
CRS3035RES100mN3281900E4540700;4540750;3281950;703;3;NA
CRS3035RES100mN3281900E4540800;4540850;3281950;917;11;NA
CRS3035RES100mN3281900E4544000;4544050;3281950;677;8;NA
CRS3035RES100mN3281900E4544400;4544450;3281950;1016;3;NA
CRS3035RES100mN3281900E4544500;4544550;3281950;481;44;NA
CRS3035RES100mN3281900E4544600;4544650;3281950;473;34;NA
CRS3035RES100mN3281900E4544700;4544750;3281950;850;42;NA
CRS3035RES100mN3281900E4544800;4544850;3281950;1149;12;NA
CRS3035RES100mN3281900E4545100;4545150;3281950;744;3;NA
CRS3035RES100mN3281900E4545500;4545550;3281950;1345;7;NA
CRS3035RES100mN3281900E4545600;4545650;3281950;576;33;NA
CRS3035RES100mN3281900E4545700;4545750;3281950;683;12;NA
CRS3035RES100mN3281900E4545800;4545850;3281950;554;6;NA
CRS3035RES100mN3281900E4545900;4545950;3281950;589;33;NA
CRS3035RES100mN3281900E4546000;4546050;3281950;737;62;NA
CRS3035RES100mN3281900E4546100;4546150;3281950;854;51;NA
CRS3035RES100mN3281900E4546200;4546250;3281950;723;48;NA
CRS3035RES100mN3281900E4546700;4546750;3281950;640;11;NA
CRS3035RES100mN3281900E4547100;4547150;3281950;455;3;KLAMMERN
CRS3035RES100mN3281900E4547200;4547250;3281950;572;15;NA
CRS3035RES100mN3281900E4547300;4547350;3281950;505;7;NA
CRS3035RES100mN3281900E4547400;4547450;3281950;599;55;NA
CRS3035RES100mN3281900E4547500;4547550;3281950;622;187;NA
CRS3035RES100mN3281900E4548300;4548350;3281950;593;208;NA
CRS3035RES100mN3281900E4548500;4548550;3281950;594;104;NA
CRS3035RES100mN3281900E4548600;4548650;3281950;585;44;NA
CRS3035RES100mN3281900E4548700;4548750;3281950;569;65;NA
CRS3035RES100mN3281900E4549700;4549750;3281950;864;14;NA
CRS3035RES100mN3281900E4549800;4549850;3281950;1428;3;NA
CRS3035RES100mN3281900E4549900;4549950;3281950;1405;26;NA
CRS3035RES100mN3281900E4550000;4550050;3281950;923;8;NA
CRS3035RES100mN3281900E4550200;4550250;3281950;679;4;NA
CRS3035RES100mN3281900E4552800;4552850;3281950;938;3;NA
CRS3035RES100mN3281900E4553000;4553050;3281950;1138;6;NA
CRS3035RES100mN3281900E4553100;4553150;3281950;1131;6;NA
CRS3035RES100mN3281900E4553300;4553350;3281950;880;10;NA
CRS3035RES100mN3281900E4553500;4553550;3281950;675;20;NA
CRS3035RES100mN3281900E4554100;4554150;3281950;754;3;NA
CRS3035RES100mN3281900E4554400;4554450;3281950;611;3;NA
CRS3035RES100mN3281900E4554500;4554550;3281950;641;3;NA
CRS3035RES100mN3281900E4555400;4555450;3281950;790;3;NA
CRS3035RES100mN3281900E4555900;4555950;3281950;694;3;NA
CRS3035RES100mN3281900E4556000;4556050;3281950;574;3;NA
CRS3035RES100mN3281900E4556500;4556550;3281950;808;3;NA
CRS3035RES100mN3282000E4538100;4538150;3282050;407;3;KLAMMERN
CRS3035RES100mN3282000E4538200;4538250;3282050;537;5;NA
CRS3035RES100mN3282000E4538300;4538350;3282050;752;15;NA
CRS3035RES100mN3282000E4538400;4538450;3282050;703;3;NA
CRS3035RES100mN3282000E4540300;4540350;3282050;877;3;NA
CRS3035RES100mN3282000E4540400;4540450;3282050;558;4;NA
CRS3035RES100mN3282000E4540500;4540550;3282050;897;3;NA
CRS3035RES100mN3282000E4540600;4540650;3282050;1006;3;NA
CRS3035RES100mN3282000E4540900;4540950;3282050;948;9;NA
CRS3035RES100mN3282000E4544400;4544450;3282050;554;43;NA
CRS3035RES100mN3282000E4544500;4544550;3282050;529;26;NA
CRS3035RES100mN3282000E4544600;4544650;3282050;539;49;NA
CRS3035RES100mN3282000E4544700;4544750;3282050;646;6;NA
CRS3035RES100mN3282000E4544800;4544850;3282050;1069;20;NA
CRS3035RES100mN3282000E4544900;4544950;3282050;615;69;NA
CRS3035RES100mN3282000E4545000;4545050;3282050;676;34;NA
CRS3035RES100mN3282000E4545200;4545250;3282050;1039;7;NA
CRS3035RES100mN3282000E4545300;4545350;3282050;791;7;NA
CRS3035RES100mN3282000E4545500;4545550;3282050;761;13;NA
CRS3035RES100mN3282000E4545600;4545650;3282050;595;24;NA
CRS3035RES100mN3282000E4545800;4545850;3282050;548;26;NA
CRS3035RES100mN3282000E4545900;4545950;3282050;555;70;NA
CRS3035RES100mN3282000E4546000;4546050;3282050;527;27;NA
CRS3035RES100mN3282000E4546100;4546150;3282050;597;20;NA
CRS3035RES100mN3282000E4546200;4546250;3282050;711;16;NA
CRS3035RES100mN3282000E4546500;4546550;3282050;849;7;NA
CRS3035RES100mN3282000E4546700;4546750;3282050;872;15;NA
CRS3035RES100mN3282000E4547100;4547150;3282050;719;4;NA
CRS3035RES100mN3282000E4547300;4547350;3282050;1087;3;NA
CRS3035RES100mN3282000E4548300;4548350;3282050;588;71;NA
CRS3035RES100mN3282000E4548400;4548450;3282050;604;242;NA
CRS3035RES100mN3282000E4548500;4548550;3282050;596;193;NA
CRS3035RES100mN3282000E4548600;4548650;3282050;590;89;NA
CRS3035RES100mN3282000E4549800;4549850;3282050;606;4;NA
CRS3035RES100mN3282000E4549900;4549950;3282050;1180;14;NA
CRS3035RES100mN3282000E4553200;4553250;3282050;803;12;NA
CRS3035RES100mN3282000E4553300;4553350;3282050;923;7;NA
CRS3035RES100mN3282000E4553500;4553550;3282050;808;31;NA
CRS3035RES100mN3282000E4553700;4553750;3282050;1144;4;NA
CRS3035RES100mN3282000E4555900;4555950;3282050;800;3;NA
CRS3035RES100mN3282000E4556500;4556550;3282050;1122;3;NA
CRS3035RES100mN3282100E4538300;4538350;3282150;851;11;NA
CRS3035RES100mN3282100E4539200;4539250;3282150;863;9;NA
CRS3035RES100mN3282100E4539300;4539350;3282150;517;3;NA
CRS3035RES100mN3282100E4539500;4539550;3282150;725;5;NA
CRS3035RES100mN3282100E4540000;4540050;3282150;1034;9;NA
CRS3035RES100mN3282100E4540100;4540150;3282150;1055;4;NA
CRS3035RES100mN3282100E4540200;4540250;3282150;1000;10;NA
CRS3035RES100mN3282100E4540400;4540450;3282150;640;6;NA
CRS3035RES100mN3282100E4540700;4540750;3282150;637;3;NA
CRS3035RES100mN3282100E4540900;4540950;3282150;854;5;NA
CRS3035RES100mN3282100E4543800;4543850;3282150;655;5;NA
CRS3035RES100mN3282100E4544100;4544150;3282150;583;3;NA
CRS3035RES100mN3282100E4544300;4544350;3282150;658;15;NA
CRS3035RES100mN3282100E4544400;4544450;3282150;472;66;NA
CRS3035RES100mN3282100E4544500;4544550;3282150;561;16;NA
CRS3035RES100mN3282100E4544600;4544650;3282150;552;24;NA
CRS3035RES100mN3282100E4545000;4545050;3282150;780;14;NA
CRS3035RES100mN3282100E4545100;4545150;3282150;830;7;NA
CRS3035RES100mN3282100E4545200;4545250;3282150;907;13;NA
CRS3035RES100mN3282100E4545300;4545350;3282150;776;8;NA
CRS3035RES100mN3282100E4545400;4545450;3282150;955;3;NA
CRS3035RES100mN3282100E4545800;4545850;3282150;690;9;NA
CRS3035RES100mN3282100E4545900;4545950;3282150;951;58;NA
CRS3035RES100mN3282100E4546000;4546050;3282150;922;61;NA
CRS3035RES100mN3282100E4546300;4546350;3282150;648;111;NA
CRS3035RES100mN3282100E4546400;4546450;3282150;625;34;NA
CRS3035RES100mN3282100E4546800;4546850;3282150;911;11;NA
CRS3035RES100mN3282100E4547200;4547250;3282150;797;4;NA
CRS3035RES100mN3282100E4547900;4547950;3282150;645;202;NA
CRS3035RES100mN3282100E4548000;4548050;3282150;669;99;NA
CRS3035RES100mN3282100E4548400;4548450;3282150;589;89;NA
CRS3035RES100mN3282100E4548500;4548550;3282150;606;266;NA
CRS3035RES100mN3282100E4548600;4548650;3282150;614;155;NA
CRS3035RES100mN3282100E4548700;4548750;3282150;584;90;NA
CRS3035RES100mN3282100E4549800;4549850;3282150;624;17;NA
CRS3035RES100mN3282100E4552700;4552750;3282150;867;3;NA
CRS3035RES100mN3282100E4553000;4553050;3282150;826;8;NA
CRS3035RES100mN3282100E4553200;4553250;3282150;722;20;NA
CRS3035RES100mN3282100E4553400;4553450;3282150;584;6;NA
CRS3035RES100mN3282100E4553500;4553550;3282150;1167;14;NA
CRS3035RES100mN3282100E4555200;4555250;3282150;476;3;NA
CRS3035RES100mN3282100E4555900;4555950;3282150;640;3;NA
CRS3035RES100mN3282200E4537900;4537950;3282250;584;3;NA
CRS3035RES100mN3282200E4538000;4538050;3282250;625;3;NA
CRS3035RES100mN3282200E4538300;4538350;3282250;1318;13;NA
CRS3035RES100mN3282200E4538400;4538450;3282250;746;3;NA
CRS3035RES100mN3282200E4539200;4539250;3282250;1284;4;NA
CRS3035RES100mN3282200E4539300;4539350;3282250;934;3;NA
CRS3035RES100mN3282200E4539400;4539450;3282250;1033;4;NA
CRS3035RES100mN3282200E4539500;4539550;3282250;1231;3;NA
CRS3035RES100mN3282200E4539900;4539950;3282250;836;3;NA
CRS3035RES100mN3282200E4540100;4540150;3282250;682;12;NA
CRS3035RES100mN3282200E4540400;4540450;3282250;967;11;NA
CRS3035RES100mN3282200E4540500;4540550;3282250;835;3;NA
CRS3035RES100mN3282200E4543700;4543750;3282250;784;3;NA
CRS3035RES100mN3282200E4544100;4544150;3282250;682;3;NA
CRS3035RES100mN3282200E4544300;4544350;3282250;575;15;NA
CRS3035RES100mN3282200E4544400;4544450;3282250;508;44;NA
CRS3035RES100mN3282200E4544500;4544550;3282250;592;22;NA
CRS3035RES100mN3282200E4544600;4544650;3282250;579;12;NA
CRS3035RES100mN3282200E4545200;4545250;3282250;678;19;NA
CRS3035RES100mN3282200E4545300;4545350;3282250;814;19;NA
CRS3035RES100mN3282200E4545500;4545550;3282250;679;15;NA
CRS3035RES100mN3282200E4546000;4546050;3282250;591;21;NA
CRS3035RES100mN3282200E4546300;4546350;3282250;577;78;NA
CRS3035RES100mN3282200E4546400;4546450;3282250;581;15;NA
CRS3035RES100mN3282200E4546600;4546650;3282250;555;19;NA
CRS3035RES100mN3282200E4546800;4546850;3282250;717;6;NA
CRS3035RES100mN3282200E4547300;4547350;3282250;672;6;NA
CRS3035RES100mN3282200E4547400;4547450;3282250;717;6;NA
CRS3035RES100mN3282200E4547600;4547650;3282250;600;3;NA
CRS3035RES100mN3282200E4547900;4547950;3282250;638;116;NA
CRS3035RES100mN3282200E4548000;4548050;3282250;614;131;NA
CRS3035RES100mN3282200E4548100;4548150;3282250;621;69;NA
CRS3035RES100mN3282200E4548600;4548650;3282250;603;60;NA
CRS3035RES100mN3282200E4548700;4548750;3282250;599;231;NA
CRS3035RES100mN3282200E4548800;4548850;3282250;582;135;NA
CRS3035RES100mN3282200E4549900;4549950;3282250;898;3;NA
CRS3035RES100mN3282200E4553200;4553250;3282250;993;10;NA
CRS3035RES100mN3282200E4553700;4553750;3282250;417;3;KLAMMERN
CRS3035RES100mN3282200E4554500;4554550;3282250;782;3;NA
CRS3035RES100mN3282200E4554600;4554650;3282250;1091;3;NA
CRS3035RES100mN3282300E4538200;4538250;3282350;457;3;KLAMMERN
CRS3035RES100mN3282300E4538300;4538350;3282350;767;10;NA
CRS3035RES100mN3282300E4538400;4538450;3282350;571;8;NA
CRS3035RES100mN3282300E4538500;4538550;3282350;734;9;NA
CRS3035RES100mN3282300E4538600;4538650;3282350;935;17;NA
CRS3035RES100mN3282300E4539100;4539150;3282350;851;6;NA
CRS3035RES100mN3282300E4539200;4539250;3282350;680;9;NA
CRS3035RES100mN3282300E4539400;4539450;3282350;725;7;NA
CRS3035RES100mN3282300E4539600;4539650;3282350;786;5;NA
CRS3035RES100mN3282300E4540600;4540650;3282350;876;5;NA
CRS3035RES100mN3282300E4540700;4540750;3282350;828;3;NA
CRS3035RES100mN3282300E4540800;4540850;3282350;942;3;NA
CRS3035RES100mN3282300E4540900;4540950;3282350;693;5;NA
CRS3035RES100mN3282300E4541000;4541050;3282350;991;3;NA
CRS3035RES100mN3282300E4544200;4544250;3282350;712;4;NA
CRS3035RES100mN3282300E4544300;4544350;3282350;596;36;NA
CRS3035RES100mN3282300E4544400;4544450;3282350;552;27;NA
CRS3035RES100mN3282300E4544500;4544550;3282350;550;22;NA
CRS3035RES100mN3282300E4545200;4545250;3282350;821;33;NA
CRS3035RES100mN3282300E4545300;4545350;3282350;734;16;NA
CRS3035RES100mN3282300E4545500;4545550;3282350;901;3;NA
CRS3035RES100mN3282300E4545600;4545650;3282350;742;4;NA
CRS3035RES100mN3282300E4545700;4545750;3282350;860;5;NA
CRS3035RES100mN3282300E4545900;4545950;3282350;969;4;NA
CRS3035RES100mN3282300E4546200;4546250;3282350;955;4;NA
CRS3035RES100mN3282300E4546300;4546350;3282350;570;4;NA
CRS3035RES100mN3282300E4546500;4546550;3282350;606;155;NA
CRS3035RES100mN3282300E4546600;4546650;3282350;584;49;NA
CRS3035RES100mN3282300E4546700;4546750;3282350;568;28;NA
CRS3035RES100mN3282300E4546800;4546850;3282350;593;10;NA
CRS3035RES100mN3282300E4547400;4547450;3282350;929;4;NA
CRS3035RES100mN3282300E4547800;4547850;3282350;444;4;NA
CRS3035RES100mN3282300E4547900;4547950;3282350;602;246;NA
CRS3035RES100mN3282300E4548100;4548150;3282350;633;94;NA
CRS3035RES100mN3282300E4548700;4548750;3282350;594;74;NA
CRS3035RES100mN3282300E4548800;4548850;3282350;596;139;NA
CRS3035RES100mN3282300E4548900;4548950;3282350;605;278;NA
CRS3035RES100mN3282300E4549800;4549850;3282350;1457;3;NA
CRS3035RES100mN3282300E4549900;4549950;3282350;1071;3;NA
CRS3035RES100mN3282300E4552800;4552850;3282350;766;4;NA
CRS3035RES100mN3282300E4553200;4553250;3282350;710;27;NA
CRS3035RES100mN3282300E4553300;4553350;3282350;741;11;NA
CRS3035RES100mN3282300E4553400;4553450;3282350;869;19;NA
CRS3035RES100mN3282300E4553600;4553650;3282350;862;3;NA
CRS3035RES100mN3282300E4556000;4556050;3282350;1055;3;NA
CRS3035RES100mN3282300E4556700;4556750;3282350;889;8;NA
CRS3035RES100mN3282400E4538500;4538550;3282450;1079;16;NA
CRS3035RES100mN3282400E4538600;4538650;3282450;736;3;NA
CRS3035RES100mN3282400E4539100;4539150;3282450;853;10;NA
CRS3035RES100mN3282400E4539200;4539250;3282450;796;6;NA
CRS3035RES100mN3282400E4539300;4539350;3282450;874;10;NA
CRS3035RES100mN3282400E4539400;4539450;3282450;836;9;NA
CRS3035RES100mN3282400E4539500;4539550;3282450;680;4;NA
CRS3035RES100mN3282400E4540000;4540050;3282450;839;4;NA
CRS3035RES100mN3282400E4540500;4540550;3282450;821;5;NA
CRS3035RES100mN3282400E4540600;4540650;3282450;791;5;NA
CRS3035RES100mN3282400E4540800;4540850;3282450;772;3;NA
CRS3035RES100mN3282400E4540900;4540950;3282450;671;4;NA
CRS3035RES100mN3282400E4541500;4541550;3282450;682;9;NA
CRS3035RES100mN3282400E4541700;4541750;3282450;885;7;NA
CRS3035RES100mN3282400E4543700;4543750;3282450;1061;3;NA
CRS3035RES100mN3282400E4543800;4543850;3282450;1591;6;NA
CRS3035RES100mN3282400E4544400;4544450;3282450;559;13;NA
CRS3035RES100mN3282400E4544500;4544550;3282450;593;12;NA
CRS3035RES100mN3282400E4545100;4545150;3282450;686;15;NA
CRS3035RES100mN3282400E4545200;4545250;3282450;756;26;NA
CRS3035RES100mN3282400E4545300;4545350;3282450;624;13;NA
CRS3035RES100mN3282400E4545400;4545450;3282450;681;12;NA
CRS3035RES100mN3282400E4545500;4545550;3282450;739;3;NA
CRS3035RES100mN3282400E4545600;4545650;3282450;750;12;NA
CRS3035RES100mN3282400E4545700;4545750;3282450;783;16;NA
CRS3035RES100mN3282400E4545800;4545850;3282450;473;4;NA
CRS3035RES100mN3282400E4545900;4545950;3282450;787;5;NA
CRS3035RES100mN3282400E4546100;4546150;3282450;844;3;NA
CRS3035RES100mN3282400E4546200;4546250;3282450;789;6;NA
CRS3035RES100mN3282400E4546600;4546650;3282450;582;43;NA
CRS3035RES100mN3282400E4546700;4546750;3282450;577;91;NA
CRS3035RES100mN3282400E4546800;4546850;3282450;580;46;NA
CRS3035RES100mN3282400E4546900;4546950;3282450;551;21;NA
CRS3035RES100mN3282400E4547800;4547850;3282450;671;94;NA
CRS3035RES100mN3282400E4547900;4547950;3282450;649;148;NA
CRS3035RES100mN3282400E4548000;4548050;3282450;615;212;NA
CRS3035RES100mN3282400E4548100;4548150;3282450;587;25;NA
CRS3035RES100mN3282400E4548300;4548350;3282450;822;38;NA
CRS3035RES100mN3282400E4548400;4548450;3282450;766;117;NA
CRS3035RES100mN3282400E4548700;4548750;3282450;729;130;NA
CRS3035RES100mN3282400E4548800;4548850;3282450;607;109;NA
CRS3035RES100mN3282400E4548900;4548950;3282450;630;119;NA
CRS3035RES100mN3282400E4549700;4549750;3282450;843;16;NA
CRS3035RES100mN3282400E4549800;4549850;3282450;989;4;NA
CRS3035RES100mN3282400E4549900;4549950;3282450;894;12;NA
CRS3035RES100mN3282400E4550000;4550050;3282450;938;35;NA
CRS3035RES100mN3282400E4552600;4552650;3282450;799;3;NA
CRS3035RES100mN3282400E4553200;4553250;3282450;847;3;NA
CRS3035RES100mN3282400E4553300;4553350;3282450;564;3;NA
CRS3035RES100mN3282400E4553400;4553450;3282450;792;6;NA
CRS3035RES100mN3282400E4553600;4553650;3282450;1272;4;NA
CRS3035RES100mN3282400E4553700;4553750;3282450;946;10;NA
CRS3035RES100mN3282400E4554100;4554150;3282450;251;3;KLAMMERN
CRS3035RES100mN3282400E4555000;4555050;3282450;1190;3;NA
CRS3035RES100mN3282400E4555300;4555350;3282450;950;3;NA
CRS3035RES100mN3282400E4556000;4556050;3282450;970;3;NA
CRS3035RES100mN3282500E4538400;4538450;3282550;1090;4;NA
CRS3035RES100mN3282500E4538500;4538550;3282550;976;22;NA
CRS3035RES100mN3282500E4538600;4538650;3282550;529;7;NA
CRS3035RES100mN3282500E4540100;4540150;3282550;610;5;NA
CRS3035RES100mN3282500E4540200;4540250;3282550;874;8;NA
CRS3035RES100mN3282500E4540300;4540350;3282550;946;12;NA
CRS3035RES100mN3282500E4540400;4540450;3282550;901;16;NA
CRS3035RES100mN3282500E4540500;4540550;3282550;775;20;NA
CRS3035RES100mN3282500E4540600;4540650;3282550;464;3;KLAMMERN
CRS3035RES100mN3282500E4540700;4540750;3282550;1013;4;NA
CRS3035RES100mN3282500E4540800;4540850;3282550;1105;9;NA
CRS3035RES100mN3282500E4540900;4540950;3282550;875;43;NA
CRS3035RES100mN3282500E4541000;4541050;3282550;858;23;NA
CRS3035RES100mN3282500E4541600;4541650;3282550;949;3;NA
CRS3035RES100mN3282500E4541700;4541750;3282550;785;3;NA
CRS3035RES100mN3282500E4543800;4543850;3282550;986;4;NA
CRS3035RES100mN3282500E4543900;4543950;3282550;860;5;NA
CRS3035RES100mN3282500E4545200;4545250;3282550;732;50;NA
CRS3035RES100mN3282500E4545300;4545350;3282550;623;7;NA
CRS3035RES100mN3282500E4545400;4545450;3282550;651;17;NA
CRS3035RES100mN3282500E4545500;4545550;3282550;800;9;NA
CRS3035RES100mN3282500E4545600;4545650;3282550;901;17;NA
CRS3035RES100mN3282500E4545700;4545750;3282550;646;10;NA
CRS3035RES100mN3282500E4546100;4546150;3282550;799;18;NA
CRS3035RES100mN3282500E4546200;4546250;3282550;1510;7;NA
CRS3035RES100mN3282500E4546600;4546650;3282550;734;5;NA
CRS3035RES100mN3282500E4546900;4546950;3282550;533;5;NA
CRS3035RES100mN3282500E4547100;4547150;3282550;518;6;NA
CRS3035RES100mN3282500E4547800;4547850;3282550;657;26;NA
CRS3035RES100mN3282500E4547900;4547950;3282550;640;70;NA
CRS3035RES100mN3282500E4548000;4548050;3282550;602;87;NA
CRS3035RES100mN3282500E4548100;4548150;3282550;534;59;NA
CRS3035RES100mN3282500E4548300;4548350;3282550;791;146;NA
CRS3035RES100mN3282500E4548400;4548450;3282550;796;76;NA
CRS3035RES100mN3282500E4548600;4548650;3282550;784;94;NA
CRS3035RES100mN3282500E4548700;4548750;3282550;601;236;NA
CRS3035RES100mN3282500E4548800;4548850;3282550;621;119;NA
CRS3035RES100mN3282500E4548900;4548950;3282550;611;111;NA
CRS3035RES100mN3282500E4552300;4552350;3282550;904;19;NA
CRS3035RES100mN3282500E4552600;4552650;3282550;709;3;NA
CRS3035RES100mN3282500E4553100;4553150;3282550;754;8;NA
CRS3035RES100mN3282500E4553200;4553250;3282550;843;3;NA
CRS3035RES100mN3282500E4553300;4553350;3282550;845;5;NA
CRS3035RES100mN3282500E4553500;4553550;3282550;919;3;NA
CRS3035RES100mN3282500E4554900;4554950;3282550;675;3;NA
CRS3035RES100mN3282500E4555200;4555250;3282550;704;5;NA
CRS3035RES100mN3282600E4538500;4538550;3282650;1469;5;NA
CRS3035RES100mN3282600E4538600;4538650;3282650;753;9;NA
CRS3035RES100mN3282600E4538700;4538750;3282650;902;4;NA
CRS3035RES100mN3282600E4540000;4540050;3282650;650;3;NA
CRS3035RES100mN3282600E4540200;4540250;3282650;586;5;NA
CRS3035RES100mN3282600E4540300;4540350;3282650;946;13;NA
CRS3035RES100mN3282600E4540400;4540450;3282650;834;7;NA
CRS3035RES100mN3282600E4540600;4540650;3282650;933;4;NA
CRS3035RES100mN3282600E4540700;4540750;3282650;642;3;NA
CRS3035RES100mN3282600E4540800;4540850;3282650;891;3;NA
CRS3035RES100mN3282600E4540900;4540950;3282650;838;69;NA
CRS3035RES100mN3282600E4541000;4541050;3282650;1053;48;NA
CRS3035RES100mN3282600E4541700;4541750;3282650;945;5;NA
CRS3035RES100mN3282600E4543600;4543650;3282650;785;3;NA
CRS3035RES100mN3282600E4543700;4543750;3282650;960;7;NA
CRS3035RES100mN3282600E4543800;4543850;3282650;947;8;NA
CRS3035RES100mN3282600E4543900;4543950;3282650;1129;6;NA
CRS3035RES100mN3282600E4544000;4544050;3282650;1006;4;NA
CRS3035RES100mN3282600E4544100;4544150;3282650;872;6;NA
