GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter3;a3bis5;a6bis9;a10bis15;a16bis18;a19bis24;a25bis39;a40bis59;a60bis66;a67bis74;a75undaelter
CRS3035RES100mN3273200E4552800;4552850;3273250;110;4;7;8;13;3;13;18;25;13;7;4
CRS3035RES100mN3273200E4552900;4552950;3273250;77;5;3;6;6;6;9;17;21;–;5;4
CRS3035RES100mN3273200E4553100;4553150;3273250;110;5;3;3;–;–;6;25;10;13;7;39
CRS3035RES100mN3273200E4553200;4553250;3273250;92;3;5;3;3;–;–;19;19;8;6;21
CRS3035RES100mN3273200E4553300;4553350;3273250;177;7;10;11;7;3;7;46;36;17;14;21
CRS3035RES100mN3273200E4553400;4553450;3273250;36;3;–;3;–;–;3;10;5;–;4;8
CRS3035RES100mN3273200E4553500;4553550;3273250;106;4;4;3;4;–;3;24;35;5;9;16
CRS3035RES100mN3273200E4553600;4553650;3273250;109;3;–;3;–;–;12;50;24;4;6;10
CRS3035RES100mN3273200E4553700;4553750;3273250;120;3;5;–;3;–;4;38;30;10;5;11
CRS3035RES100mN3273200E4553800;4553850;3273250;55;–;–;–;–;3;10;12;9;5;–;4
CRS3035RES100mN3273200E4553900;4553950;3273250;283;3;5;15;18;4;6;80;60;27;11;54
CRS3035RES100mN3273200E4554000;4554050;3273250;130;–;6;4;–;–;5;33;19;6;19;40
CRS3035RES100mN3273200E4554100;4554150;3273250;191;13;6;–;8;–;9;27;37;14;11;71
CRS3035RES100mN3273200E4554200;4554250;3273250;160;5;5;9;7;4;7;60;39;7;11;–
CRS3035RES100mN3273200E4554300;4554350;3273250;366;9;3;7;8;5;22;172;70;21;14;39
CRS3035RES100mN3273200E4554400;4554450;3273250;76;3;5;9;12;4;5;24;11;3;–;–
CRS3035RES100mN3273200E4554600;4554650;3273250;172;5;3;8;12;5;13;63;46;6;3;10
CRS3035RES100mN3273200E4554700;4554750;3273250;15;–;–;–;–;–;–;5;5;–;3;–
CRS3035RES100mN3273200E4554800;4554850;3273250;211;9;6;10;11;–;14;66;54;21;6;15
CRS3035RES100mN3273200E4554900;4554950;3273250;226;4;–;3;9;3;8;85;85;7;5;7
CRS3035RES100mN3273200E4555000;4555050;3273250;218;11;4;3;3;3;5;90;71;11;4;11
CRS3035RES100mN3273200E4555100;4555150;3273250;244;5;13;13;9;3;18;96;70;14;4;4
CRS3035RES100mN3273200E4555200;4555250;3273250;332;–;11;15;15;6;12;57;37;14;17;145
CRS3035RES100mN3273200E4555300;4555350;3273250;278;16;13;15;16;7;15;97;60;12;11;9
CRS3035RES100mN3273200E4555400;4555450;3273250;334;4;7;8;15;10;6;137;118;11;4;4
CRS3035RES100mN3273200E4555500;4555550;3273250;183;8;–;3;4;–;15;85;65;4;3;–
CRS3035RES100mN3273200E4555600;4555650;3273250;69;3;–;–;–;–;3;35;21;5;–;–
CRS3035RES100mN3273200E4555700;4555750;3273250;270;–;5;12;21;4;15;87;90;17;11;7
CRS3035RES100mN3273200E4555800;4555850;3273250;212;11;7;3;13;–;16;94;61;5;3;–
CRS3035RES100mN3273200E4555900;4555950;3273250;343;3;9;12;26;7;17;74;147;13;19;9
CRS3035RES100mN3273200E4556000;4556050;3273250;447;17;16;21;18;6;21;160;150;21;13;8
CRS3035RES100mN3273200E4556100;4556150;3273250;234;8;9;13;15;6;9;88;81;6;3;4
CRS3035RES100mN3273200E4556200;4556250;3273250;347;8;9;8;7;5;18;155;115;10;5;5
CRS3035RES100mN3273200E4556300;4556350;3273250;231;7;3;8;5;7;7;96;79;4;4;4
CRS3035RES100mN3273200E4556400;4556450;3273250;369;17;12;16;14;8;28;129;105;27;5;6
CRS3035RES100mN3273200E4556500;4556550;3273250;233;10;13;23;7;4;11;71;88;3;4;–
CRS3035RES100mN3273200E4556600;4556650;3273250;76;5;3;4;–;–;–;37;22;3;–;4
CRS3035RES100mN3273200E4557000;4557050;3273250;55;–;–;3;5;–;4;9;16;3;–;13
CRS3035RES100mN3273200E4557100;4557150;3273250;222;8;3;9;7;–;4;58;33;10;23;68
CRS3035RES100mN3273200E4557200;4557250;3273250;203;10;14;10;5;–;3;91;38;9;9;20
CRS3035RES100mN3273200E4557300;4557350;3273250;222;7;7;3;8;3;12;96;50;14;14;11
CRS3035RES100mN3273200E4557400;4557450;3273250;219;3;4;5;5;–;11;84;50;22;16;18
CRS3035RES100mN3273200E4557600;4557650;3273250;10;3;–;–;–;–;–;3;3;–;–;–
CRS3035RES100mN3273200E4557800;4557850;3273250;97;6;4;4;5;–;3;14;26;6;22;15
CRS3035RES100mN3273200E4557900;4557950;3273250;114;4;–;3;6;3;6;17;32;11;7;22
CRS3035RES100mN3273200E4558000;4558050;3273250;238;8;6;6;9;6;15;39;58;18;24;54
CRS3035RES100mN3273200E4558100;4558150;3273250;14;–;–;–;–;–;–;7;–;–;4;4
CRS3035RES100mN3273200E4558200;4558250;3273250;100;3;–;3;3;–;7;33;29;6;11;6
CRS3035RES100mN3273200E4558300;4558350;3273250;155;6;6;3;7;3;7;53;47;6;4;13
CRS3035RES100mN3273200E4558400;4558450;3273250;273;7;5;11;15;3;16;88;81;12;21;15
CRS3035RES100mN3273200E4558500;4558550;3273250;84;5;4;3;4;–;4;28;18;12;8;3
CRS3035RES100mN3273200E4558600;4558650;3273250;41;–;–;3;3;–;–;5;10;3;3;12
CRS3035RES100mN3273200E4558700;4558750;3273250;164;4;3;5;4;–;8;35;37;14;12;45
CRS3035RES100mN3273200E4558800;4558850;3273250;61;3;3;–;8;–;4;11;26;–;4;7
CRS3035RES100mN3273200E4558900;4558950;3273250;64;–;3;–;10;3;–;9;29;3;–;–
CRS3035RES100mN3273200E4559000;4559050;3273250;153;19;9;8;10;6;5;42;40;6;–;7
CRS3035RES100mN3273200E4559100;4559150;3273250;15;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4559700;4559750;3273250;4;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3273200E4559800;4559850;3273250;10;–;–;–;–;–;3;7;–;–;–;–
CRS3035RES100mN3273200E4560200;4560250;3273250;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4560300;4560350;3273250;33;–;–;–;3;–;4;4;11;–;–;5
CRS3035RES100mN3273200E4560400;4560450;3273250;24;3;–;3;3;4;–;–;10;3;6;4
CRS3035RES100mN3273200E4560500;4560550;3273250;22;–;3;–;–;–;–;3;8;5;3;7
CRS3035RES100mN3273200E4560600;4560650;3273250;29;–;–;3;–;–;–;3;9;7;3;–
CRS3035RES100mN3273200E4560700;4560750;3273250;34;3;3;–;3;–;3;4;5;4;3;3
CRS3035RES100mN3273200E4560800;4560850;3273250;4;–;–;–;–;–;–;–;–;3;–;4
CRS3035RES100mN3273200E4560900;4560950;3273250;4;–;–;–;–;–;3;–;–;–;5;–
CRS3035RES100mN3273200E4561500;4561550;3273250;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4561600;4561650;3273250;34;–;–;5;4;–;–;10;8;–;5;9
CRS3035RES100mN3273200E4561700;4561750;3273250;28;–;–;–;3;–;–;–;16;4;3;5
CRS3035RES100mN3273200E4561800;4561850;3273250;31;–;–;3;3;–;–;5;7;5;–;6
CRS3035RES100mN3273200E4561900;4561950;3273250;38;3;3;–;4;–;–;3;14;–;6;3
CRS3035RES100mN3273200E4562000;4562050;3273250;28;3;–;3;3;–;–;3;5;3;7;6
CRS3035RES100mN3273200E4562100;4562150;3273250;37;–;3;–;3;–;4;3;8;8;3;3
CRS3035RES100mN3273200E4562200;4562250;3273250;46;3;3;3;3;–;3;3;17;3;3;4
CRS3035RES100mN3273200E4562300;4562350;3273250;21;–;–;–;3;–;–;–;11;3;–;–
CRS3035RES100mN3273200E4562400;4562450;3273250;33;–;–;3;–;–;7;6;7;4;–;5
CRS3035RES100mN3273200E4562500;4562550;3273250;28;–;–;–;–;–;–;–;9;–;6;11
CRS3035RES100mN3273200E4562600;4562650;3273250;18;–;–;3;3;–;–;3;7;–;–;4
CRS3035RES100mN3273200E4562700;4562750;3273250;9;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4562900;4562950;3273250;72;–;3;–;–;3;9;18;22;10;9;10
CRS3035RES100mN3273200E4563600;4563650;3273250;6;–;–;–;–;–;–;–;3;3;3;–
CRS3035RES100mN3273200E4563700;4563750;3273250;26;–;–;–;–;–;3;3;3;3;12;6
CRS3035RES100mN3273200E4563800;4563850;3273250;183;3;9;4;3;–;3;45;22;36;35;23
CRS3035RES100mN3273200E4563900;4563950;3273250;260;12;8;11;13;4;12;66;57;29;28;23
CRS3035RES100mN3273200E4564000;4564050;3273250;102;–;5;3;15;6;5;17;29;14;10;3
CRS3035RES100mN3273200E4564200;4564250;3273250;5;–;–;–;–;–;3;–;3;–;–;–
CRS3035RES100mN3273200E4564300;4564350;3273250;18;–;3;–;–;–;–;3;6;3;3;3
CRS3035RES100mN3273200E4564400;4564450;3273250;33;3;3;3;–;–;–;3;11;3;3;–
CRS3035RES100mN3273200E4564500;4564550;3273250;35;3;–;–;–;3;4;3;11;6;6;5
CRS3035RES100mN3273200E4564600;4564650;3273250;14;–;–;–;–;3;–;4;–;3;4;3
CRS3035RES100mN3273200E4564700;4564750;3273250;46;–;5;–;–;–;3;10;16;3;–;3
CRS3035RES100mN3273200E4564800;4564850;3273250;41;3;3;–;3;4;4;3;17;3;3;3
CRS3035RES100mN3273200E4564900;4564950;3273250;39;–;–;3;3;–;3;10;12;5;5;4
CRS3035RES100mN3273200E4565000;4565050;3273250;48;–;–;3;3;–;–;10;17;7;7;6
CRS3035RES100mN3273200E4565100;4565150;3273250;29;–;–;3;–;–;4;3;13;5;–;–
CRS3035RES100mN3273200E4565200;4565250;3273250;29;–;–;–;–;–;–;3;11;3;–;8
CRS3035RES100mN3273200E4565300;4565350;3273250;40;3;5;–;3;–;–;5;14;3;4;8
CRS3035RES100mN3273200E4565400;4565450;3273250;30;3;–;–;–;–;3;4;12;3;5;4
CRS3035RES100mN3273200E4565500;4565550;3273250;37;–;–;3;–;–;–;5;13;–;6;–
CRS3035RES100mN3273200E4565600;4565650;3273250;46;3;–;3;5;5;3;3;17;4;–;–
CRS3035RES100mN3273200E4565700;4565750;3273250;22;–;–;–;–;–;–;3;6;–;–;3
CRS3035RES100mN3273200E4565800;4565850;3273250;23;3;–;–;–;–;–;3;5;3;4;3
CRS3035RES100mN3273200E4565900;4565950;3273250;44;–;3;3;3;–;–;–;7;11;4;11
CRS3035RES100mN3273200E4566000;4566050;3273250;76;4;3;3;–;–;5;36;16;3;3;4
CRS3035RES100mN3273200E4566100;4566150;3273250;19;–;–;–;–;–;3;4;8;–;–;5
CRS3035RES100mN3273200E4566600;4566650;3273250;13;–;–;–;–;–;–;3;3;4;–;–
CRS3035RES100mN3273200E4566700;4566750;3273250;9;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4566800;4566850;3273250;12;–;3;–;–;–;–;–;9;–;3;–
CRS3035RES100mN3273200E4566900;4566950;3273250;9;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4567000;4567050;3273250;9;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273200E4567100;4567150;3273250;11;–;–;–;–;–;–;–;–;–;7;7
CRS3035RES100mN3273200E4567200;4567250;3273250;30;–;3;–;3;3;–;3;13;4;3;–
CRS3035RES100mN3273200E4567300;4567350;3273250;38;–;–;–;–;–;3;7;9;10;5;–
CRS3035RES100mN3273200E4567400;4567450;3273250;23;–;–;–;–;–;–;3;13;–;3;3
CRS3035RES100mN3273200E4567500;4567550;3273250;25;3;–;–;3;3;–;5;7;–;–;–
CRS3035RES100mN3273300E4532700;4532750;3273350;22;–;–;–;–;–;4;4;5;3;3;–
CRS3035RES100mN3273300E4532800;4532850;3273350;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273300E4532900;4532950;3273350;4;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3273300E4533000;4533050;3273350;24;–;–;–;4;4;5;–;8;–;–;–
CRS3035RES100mN3273300E4533100;4533150;3273350;13;–;–;–;3;–;–;–;6;3;–;–
CRS3035RES100mN3273300E4533200;4533250;3273350;5;–;–;–;–;–;3;3;5;–;–;–
CRS3035RES100mN3273300E4533300;4533350;3273350;18;–;–;–;–;3;4;–;5;–;–;3
CRS3035RES100mN3273300E4533400;4533450;3273350;66;–;–;5;4;6;5;9;25;3;4;3
CRS3035RES100mN3273300E4533500;4533550;3273350;51;–;–;5;8;4;3;7;15;–;6;–
CRS3035RES100mN3273300E4533600;4533650;3273350;35;3;–;–;3;3;4;3;13;–;7;5
CRS3035RES100mN3273300E4533700;4533750;3273350;147;7;3;3;4;–;8;35;50;12;13;7
CRS3035RES100mN3273300E4533800;4533850;3273350;67;3;3;3;10;5;3;14;15;4;8;9
CRS3035RES100mN3273300E4533900;4533950;3273350;44;–;–;–;–;3;6;3;15;6;3;9
CRS3035RES100mN3273300E4534000;4534050;3273350;166;3;3;12;16;9;9;32;56;10;4;7
CRS3035RES100mN3273300E4534100;4534150;3273350;196;15;13;17;21;5;3;54;55;7;4;–
CRS3035RES100mN3273300E4534200;4534250;3273350;117;9;5;8;11;3;5;27;38;11;3;–
CRS3035RES100mN3273300E4534300;4534350;3273350;19;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273300E4534400;4534450;3273350;94;–;6;7;9;–;3;20;24;8;10;5
CRS3035RES100mN3273300E4534500;4534550;3273350;153;6;5;4;7;–;7;28;44;18;10;18
CRS3035RES100mN3273300E4534600;4534650;3273350;90;3;4;5;4;–;3;14;23;13;9;13
CRS3035RES100mN3273300E4534900;4534950;3273350;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273300E4535000;4535050;3273350;45;–;–;4;4;–;–;5;17;–;3;3
CRS3035RES100mN3273300E4535100;4535150;3273350;61;–;–;–;3;–;5;7;22;11;10;6
CRS3035RES100mN3273300E4535200;4535250;3273350;26;–;–;–;3;–;–;–;14;3;3;10
CRS3035RES100mN3273300E4535300;4535350;3273350;30;3;–;3;3;–;–;3;4;3;–;6
CRS3035RES100mN3273300E4535400;4535450;3273350;22;–;–;–;3;–;3;–;10;3;–;3
CRS3035RES100mN3273300E4535500;4535550;3273350;32;–;–;3;3;–;5;–;12;3;3;6
CRS3035RES100mN3273300E4535600;4535650;3273350;61;3;4;3;–;3;3;6;17;6;6;4
CRS3035RES100mN3273300E4535700;4535750;3273350;18;–;–;–;–;3;3;–;8;–;–;5
CRS3035RES100mN3273300E4536000;4536050;3273350;29;–;–;–;3;–;–;6;4;8;5;–
CRS3035RES100mN3273300E4536100;4536150;3273350;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273300E4536200;4536250;3273350;32;3;–;3;3;–;3;3;14;–;–;–
CRS3035RES100mN3273300E4536300;4536350;3273350;41;–;–;3;3;–;3;5;7;3;5;12
CRS3035RES100mN3273300E4536400;4536450;3273350;28;–;–;–;3;3;–;–;6;5;–;9
CRS3035RES100mN3273300E4536500;4536550;3273350;22;–;–;–;3;–;–;–;6;–;3;3
CRS3035RES100mN3273300E4536600;4536650;3273350;30;–;–;–;–;–;–;4;5;3;–;12
CRS3035RES100mN3273300E4536700;4536750;3273350;134;8;6;–;5;6;7;35;36;8;8;11
CRS3035RES100mN3273300E4536800;4536850;3273350;53;3;3;6;–;–;4;15;14;4;4;3
CRS3035RES100mN3273300E4536900;4536950;3273350;46;–;–;3;7;3;8;12;8;3;–;3
CRS3035RES100mN3273300E4537100;4537150;3273350;35;–;3;–;5;–;5;4;11;–;5;–
CRS3035RES100mN3273300E4537500;4537550;3273350;50;–;–;3;–;–;7;12;11;4;7;8
CRS3035RES100mN3273300E4537700;4537750;3273350;155;5;–;6;6;3;19;53;38;14;12;10
CRS3035RES100mN3273300E4537800;4537850;3273350;245;11;5;14;16;8;26;74;66;5;10;11
CRS3035RES100mN3273300E4537900;4537950;3273350;201;12;5;9;6;6;9;60;50;18;14;18
CRS3035RES100mN3273300E4538000;4538050;3273350;109;–;3;–;3;–;3;17;15;6;7;43
CRS3035RES100mN3273300E4538100;4538150;3273350;192;–;–;–;–;–;–;4;–;6;7;167
CRS3035RES100mN3273300E4538500;4538550;3273350;234;12;18;18;27;16;26;72;43;–;–;–
CRS3035RES100mN3273300E4539100;4539150;3273350;100;–;–;–;9;3;4;16;29;11;9;27
CRS3035RES100mN3273300E4539200;4539250;3273350;185;6;6;16;10;7;6;31;55;15;12;19
CRS3035RES100mN3273300E4539300;4539350;3273350;199;8;5;8;10;3;8;34;60;17;16;26
CRS3035RES100mN3273300E4539400;4539450;3273350;150;3;5;7;14;–;8;22;47;14;13;19
CRS3035RES100mN3273300E4539500;4539550;3273350;163;6;7;4;7;3;7;36;41;12;17;16
CRS3035RES100mN3273300E4540600;4540650;3273350;34;–;–;3;–;–;–;4;6;7;5;5
CRS3035RES100mN3273300E4540700;4540750;3273350;71;9;5;5;3;–;–;9;13;10;11;9
CRS3035RES100mN3273300E4540800;4540850;3273350;56;3;4;3;3;–;5;18;7;5;4;3
CRS3035RES100mN3273300E4541700;4541750;3273350;4;–;–;–;–;–;–;–;–;–;–;5
CRS3035RES100mN3273300E4543900;4543950;3273350;78;3;7;–;8;–;4;33;17;–;–;–
CRS3035RES100mN3273300E4544000;4544050;3273350;396;31;19;26;14;–;13;185;70;22;5;14
CRS3035RES100mN3273300E4544700;4544750;3273350;180;8;5;7;9;4;13;44;51;18;10;18
CRS3035RES100mN3273300E4544800;4544850;3273350;302;6;8;9;7;3;16;103;86;28;18;17
CRS3035RES100mN3273300E4544900;4544950;3273350;367;19;7;18;19;6;29;105;92;34;24;19
CRS3035RES100mN3273300E4545000;4545050;3273350;240;8;5;6;8;6;15;64;76;22;12;10
CRS3035RES100mN3273300E4545300;4545350;3273350;56;–;3;–;3;–;–;8;15;8;7;3
CRS3035RES100mN3273300E4545400;4545450;3273350;32;3;–;–;–;3;3;12;3;3;–;5
CRS3035RES100mN3273300E4545500;4545550;3273350;90;3;3;3;3;3;8;27;25;7;3;9
CRS3035RES100mN3273300E4545600;4545650;3273350;262;8;3;13;12;6;21;75;72;11;17;19
CRS3035RES100mN3273300E4545800;4545850;3273350;100;–;8;3;6;–;3;27;21;14;9;7
CRS3035RES100mN3273300E4546500;4546550;3273350;144;7;5;7;20;5;11;24;47;9;7;4
CRS3035RES100mN3273300E4546600;4546650;3273350;180;13;7;14;16;6;9;40;45;17;10;12
CRS3035RES100mN3273300E4546700;4546750;3273350;69;–;–;3;6;3;10;11;12;7;10;9
CRS3035RES100mN3273300E4547000;4547050;3273350;269;4;4;16;17;10;18;79;71;19;25;9
CRS3035RES100mN3273300E4547100;4547150;3273350;68;3;–;–;–;–;3;19;9;13;9;7
CRS3035RES100mN3273300E4547200;4547250;3273350;192;4;3;4;3;3;9;86;56;7;15;3
CRS3035RES100mN3273300E4547300;4547350;3273350;373;10;3;12;16;7;16;72;120;56;41;24
CRS3035RES100mN3273300E4547400;4547450;3273350;77;4;3;–;6;3;3;17;21;8;5;4
CRS3035RES100mN3273300E4547500;4547550;3273350;286;9;7;7;14;6;26;55;69;24;20;49
CRS3035RES100mN3273300E4547700;4547750;3273350;51;–;–;3;–;–;8;19;7;6;–;–
CRS3035RES100mN3273300E4547800;4547850;3273350;88;–;–;–;–;3;10;26;25;9;8;12
CRS3035RES100mN3273300E4547900;4547950;3273350;173;3;4;5;4;–;13;54;45;8;18;17
CRS3035RES100mN3273300E4548000;4548050;3273350;92;3;3;3;3;–;5;15;23;11;12;12
CRS3035RES100mN3273300E4548100;4548150;3273350;98;3;5;3;3;–;3;27;28;8;8;10
CRS3035RES100mN3273300E4548200;4548250;3273350;269;16;10;11;12;9;21;64;89;11;16;16
CRS3035RES100mN3273300E4548300;4548350;3273350;264;7;3;4;7;5;14;81;74;22;26;28
CRS3035RES100mN3273300E4548400;4548450;3273350;205;7;3;4;3;6;11;55;53;19;18;31
CRS3035RES100mN3273300E4548500;4548550;3273350;300;9;6;7;13;6;12;101;79;17;20;23
CRS3035RES100mN3273300E4548600;4548650;3273350;35;–;–;–;–;–;3;14;10;–;3;5
CRS3035RES100mN3273300E4548700;4548750;3273350;132;4;5;3;–;–;6;36;31;9;14;21
CRS3035RES100mN3273300E4548800;4548850;3273350;173;–;–;–;8;4;18;65;42;17;19;3
CRS3035RES100mN3273300E4548900;4548950;3273350;190;4;11;7;9;7;12;37;45;18;22;17
CRS3035RES100mN3273300E4549000;4549050;3273350;166;9;6;8;3;–;7;64;39;12;7;14
CRS3035RES100mN3273300E4550300;4550350;3273350;41;–;–;–;–;–;3;17;13;–;–;–
CRS3035RES100mN3273300E4550400;4550450;3273350;37;–;–;–;–;3;4;17;11;–;–;–
CRS3035RES100mN3273300E4550500;4550550;3273350;49;–;–;–;–;–;–;21;12;6;4;3
CRS3035RES100mN3273300E4550600;4550650;3273350;221;4;6;11;15;4;15;52;72;3;10;17
CRS3035RES100mN3273300E4550700;4550750;3273350;70;3;3;4;3;–;7;5;20;9;5;10
CRS3035RES100mN3273300E4550900;4550950;3273350;37;5;3;–;–;–;6;15;13;5;–;3
CRS3035RES100mN3273300E4551000;4551050;3273350;39;–;–;–;–;–;–;15;13;9;–;–
CRS3035RES100mN3273300E4551100;4551150;3273350;67;3;3;6;9;6;3;14;20;3;–;–
CRS3035RES100mN3273300E4551300;4551350;3273350;5;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3273300E4551800;4551850;3273350;45;–;–;–;3;–;8;18;10;4;–;3
CRS3035RES100mN3273300E4551900;4551950;3273350;416;5;7;6;11;3;19;108;96;26;33;101
CRS3035RES100mN3273300E4552000;4552050;3273350;253;6;11;7;14;7;18;54;62;17;17;36
CRS3035RES100mN3273300E4552400;4552450;3273350;15;3;3;–;3;–;–;5;5;3;–;–
CRS3035RES100mN3273300E4552800;4552850;3273350;152;9;3;11;14;5;19;17;33;15;11;13
CRS3035RES100mN3273300E4552900;4552950;3273350;247;12;12;11;8;3;14;71;52;14;11;35
CRS3035RES100mN3273300E4553000;4553050;3273350;287;7;17;5;5;–;7;71;72;21;31;54
CRS3035RES100mN3273300E4553100;4553150;3273350;150;4;3;4;–;3;8;46;30;6;11;28
CRS3035RES100mN3273300E4553300;4553350;3273350;184;12;8;4;6;3;3;58;33;16;10;24
CRS3035RES100mN3273300E4553400;4553450;3273350;155;10;6;4;9;3;8;43;34;12;10;19
CRS3035RES100mN3273300E4553600;4553650;3273350;292;8;10;18;28;12;15;48;81;19;25;30
CRS3035RES100mN3273300E4553700;4553750;3273350;182;8;10;10;8;7;14;45;39;11;5;23
CRS3035RES100mN3273300E4553800;4553850;3273350;46;3;4;3;–;–;–;16;10;8;3;4
CRS3035RES100mN3273300E4553900;4553950;3273350;139;5;4;4;3;–;8;61;34;13;–;5
CRS3035RES100mN3273300E4554100;4554150;3273350;44;3;3;3;3;–;–;11;23;–;–;3
CRS3035RES100mN3273300E4554200;4554250;3273350;263;7;5;3;10;–;25;117;63;10;12;9
CRS3035RES100mN3273300E4554300;4554350;3273350;105;6;4;5;6;–;3;41;29;8;–;–
CRS3035RES100mN3273300E4554700;4554750;3273350;177;11;7;5;4;–;12;72;45;7;6;4
CRS3035RES100mN3273300E4554800;4554850;3273350;388;12;7;14;21;4;16;143;113;23;10;18
CRS3035RES100mN3273300E4554900;4554950;3273350;358;11;10;13;12;7;23;133;91;28;16;14
CRS3035RES100mN3273300E4555000;4555050;3273350;277;9;9;11;14;–;6;106;81;19;8;11
CRS3035RES100mN3273300E4555100;4555150;3273350;218;8;16;13;4;4;8;81;64;9;4;3
CRS3035RES100mN3273300E4555200;4555250;3273350;256;7;12;19;22;9;34;78;59;11;7;–
CRS3035RES100mN3273300E4555300;4555350;3273350;318;9;15;20;9;3;16;136;76;17;9;5
CRS3035RES100mN3273300E4555400;4555450;3273350;254;3;6;11;8;–;17;103;70;17;14;4
CRS3035RES100mN3273300E4555500;4555550;3273350;69;3;–;–;6;–;3;27;19;–;3;4
CRS3035RES100mN3273300E4555600;4555650;3273350;142;3;8;7;4;–;11;41;36;15;13;9
CRS3035RES100mN3273300E4555700;4555750;3273350;173;5;3;4;12;9;12;37;58;20;7;7
CRS3035RES100mN3273300E4555800;4555850;3273350;135;5;9;–;9;3;4;32;57;3;3;8
CRS3035RES100mN3273300E4555900;4555950;3273350;244;9;15;16;15;12;9;59;85;9;5;13
CRS3035RES100mN3273300E4556000;4556050;3273350;425;11;20;18;19;9;12;206;103;15;7;6
CRS3035RES100mN3273300E4556100;4556150;3273350;375;7;6;17;18;7;17;175;111;5;3;6
CRS3035RES100mN3273300E4556200;4556250;3273350;341;15;11;18;16;6;23;135;91;11;7;4
CRS3035RES100mN3273300E4556300;4556350;3273350;350;12;10;11;10;6;22;120;109;20;14;12
CRS3035RES100mN3273300E4556400;4556450;3273350;251;8;8;16;21;6;11;84;89;5;6;–
CRS3035RES100mN3273300E4556500;4556550;3273350;21;–;–;–;–;3;–;6;8;–;–;–
CRS3035RES100mN3273300E4557100;4557150;3273350;148;9;–;4;–;–;6;27;20;10;13;60
CRS3035RES100mN3273300E4557200;4557250;3273350;227;–;–;4;3;–;8;37;45;18;21;78
CRS3035RES100mN3273300E4557300;4557350;3273350;142;3;–;–;–;–;5;68;34;11;7;8
CRS3035RES100mN3273300E4557400;4557450;3273350;180;4;–;–;–;–;20;73;52;18;7;4
CRS3035RES100mN3273300E4557500;4557550;3273350;81;–;3;3;–;–;7;43;18;6;4;3
CRS3035RES100mN3273300E4557600;4557650;3273350;30;–;–;–;7;3;–;8;7;–;–;–
CRS3035RES100mN3273300E4557700;4557750;3273350;8;3;–;–;–;–;–;3;3;3;–;–
CRS3035RES100mN3273300E4557800;4557850;3273350;68;4;–;3;5;–;–;8;10;11;10;14
CRS3035RES100mN3273300E4557900;4557950;3273350;133;9;3;9;–;3;4;29;27;10;22;20
CRS3035RES100mN3273300E4558000;4558050;3273350;163;8;9;3;7;–;7;40;35;11;18;24
CRS3035RES100mN3273300E4558100;4558150;3273350;221;–;5;–;3;3;–;16;21;8;18;149
CRS3035RES100mN3273300E4558200;4558250;3273350;120;4;5;6;13;–;5;25;44;10;3;5
CRS3035RES100mN3273300E4558300;4558350;3273350;160;–;4;10;7;3;7;54;50;9;8;6
CRS3035RES100mN3273300E4558400;4558450;3273350;134;9;4;10;10;3;5;40;33;9;4;8
CRS3035RES100mN3273300E4558500;4558550;3273350;26;–;–;–;–;–;–;4;11;–;3;–
CRS3035RES100mN3273300E4558600;4558650;3273350;44;–;3;–;–;–;–;13;8;10;5;8
CRS3035RES100mN3273300E4558700;4558750;3273350;135;7;7;6;3;–;6;29;26;16;8;33
CRS3035RES100mN3273300E4558800;4558850;3273350;89;3;–;–;–;–;4;22;26;4;4;21
CRS3035RES100mN3273300E4558900;4558950;3273350;151;7;13;3;3;–;8;69;34;9;3;–
CRS3035RES100mN3273300E4559000;4559050;3273350;159;11;9;5;–;–;13;82;28;5;5;–
CRS3035RES100mN3273300E4559100;4559150;3273350;131;9;9;3;–;–;10;65;15;4;8;3
CRS3035RES100mN3273300E4560200;4560250;3273350;16;–;–;3;–;3;3;3;8;–;–;–
CRS3035RES100mN3273300E4560300;4560350;3273350;34;–;3;4;4;3;3;3;11;3;–;4
CRS3035RES100mN3273300E4560400;4560450;3273350;32;4;–;3;–;4;3;5;4;–;–;5
CRS3035RES100mN3273300E4560500;4560550;3273350;30;3;–;–;3;–;–;9;7;4;5;3
CRS3035RES100mN3273300E4560600;4560650;3273350;25;–;–;3;–;–;–;3;6;–;3;7
