GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter3;a3bis5;a6bis9;a10bis15;a16bis18;a19bis24;a25bis39;a40bis59;a60bis66;a67bis74;a75undaelter
CRS3035RES100mN3258300E4552500;4552550;3258350;13;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4552600;4552650;3258350;19;–;–;–;4;–;–;–;5;–;3;–
CRS3035RES100mN3258300E4552700;4552750;3258350;27;–;–;3;–;–;3;3;3;4;–;8
CRS3035RES100mN3258300E4552800;4552850;3258350;9;–;–;–;–;–;4;–;7;–;–;–
CRS3035RES100mN3258300E4553000;4553050;3258350;15;–;–;–;–;–;–;3;3;3;–;4
CRS3035RES100mN3258300E4553100;4553150;3258350;81;6;6;7;11;3;6;12;22;3;3;–
CRS3035RES100mN3258300E4553200;4553250;3258350;71;–;3;3;–;–;–;18;17;12;7;10
CRS3035RES100mN3258300E4553300;4553350;3258350;33;–;–;3;3;–;–;7;14;3;6;–
CRS3035RES100mN3258300E4553400;4553450;3258350;47;–;–;3;4;–;7;6;13;5;–;6
CRS3035RES100mN3258300E4553500;4553550;3258350;46;–;–;–;5;–;–;8;16;3;5;7
CRS3035RES100mN3258300E4553600;4553650;3258350;14;–;–;–;–;–;–;–;5;3;4;3
CRS3035RES100mN3258300E4553700;4553750;3258350;45;–;–;–;3;3;–;6;14;8;10;3
CRS3035RES100mN3258300E4553800;4553850;3258350;40;–;–;–;4;–;3;3;13;6;6;10
CRS3035RES100mN3258300E4553900;4553950;3258350;32;–;–;–;3;3;3;4;16;3;–;3
CRS3035RES100mN3258300E4554000;4554050;3258350;32;–;–;–;–;–;3;–;5;3;4;14
CRS3035RES100mN3258300E4554100;4554150;3258350;32;–;–;3;–;–;3;4;8;8;4;8
CRS3035RES100mN3258300E4566900;4566950;3258350;5;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4567000;4567050;3258350;25;–;3;3;–;3;–;3;4;6;9;7
CRS3035RES100mN3258300E4567100;4567150;3258350;23;–;3;–;–;–;–;3;5;3;3;6
CRS3035RES100mN3258300E4567200;4567250;3258350;23;3;4;–;–;–;–;4;11;–;3;5
CRS3035RES100mN3258300E4569000;4569050;3258350;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4569400;4569450;3258350;14;3;–;–;–;–;–;6;4;3;–;5
CRS3035RES100mN3258300E4572600;4572650;3258350;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4572700;4572750;3258350;10;–;–;–;3;–;–;–;5;4;–;–
CRS3035RES100mN3258400E4551600;4551650;3258450;47;3;–;4;–;3;–;3;10;3;7;16
CRS3035RES100mN3258400E4551700;4551750;3258450;21;–;–;–;3;–;–;–;11;–;3;4
CRS3035RES100mN3258400E4551800;4551850;3258450;37;–;–;3;3;–;–;6;16;3;6;4
CRS3035RES100mN3258400E4551900;4551950;3258450;51;3;–;–;–;–;3;5;6;7;7;8
CRS3035RES100mN3258400E4552000;4552050;3258450;70;–;4;–;6;3;–;11;15;7;11;10
CRS3035RES100mN3258400E4552200;4552250;3258450;83;–;–;–;3;3;11;19;29;8;9;5
CRS3035RES100mN3258400E4552300;4552350;3258450;83;–;3;4;3;3;4;24;18;8;5;12
CRS3035RES100mN3258400E4552400;4552450;3258450;29;–;–;–;–;3;–;3;3;5;3;14
CRS3035RES100mN3258400E4552500;4552550;3258450;33;–;–;3;–;–;3;–;5;8;8;5
CRS3035RES100mN3258400E4552600;4552650;3258450;71;–;4;8;9;3;3;18;22;3;–;3
CRS3035RES100mN3258400E4552700;4552750;3258450;47;–;–;–;3;–;5;17;7;3;3;6
CRS3035RES100mN3258400E4552800;4552850;3258450;54;3;3;–;4;–;4;10;21;3;7;3
CRS3035RES100mN3258400E4552900;4552950;3258450;24;3;–;3;–;–;–;8;5;–;–;4
CRS3035RES100mN3258400E4553000;4553050;3258450;36;–;–;3;–;–;3;8;9;4;–;–
CRS3035RES100mN3258400E4553100;4553150;3258450;31;3;3;–;–;–;–;4;10;–;5;9
CRS3035RES100mN3258400E4553200;4553250;3258450;45;–;3;–;3;–;5;5;13;7;–;8
CRS3035RES100mN3258400E4553300;4553350;3258450;36;–;–;–;–;–;–;5;12;9;–;10
CRS3035RES100mN3258400E4553400;4553450;3258450;33;–;3;–;–;3;3;3;6;3;4;17
CRS3035RES100mN3258400E4553500;4553550;3258450;30;–;3;5;3;–;5;4;11;–;–;–
CRS3035RES100mN3258400E4553600;4553650;3258450;37;–;3;5;3;–;4;–;14;–;3;6
CRS3035RES100mN3258400E4553700;4553750;3258450;42;–;–;–;3;5;–;8;8;12;6;3
CRS3035RES100mN3258400E4553800;4553850;3258450;38;–;3;4;6;3;3;7;6;–;3;8
CRS3035RES100mN3258400E4553900;4553950;3258450;46;–;4;–;3;–;3;6;11;8;5;8
CRS3035RES100mN3258400E4554000;4554050;3258450;36;–;–;3;–;3;–;4;9;4;7;10
CRS3035RES100mN3258400E4554100;4554150;3258450;59;–;–;–;–;–;6;4;23;3;12;3
CRS3035RES100mN3258400E4567100;4567150;3258450;7;–;–;–;–;–;–;–;3;–;–;5
CRS3035RES100mN3258400E4567200;4567250;3258450;22;–;–;3;3;3;–;5;6;–;3;–
CRS3035RES100mN3258400E4567300;4567350;3258450;16;–;3;3;–;–;–;3;4;–;3;–
CRS3035RES100mN3258400E4567400;4567450;3258450;5;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4568900;4568950;3258450;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4569000;4569050;3258450;31;–;4;–;–;3;3;3;8;3;4;4
CRS3035RES100mN3258400E4569100;4569150;3258450;27;–;–;–;–;–;–;7;7;4;3;4
CRS3035RES100mN3258400E4569300;4569350;3258450;7;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4569400;4569450;3258450;33;3;–;3;–;3;3;6;10;8;–;4
CRS3035RES100mN3258400E4569500;4569550;3258450;18;–;–;–;–;3;3;–;10;3;3;4
CRS3035RES100mN3258500E4551600;4551650;3258550;35;–;3;–;3;3;–;3;7;3;3;6
CRS3035RES100mN3258500E4551700;4551750;3258550;32;3;3;–;3;–;–;5;10;3;3;4
CRS3035RES100mN3258500E4551800;4551850;3258550;51;3;–;–;–;–;4;9;14;7;4;4
CRS3035RES100mN3258500E4551900;4551950;3258550;59;–;–;3;3;–;4;5;21;4;9;6
CRS3035RES100mN3258500E4552000;4552050;3258550;140;3;4;4;3;–;9;37;38;12;17;17
CRS3035RES100mN3258500E4552300;4552350;3258550;117;5;3;6;5;–;9;20;26;12;12;12
CRS3035RES100mN3258500E4552400;4552450;3258550;78;5;–;3;5;5;3;16;26;4;5;4
CRS3035RES100mN3258500E4552500;4552550;3258550;111;4;3;3;3;3;4;37;28;6;8;16
CRS3035RES100mN3258500E4552600;4552650;3258550;51;–;3;3;–;–;3;4;8;3;5;23
CRS3035RES100mN3258500E4552700;4552750;3258550;31;–;–;–;–;–;4;–;12;3;4;8
CRS3035RES100mN3258500E4552800;4552850;3258550;158;–;–;4;3;–;5;6;26;22;22;68
CRS3035RES100mN3258500E4552900;4552950;3258550;30;3;3;3;–;3;–;4;8;4;6;–
CRS3035RES100mN3258500E4553000;4553050;3258550;14;–;–;–;3;–;–;4;5;–;–;–
CRS3035RES100mN3258500E4553100;4553150;3258550;20;–;–;–;–;3;–;–;11;4;3;–
CRS3035RES100mN3258500E4553200;4553250;3258550;41;3;–;–;3;3;–;6;9;4;4;5
CRS3035RES100mN3258500E4553300;4553350;3258550;43;–;3;–;5;–;3;5;9;6;4;7
CRS3035RES100mN3258500E4553400;4553450;3258550;24;–;–;–;3;–;3;–;8;3;3;–
CRS3035RES100mN3258500E4553500;4553550;3258550;49;–;4;5;3;–;3;3;19;8;3;4
CRS3035RES100mN3258500E4553600;4553650;3258550;36;–;–;–;3;3;–;3;10;3;7;6
CRS3035RES100mN3258500E4553700;4553750;3258550;34;–;–;3;3;–;–;5;8;3;–;9
CRS3035RES100mN3258500E4553800;4553850;3258550;30;–;–;–;3;–;3;4;10;3;–;3
CRS3035RES100mN3258500E4553900;4553950;3258550;36;–;–;–;3;3;–;3;11;3;5;10
CRS3035RES100mN3258500E4554000;4554050;3258550;32;–;–;–;4;3;–;–;9;–;6;6
CRS3035RES100mN3258500E4554100;4554150;3258550;60;–;3;3;4;3;–;10;15;10;10;8
CRS3035RES100mN3258500E4567200;4567250;3258550;16;3;3;–;–;–;4;–;8;–;–;–
CRS3035RES100mN3258500E4567300;4567350;3258550;31;3;–;4;3;–;–;4;9;3;3;3
CRS3035RES100mN3258500E4567400;4567450;3258550;19;–;–;–;–;–;–;–;9;–;–;3
CRS3035RES100mN3258500E4567500;4567550;3258550;28;–;3;3;–;–;–;6;12;3;4;3
CRS3035RES100mN3258500E4568900;4568950;3258550;3;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3258500E4569000;4569050;3258550;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4569100;4569150;3258550;34;3;3;–;–;–;–;3;11;3;5;5
CRS3035RES100mN3258500E4569200;4569250;3258550;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4569400;4569450;3258550;4;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258500E4569500;4569550;3258550;16;–;–;3;3;–;–;–;3;4;3;4
CRS3035RES100mN3258600E4536200;4536250;3258650;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4536300;4536350;3258650;8;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4551000;4551050;3258650;34;4;3;–;3;3;–;5;9;4;–;–
CRS3035RES100mN3258600E4551100;4551150;3258650;15;3;3;–;–;–;–;6;–;–;–;–
CRS3035RES100mN3258600E4551300;4551350;3258650;24;–;–;–;3;–;–;3;10;3;3;3
CRS3035RES100mN3258600E4551600;4551650;3258650;61;–;5;–;5;–;4;7;23;3;3;3
CRS3035RES100mN3258600E4551700;4551750;3258650;62;3;4;3;6;4;5;6;18;5;–;4
CRS3035RES100mN3258600E4551800;4551850;3258650;51;3;–;–;3;4;–;7;12;3;10;8
CRS3035RES100mN3258600E4551900;4551950;3258650;127;4;3;–;–;6;9;31;34;11;11;13
CRS3035RES100mN3258600E4552000;4552050;3258650;18;–;–;–;–;–;–;5;3;3;–;9
CRS3035RES100mN3258600E4552100;4552150;3258650;74;5;–;10;6;5;–;21;21;–;–;–
CRS3035RES100mN3258600E4552200;4552250;3258650;40;3;3;–;–;–;3;7;15;–;3;4
CRS3035RES100mN3258600E4552300;4552350;3258650;47;–;–;4;4;3;–;5;10;11;4;4
CRS3035RES100mN3258600E4552400;4552450;3258650;24;–;3;–;3;5;–;–;11;3;3;3
CRS3035RES100mN3258600E4552500;4552550;3258650;40;3;3;3;–;–;–;10;8;–;3;12
CRS3035RES100mN3258600E4552600;4552650;3258650;42;3;3;–;–;–;3;3;4;3;10;16
CRS3035RES100mN3258600E4552700;4552750;3258650;131;3;6;7;3;–;–;22;24;5;10;42
CRS3035RES100mN3258600E4552800;4552850;3258650;40;–;–;–;3;3;4;5;11;6;4;8
CRS3035RES100mN3258600E4552900;4552950;3258650;36;–;–;–;–;–;3;4;11;5;7;14
CRS3035RES100mN3258600E4553000;4553050;3258650;28;–;–;3;–;–;3;3;4;6;–;–
CRS3035RES100mN3258600E4553100;4553150;3258650;61;–;–;–;3;3;3;10;15;8;9;5
CRS3035RES100mN3258600E4553200;4553250;3258650;188;3;5;4;14;4;14;21;49;25;21;33
CRS3035RES100mN3258600E4553300;4553350;3258650;176;4;5;6;5;5;9;35;50;17;18;18
CRS3035RES100mN3258600E4553400;4553450;3258650;88;3;–;3;4;3;3;12;19;10;14;14
CRS3035RES100mN3258600E4553500;4553550;3258650;162;9;3;7;6;–;7;31;51;16;20;16
CRS3035RES100mN3258600E4553600;4553650;3258650;41;3;3;–;3;3;3;5;12;3;–;7
CRS3035RES100mN3258600E4553700;4553750;3258650;37;–;3;4;–;–;–;7;9;4;3;10
CRS3035RES100mN3258600E4553800;4553850;3258650;40;–;–;3;10;–;3;3;12;–;–;12
CRS3035RES100mN3258600E4553900;4553950;3258650;40;–;–;8;–;–;3;3;11;3;7;11
CRS3035RES100mN3258600E4554000;4554050;3258650;43;3;3;3;3;–;3;7;8;4;5;3
CRS3035RES100mN3258600E4554100;4554150;3258650;28;–;–;–;–;–;–;7;4;4;6;10
CRS3035RES100mN3258600E4567400;4567450;3258650;20;3;–;4;3;–;–;3;8;–;–;–
CRS3035RES100mN3258600E4567500;4567550;3258650;32;–;4;3;5;3;–;5;9;4;3;–
CRS3035RES100mN3258600E4567600;4567650;3258650;27;–;–;–;–;–;3;4;9;–;5;4
CRS3035RES100mN3258600E4567700;4567750;3258650;23;–;–;–;3;–;–;4;7;3;3;–
CRS3035RES100mN3258600E4569000;4569050;3258650;18;5;4;–;–;–;4;4;–;–;–;–
CRS3035RES100mN3258600E4569100;4569150;3258650;24;–;–;–;–;–;–;4;8;–;–;4
CRS3035RES100mN3258700E4534600;4534650;3258750;19;–;–;–;–;–;–;3;6;–;–;3
CRS3035RES100mN3258700E4535300;4535350;3258750;3;–;–;3;–;–;–;–;3;–;–;–
CRS3035RES100mN3258700E4536100;4536150;3258750;11;–;–;–;–;–;–;3;–;3;3;3
CRS3035RES100mN3258700E4536200;4536250;3258750;12;–;–;–;–;–;–;–;5;–;–;3
CRS3035RES100mN3258700E4536300;4536350;3258750;11;–;–;–;–;–;–;3;3;4;–;3
CRS3035RES100mN3258700E4536400;4536450;3258750;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258700E4536500;4536550;3258750;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551000;4551050;3258750;26;–;3;–;4;–;–;3;9;–;3;–
CRS3035RES100mN3258700E4551100;4551150;3258750;32;–;3;3;3;–;3;8;10;–;3;4
CRS3035RES100mN3258700E4551200;4551250;3258750;26;–;–;–;–;–;3;4;11;4;–;4
CRS3035RES100mN3258700E4551300;4551350;3258750;41;–;–;3;3;3;3;7;13;4;–;9
CRS3035RES100mN3258700E4551400;4551450;3258750;45;–;5;–;3;–;–;9;9;4;7;10
CRS3035RES100mN3258700E4551500;4551550;3258750;12;3;3;–;3;–;–;3;3;–;3;–
CRS3035RES100mN3258700E4551600;4551650;3258750;32;–;–;–;–;3;4;–;11;5;–;5
CRS3035RES100mN3258700E4551700;4551750;3258750;30;–;–;–;–;–;3;3;7;4;5;5
CRS3035RES100mN3258700E4551800;4551850;3258750;27;–;3;3;3;–;–;3;3;–;6;7
CRS3035RES100mN3258700E4551900;4551950;3258750;40;–;–;3;–;–;4;9;8;4;4;–
CRS3035RES100mN3258700E4552000;4552050;3258750;29;3;4;4;–;–;–;7;9;–;–;–
CRS3035RES100mN3258700E4552100;4552150;3258750;87;8;10;11;6;–;–;27;20;–;3;–
CRS3035RES100mN3258700E4552200;4552250;3258750;59;3;–;4;3;–;3;14;9;6;5;6
CRS3035RES100mN3258700E4552300;4552350;3258750;31;–;3;3;3;5;–;3;11;3;3;5
CRS3035RES100mN3258700E4552400;4552450;3258750;53;–;–;3;3;3;–;4;18;4;9;6
CRS3035RES100mN3258700E4552500;4552550;3258750;16;–;–;–;–;–;–;3;–;3;4;8
CRS3035RES100mN3258700E4552600;4552650;3258750;76;3;–;–;3;3;–;5;13;10;10;32
CRS3035RES100mN3258700E4552700;4552750;3258750;209;8;3;3;7;3;13;29;44;15;39;58
CRS3035RES100mN3258700E4552800;4552850;3258750;181;3;6;–;7;3;11;26;45;19;21;43
CRS3035RES100mN3258700E4552900;4552950;3258750;21;–;–;–;3;–;–;–;9;–;–;–
CRS3035RES100mN3258700E4553000;4553050;3258750;34;3;–;3;6;–;3;3;10;3;3;–
CRS3035RES100mN3258700E4553100;4553150;3258750;76;3;–;3;–;–;6;16;18;9;14;9
CRS3035RES100mN3258700E4553200;4553250;3258750;93;3;3;–;5;3;10;17;22;7;8;17
CRS3035RES100mN3258700E4553300;4553350;3258750;159;–;4;7;6;8;13;29;48;9;14;17
CRS3035RES100mN3258700E4553400;4553450;3258750;228;4;5;10;14;7;14;32;73;19;24;25
CRS3035RES100mN3258700E4553500;4553550;3258750;177;3;–;11;4;3;7;31;39;18;24;37
CRS3035RES100mN3258700E4553600;4553650;3258750;55;–;3;3;5;–;3;4;14;10;4;9
CRS3035RES100mN3258700E4553700;4553750;3258750;42;3;3;4;3;3;5;7;12;6;3;5
CRS3035RES100mN3258700E4553800;4553850;3258750;30;–;–;–;–;–;3;4;12;5;4;–
CRS3035RES100mN3258700E4553900;4553950;3258750;42;–;3;3;–;–;3;4;13;8;3;11
CRS3035RES100mN3258700E4554000;4554050;3258750;35;3;–;–;–;3;–;3;13;3;3;3
CRS3035RES100mN3258700E4567500;4567550;3258750;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4567600;4567650;3258750;29;4;–;–;3;–;–;4;8;–;–;3
CRS3035RES100mN3258700E4567700;4567750;3258750;35;3;3;–;3;–;4;7;12;–;–;6
CRS3035RES100mN3258700E4567800;4567850;3258750;8;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4534500;4534550;3258850;46;–;–;–;3;3;5;3;18;–;5;–
CRS3035RES100mN3258800E4534600;4534650;3258850;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4534700;4534750;3258850;31;3;–;–;3;–;3;8;9;4;–;6
CRS3035RES100mN3258800E4534800;4534850;3258850;72;–;–;–;7;6;8;3;25;4;5;6
CRS3035RES100mN3258800E4534900;4534950;3258850;24;–;–;–;3;–;–;3;5;3;7;3
CRS3035RES100mN3258800E4535000;4535050;3258850;15;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4551000;4551050;3258850;17;–;–;–;–;–;–;3;6;–;3;3
CRS3035RES100mN3258800E4551100;4551150;3258850;42;–;3;6;–;–;7;3;10;6;5;9
CRS3035RES100mN3258800E4551200;4551250;3258850;41;–;8;–;3;–;–;9;11;3;4;4
CRS3035RES100mN3258800E4551300;4551350;3258850;61;–;3;4;–;3;–;9;23;3;7;10
CRS3035RES100mN3258800E4551400;4551450;3258850;39;3;–;3;4;–;–;5;13;5;–;4
CRS3035RES100mN3258800E4551500;4551550;3258850;13;–;–;–;–;–;4;–;5;3;4;–
CRS3035RES100mN3258800E4551600;4551650;3258850;29;–;–;–;3;3;3;–;9;8;3;3
CRS3035RES100mN3258800E4551700;4551750;3258850;38;–;–;–;–;3;3;4;7;3;8;4
CRS3035RES100mN3258800E4551800;4551850;3258850;22;–;–;–;4;–;–;–;9;3;3;–
CRS3035RES100mN3258800E4551900;4551950;3258850;12;–;–;–;–;–;–;3;–;–;–;5
CRS3035RES100mN3258800E4552000;4552050;3258850;82;10;6;12;9;3;–;23;21;–;–;–
CRS3035RES100mN3258800E4552100;4552150;3258850;51;3;3;5;3;–;3;12;8;3;3;6
CRS3035RES100mN3258800E4552200;4552250;3258850;105;–;6;5;13;5;5;21;31;8;3;10
CRS3035RES100mN3258800E4552300;4552350;3258850;157;4;3;3;6;–;7;21;25;19;9;58
CRS3035RES100mN3258800E4552400;4552450;3258850;292;11;8;21;53;23;26;52;68;11;11;13
CRS3035RES100mN3258800E4552500;4552550;3258850;257;11;7;12;17;7;28;52;71;25;15;19
CRS3035RES100mN3258800E4552600;4552650;3258850;121;8;–;4;6;–;11;14;19;11;5;41
CRS3035RES100mN3258800E4552700;4552750;3258850;162;3;3;–;3;–;9;17;36;22;21;52
CRS3035RES100mN3258800E4552800;4552850;3258850;75;3;–;–;5;–;3;10;19;6;6;24
CRS3035RES100mN3258800E4552900;4552950;3258850;62;–;3;–;–;–;7;10;13;6;5;12
CRS3035RES100mN3258800E4553000;4553050;3258850;17;–;3;–;–;–;–;3;4;–;3;–
CRS3035RES100mN3258800E4553100;4553150;3258850;36;3;–;3;–;–;–;4;7;6;10;3
CRS3035RES100mN3258800E4553200;4553250;3258850;67;–;3;4;7;–;4;9;16;12;7;10
CRS3035RES100mN3258800E4553300;4553350;3258850;64;–;–;3;4;–;4;7;21;10;4;11
CRS3035RES100mN3258800E4553400;4553450;3258850;48;–;3;–;–;3;3;6;17;4;–;7
CRS3035RES100mN3258800E4553500;4553550;3258850;43;–;3;–;–;3;4;6;15;6;7;10
CRS3035RES100mN3258800E4553600;4553650;3258850;35;–;–;–;3;–;3;3;7;–;5;14
CRS3035RES100mN3258800E4553700;4553750;3258850;27;3;–;–;–;–;–;8;6;6;–;–
CRS3035RES100mN3258800E4553800;4553850;3258850;48;–;4;–;3;3;4;5;18;4;5;7
CRS3035RES100mN3258800E4553900;4553950;3258850;29;–;–;–;3;–;–;7;8;–;4;5
CRS3035RES100mN3258800E4554000;4554050;3258850;39;–;–;3;5;3;–;4;13;–;3;11
CRS3035RES100mN3258800E4567700;4567750;3258850;6;–;–;–;–;–;–;–;–;–;5;–
CRS3035RES100mN3258900E4534500;4534550;3258950;58;–;–;6;5;3;3;3;25;3;3;16
CRS3035RES100mN3258900E4534600;4534650;3258950;35;–;4;–;–;–;–;9;13;–;4;3
CRS3035RES100mN3258900E4534700;4534750;3258950;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258900E4534800;4534850;3258950;19;–;–;–;5;–;–;–;7;3;3;–
CRS3035RES100mN3258900E4534900;4534950;3258950;38;–;3;3;3;3;3;9;14;–;3;3
CRS3035RES100mN3258900E4535000;4535050;3258950;40;–;–;–;–;–;–;–;7;6;6;20
CRS3035RES100mN3258900E4551000;4551050;3258950;37;–;–;–;3;–;–;3;12;6;3;9
CRS3035RES100mN3258900E4551100;4551150;3258950;29;–;3;–;–;3;3;–;11;–;3;7
CRS3035RES100mN3258900E4551200;4551250;3258950;25;–;3;–;–;–;–;4;–;3;6;11
CRS3035RES100mN3258900E4551300;4551350;3258950;50;3;–;–;–;3;–;5;8;6;10;6
CRS3035RES100mN3258900E4551400;4551450;3258950;32;–;–;–;–;3;–;8;8;8;4;7
CRS3035RES100mN3258900E4551500;4551550;3258950;42;–;–;3;3;5;3;3;13;3;5;4
CRS3035RES100mN3258900E4551600;4551650;3258950;19;–;3;–;–;–;–;–;3;3;3;5
CRS3035RES100mN3258900E4551700;4551750;3258950;54;–;4;–;3;3;3;–;20;5;8;7
CRS3035RES100mN3258900E4551800;4551850;3258950;34;–;–;6;7;–;4;–;8;4;7;4
CRS3035RES100mN3258900E4551900;4551950;3258950;11;–;–;–;3;–;–;–;3;–;–;–
CRS3035RES100mN3258900E4552000;4552050;3258950;70;7;5;6;9;–;3;18;18;4;–;–
CRS3035RES100mN3258900E4552100;4552150;3258950;55;3;6;4;–;–;4;15;12;–;3;9
CRS3035RES100mN3258900E4552200;4552250;3258950;159;3;4;9;10;3;10;28;35;15;13;26
CRS3035RES100mN3258900E4552300;4552350;3258950;159;6;4;8;13;3;12;28;46;6;5;32
CRS3035RES100mN3258900E4552400;4552450;3258950;112;–;7;4;13;6;12;18;32;8;5;8
CRS3035RES100mN3258900E4552500;4552550;3258950;292;10;16;11;14;6;16;40;82;20;23;55
CRS3035RES100mN3258900E4552900;4552950;3258950;67;–;3;–;–;3;8;5;22;4;4;14
CRS3035RES100mN3258900E4553000;4553050;3258950;6;–;–;–;–;–;–;–;3;–;3;3
CRS3035RES100mN3258900E4553100;4553150;3258950;7;–;–;–;–;–;–;4;–;–;–;–
CRS3035RES100mN3258900E4553200;4553250;3258950;38;–;–;–;3;–;4;3;9;6;7;3
CRS3035RES100mN3258900E4553300;4553350;3258950;28;–;–;3;3;3;3;–;9;–;4;7
CRS3035RES100mN3258900E4553400;4553450;3258950;44;3;–;–;–;–;3;8;9;6;3;14
CRS3035RES100mN3258900E4553500;4553550;3258950;15;–;–;–;–;–;–;3;6;3;–;4
CRS3035RES100mN3258900E4553600;4553650;3258950;129;–;–;–;3;3;4;24;40;24;15;14
CRS3035RES100mN3258900E4553700;4553750;3258950;53;–;3;3;8;3;4;9;16;5;–;5
CRS3035RES100mN3258900E4553800;4553850;3258950;21;–;–;–;–;–;–;7;3;3;–;5
CRS3035RES100mN3258900E4553900;4553950;3258950;48;–;–;3;6;–;3;6;13;5;–;10
CRS3035RES100mN3258900E4554000;4554050;3258950;108;–;3;4;4;–;4;15;26;16;19;19
CRS3035RES100mN3259000E4534400;4534450;3259050;7;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3259000E4534500;4534550;3259050;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3259000E4534700;4534750;3259050;8;–;–;–;3;–;–;3;5;–;–;3
CRS3035RES100mN3259000E4534800;4534850;3259050;8;–;–;–;–;–;–;–;3;–;–;3
CRS3035RES100mN3259000E4551000;4551050;3259050;30;–;–;–;–;3;–;3;15;–;–;11
CRS3035RES100mN3259000E4551100;4551150;3259050;18;–;–;–;3;–;–;–;8;–;–;3
CRS3035RES100mN3259000E4551200;4551250;3259050;36;–;–;3;3;–;5;–;12;3;6;–
CRS3035RES100mN3259000E4551300;4551350;3259050;48;–;–;3;3;3;–;7;14;6;3;9
CRS3035RES100mN3259000E4551400;4551450;3259050;38;3;3;–;3;3;5;5;10;6;3;6
CRS3035RES100mN3259000E4551500;4551550;3259050;42;3;–;–;–;–;3;8;7;10;8;–
CRS3035RES100mN3259000E4551600;4551650;3259050;53;–;4;3;–;–;3;11;13;7;3;8
CRS3035RES100mN3259000E4551700;4551750;3259050;34;–;3;4;–;3;–;–;11;8;3;–
CRS3035RES100mN3259000E4551800;4551850;3259050;18;–;–;–;–;–;–;3;4;4;–;5
CRS3035RES100mN3259000E4551900;4551950;3259050;44;9;4;4;–;3;–;18;9;–;–;–
CRS3035RES100mN3259000E4552000;4552050;3259050;40;4;–;3;3;–;3;5;9;–;5;6
CRS3035RES100mN3259000E4552100;4552150;3259050;26;–;–;–;3;–;–;–;6;4;–;7
CRS3035RES100mN3259000E4552200;4552250;3259050;72;–;–;4;4;3;6;17;22;–;4;3
CRS3035RES100mN3259000E4552300;4552350;3259050;270;5;7;8;15;3;13;35;91;37;12;54
CRS3035RES100mN3259000E4552400;4552450;3259050;180;3;–;5;9;3;14;28;44;18;18;40
CRS3035RES100mN3259000E4552500;4552550;3259050;44;–;–;3;4;–;6;3;10;3;5;9
CRS3035RES100mN3259000E4552800;4552850;3259050;14;3;–;–;–;–;–;3;4;–;–;–
CRS3035RES100mN3259000E4552900;4552950;3259050;70;3;7;3;–;–;–;16;16;8;7;12
CRS3035RES100mN3259000E4553000;4553050;3259050;32;–;–;–;3;–;3;4;13;7;–;4
CRS3035RES100mN3259000E4553200;4553250;3259050;29;–;–;–;–;–;–;4;15;4;–;4
CRS3035RES100mN3259000E4553300;4553350;3259050;30;–;3;–;–;–;3;3;9;–;3;8
CRS3035RES100mN3259000E4553400;4553450;3259050;28;–;3;–;3;3;–;3;3;3;4;9
CRS3035RES100mN3259000E4553500;4553550;3259050;14;–;3;3;–;–;–;3;–;–;7;3
CRS3035RES100mN3259000E4553700;4553750;3259050;108;3;3;8;8;5;9;25;20;10;7;6
CRS3035RES100mN3259000E4553800;4553850;3259050;321;22;25;19;22;8;15;47;74;23;26;46
