GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Familie;Ehep_ohneKind;Ehep_mind_1Kind_unter18;Ehep_Kinder_ab18;EingetrLP_ohneKind;EingetrLP_mind_1Kind_unter18;EingetrLP_Kinder_ab18;NichtehelLG_ohneKind;NichtehelLG_mind_1Kind_unter18;NichtehelLG_Kinder_ab18;Vater_mind_1Kind_unter18;Vater_Kinder_ab18;Mutter_mind_1Kind_unter18;Mutter_Kinder_ab18
CRS3035RES100mN3264400E4551800;4551850;3264450;10;3;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264400E4551900;4551950;3264450;13;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4552000;4552050;3264450;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4552100;4552150;3264450;10;4;4;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4552200;4552250;3264450;66;24;16;7;–;–;–;12;4;–;–;–;7;–
CRS3035RES100mN3264400E4552300;4552350;3264450;62;21;21;6;–;–;–;4;3;–;–;3;4;–
CRS3035RES100mN3264400E4552400;4552450;3264450;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4552800;4552850;3264450;25;3;15;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4552900;4552950;3264450;16;4;6;7;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4553000;4553050;3264450;14;8;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4553100;4553150;3264450;7;3;–;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264400E4553200;4553250;3264450;6;–;–;3;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3264400E4553400;4553450;3264450;4;–;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4553500;4553550;3264450;13;–;7;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4553900;4553950;3264450;5;5;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4554000;4554050;3264450;14;8;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4554100;4554150;3264450;13;7;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264400E4554200;4554250;3264450;24;6;–;4;–;–;–;3;3;–;–;–;3;3
CRS3035RES100mN3264400E4554300;4554350;3264450;14;–;–;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3264400E4554600;4554650;3264450;5;3;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4554700;4554750;3264450;24;9;4;3;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3264400E4554800;4554850;3264450;60;22;9;4;–;–;–;5;4;–;–;–;9;6
CRS3035RES100mN3264400E4554900;4554950;3264450;36;10;12;5;–;–;–;–;–;–;–;–;11;3
CRS3035RES100mN3264400E4555000;4555050;3264450;30;14;4;3;–;–;–;4;–;–;–;–;3;5
CRS3035RES100mN3264400E4555100;4555150;3264450;9;7;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4555200;4555250;3264450;41;14;7;3;–;–;–;–;3;–;–;–;8;4
CRS3035RES100mN3264400E4555400;4555450;3264450;29;3;7;3;–;–;–;4;–;–;–;–;4;3
CRS3035RES100mN3264400E4555500;4555550;3264450;26;10;4;–;–;–;–;3;4;–;–;–;4;–
CRS3035RES100mN3264400E4555600;4555650;3264450;24;8;5;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3264400E4555700;4555750;3264450;13;6;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4555800;4555850;3264450;18;10;3;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3264400E4555900;4555950;3264450;11;5;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264400E4556000;4556050;3264450;26;12;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4556100;4556150;3264450;38;12;7;4;–;–;–;3;–;–;3;–;7;–
CRS3035RES100mN3264400E4556200;4556250;3264450;12;3;3;3;–;–;–;3;–;–;3;–;3;–
CRS3035RES100mN3264400E4556300;4556350;3264450;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4556400;4556450;3264450;15;11;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264400E4556500;4556550;3264450;17;7;3;6;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4556600;4556650;3264450;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4556700;4556750;3264450;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4556800;4556850;3264450;11;4;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264400E4556900;4556950;3264450;11;3;3;3;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264400E4557000;4557050;3264450;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4557100;4557150;3264450;3;3;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4557200;4557250;3264450;9;5;3;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3264400E4557300;4557350;3264450;14;–;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4557400;4557450;3264450;9;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4557500;4557550;3264450;9;4;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264400E4557600;4557650;3264450;8;3;–;3;–;–;–;–;–;3;–;–;–;–
CRS3035RES100mN3264400E4557700;4557750;3264450;10;10;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4557800;4557850;3264450;5;–;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4557900;4557950;3264450;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4558000;4558050;3264450;3;–;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4558200;4558250;3264450;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4558300;4558350;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4558400;4558450;3264450;8;4;–;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264400E4558500;4558550;3264450;20;7;–;–;–;–;–;–;–;–;–;–;8;6
CRS3035RES100mN3264400E4558600;4558650;3264450;63;23;12;–;–;–;–;–;13;–;–;3;7;6
CRS3035RES100mN3264400E4558700;4558750;3264450;33;14;5;–;–;–;–;5;4;–;–;–;3;4
CRS3035RES100mN3264400E4558800;4558850;3264450;45;29;3;–;–;–;–;9;–;–;–;3;7;–
CRS3035RES100mN3264400E4558900;4558950;3264450;13;8;–;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3264400E4559000;4559050;3264450;40;26;3;4;–;–;–;3;–;–;–;4;3;3
CRS3035RES100mN3264400E4559200;4559250;3264450;6;–;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4559600;4559650;3264450;12;3;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4559700;4559750;3264450;24;3;10;8;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4560700;4560750;3264450;18;–;3;–;–;–;–;4;3;–;–;–;4;–
CRS3035RES100mN3264400E4560800;4560850;3264450;11;5;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4561500;4561550;3264450;3;–;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264400E4561600;4561650;3264450;23;8;3;–;–;–;–;4;4;–;–;3;6;–
CRS3035RES100mN3264400E4561700;4561750;3264450;21;3;9;–;–;–;–;3;6;–;–;–;4;3
CRS3035RES100mN3264400E4561800;4561850;3264450;13;4;–;–;–;–;–;3;–;–;–;–;4;3
CRS3035RES100mN3264400E4561900;4561950;3264450;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4562000;4562050;3264450;30;7;3;3;–;–;–;4;4;–;–;–;7;–
CRS3035RES100mN3264400E4562100;4562150;3264450;61;26;8;3;–;–;–;4;5;–;3;–;7;3
CRS3035RES100mN3264400E4562200;4562250;3264450;13;4;6;–;–;–;–;3;–;3;–;–;–;–
CRS3035RES100mN3264400E4562300;4562350;3264450;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4562400;4562450;3264450;28;3;10;3;–;–;–;3;3;–;–;–;6;4
CRS3035RES100mN3264400E4562500;4562550;3264450;53;21;6;3;–;–;–;6;6;–;3;–;5;4
CRS3035RES100mN3264400E4562600;4562650;3264450;25;–;6;–;–;–;–;4;3;–;–;3;9;–
CRS3035RES100mN3264400E4562700;4562750;3264450;20;14;4;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264400E4562800;4562850;3264450;23;3;4;–;–;–;–;–;–;–;–;–;9;–
CRS3035RES100mN3264400E4562900;4562950;3264450;31;7;7;–;–;–;–;–;–;–;–;–;7;5
CRS3035RES100mN3264400E4563000;4563050;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4563700;4563750;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4563800;4563850;3264450;55;21;5;–;–;–;–;13;8;–;–;3;3;4
CRS3035RES100mN3264400E4564200;4564250;3264450;11;9;–;–;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3264400E4564500;4564550;3264450;6;3;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264400E4564600;4564650;3264450;8;4;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264400E4564700;4564750;3264450;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4564800;4564850;3264450;13;8;–;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4564900;4564950;3264450;11;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4565000;4565050;3264450;11;5;3;5;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4565100;4565150;3264450;9;3;5;–;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3264400E4565200;4565250;3264450;5;3;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264400E4565300;4565350;3264450;13;3;4;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264400E4565400;4565450;3264450;8;5;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4571600;4571650;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4571900;4571950;3264450;5;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4572600;4572650;3264450;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4572700;4572750;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4572800;4572850;3264450;5;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4573300;4573350;3264450;3;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4573400;4573450;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4573600;4573650;3264450;8;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4573700;4573750;3264450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264400E4573800;4573850;3264450;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4532600;4532650;3264550;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4532700;4532750;3264550;9;6;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4532800;4532850;3264550;16;7;5;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264500E4532900;4532950;3264550;26;6;6;4;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3264500E4533000;4533050;3264550;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4533500;4533550;3264550;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4533600;4533650;3264550;17;5;4;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264500E4533700;4533750;3264550;11;8;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4533800;4533850;3264550;13;6;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4533900;4533950;3264550;7;3;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4534000;4534050;3264550;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4534100;4534150;3264550;13;6;3;3;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3264500E4534200;4534250;3264550;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4534300;4534350;3264550;10;7;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4534400;4534450;3264550;8;6;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4534500;4534550;3264550;10;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4534600;4534650;3264550;12;3;3;3;–;–;–;3;3;–;–;–;–;4
CRS3035RES100mN3264500E4536300;4536350;3264550;6;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4540500;4540550;3264550;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4540600;4540650;3264550;13;3;4;–;3;–;–;–;–;3;–;–;–;3
CRS3035RES100mN3264500E4540700;4540750;3264550;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4540800;4540850;3264550;8;3;3;3;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264500E4540900;4540950;3264550;19;13;3;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264500E4541000;4541050;3264550;9;5;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4541100;4541150;3264550;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4541200;4541250;3264550;20;11;3;–;–;–;–;4;–;–;–;–;3;–
CRS3035RES100mN3264500E4541300;4541350;3264550;14;8;–;–;–;–;–;–;–;–;–;–;5;3
CRS3035RES100mN3264500E4541400;4541450;3264550;7;4;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264500E4541500;4541550;3264550;17;4;8;–;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3264500E4541600;4541650;3264550;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4542100;4542150;3264550;7;4;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4542200;4542250;3264550;20;9;8;3;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3264500E4542300;4542350;3264550;15;3;5;5;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264500E4542400;4542450;3264550;7;4;4;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4542500;4542550;3264550;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4542600;4542650;3264550;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4542700;4542750;3264550;11;–;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4542800;4542850;3264550;4;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4542900;4542950;3264550;9;3;–;3;–;–;–;3;–;–;3;–;–;3
CRS3035RES100mN3264500E4543000;4543050;3264550;7;5;–;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3264500E4543100;4543150;3264550;8;–;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264500E4543200;4543250;3264550;18;5;3;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3264500E4543500;4543550;3264550;6;5;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4543600;4543650;3264550;9;6;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4543700;4543750;3264550;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4543800;4543850;3264550;8;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4543900;4543950;3264550;11;3;4;–;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3264500E4544000;4544050;3264550;7;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4544100;4544150;3264550;5;–;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4544400;4544450;3264550;17;8;10;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4544500;4544550;3264550;26;11;4;3;–;–;–;–;–;3;–;–;–;6
CRS3035RES100mN3264500E4544600;4544650;3264550;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4544700;4544750;3264550;21;3;7;3;–;–;–;3;–;–;3;–;3;3
CRS3035RES100mN3264500E4544800;4544850;3264550;17;6;3;–;–;–;–;3;–;–;3;–;–;3
CRS3035RES100mN3264500E4544900;4544950;3264550;20;4;5;3;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3264500E4545000;4545050;3264550;18;5;3;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3264500E4545100;4545150;3264550;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4545200;4545250;3264550;24;4;8;–;–;–;–;3;3;–;–;–;4;–
CRS3035RES100mN3264500E4545300;4545350;3264550;32;21;3;3;–;–;–;–;4;–;–;–;–;4
CRS3035RES100mN3264500E4545400;4545450;3264550;26;12;9;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264500E4545800;4545850;3264550;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4545900;4545950;3264550;15;9;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4546100;4546150;3264550;12;13;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4546200;4546250;3264550;20;11;5;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4546300;4546350;3264550;52;11;13;–;–;–;–;–;5;–;4;–;11;3
CRS3035RES100mN3264500E4546400;4546450;3264550;22;7;4;3;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3264500E4546500;4546550;3264550;6;4;–;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3264500E4546600;4546650;3264550;10;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4546700;4546750;3264550;22;5;9;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3264500E4547400;4547450;3264550;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4547600;4547650;3264550;7;3;5;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4547700;4547750;3264550;7;8;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3264500E4547800;4547850;3264550;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4547900;4547950;3264550;16;8;4;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3264500E4548000;4548050;3264550;16;6;4;–;–;–;–;3;3;–;–;–;3;–
CRS3035RES100mN3264500E4548200;4548250;3264550;4;–;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4548300;4548350;3264550;14;–;9;5;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4548600;4548650;3264550;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4548700;4548750;3264550;11;6;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4548800;4548850;3264550;11;4;3;–;3;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4549000;4549050;3264550;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4549100;4549150;3264550;6;4;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4549200;4549250;3264550;5;–;4;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3264500E4549400;4549450;3264550;7;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4549500;4549550;3264550;16;5;6;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4550600;4550650;3264550;9;–;–;–;–;–;–;–;–;–;–;–;–;5
CRS3035RES100mN3264500E4550700;4550750;3264550;34;11;10;3;–;–;–;–;7;–;–;–;4;–
CRS3035RES100mN3264500E4550800;4550850;3264550;27;7;4;4;–;–;–;–;4;–;3;3;3;–
CRS3035RES100mN3264500E4550900;4550950;3264550;49;20;8;4;–;–;–;4;3;–;–;–;4;3
CRS3035RES100mN3264500E4551000;4551050;3264550;27;13;7;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3264500E4551100;4551150;3264550;35;12;10;–;–;–;–;–;3;–;–;–;4;–
CRS3035RES100mN3264500E4551900;4551950;3264550;21;9;4;–;–;–;–;3;3;–;–;–;3;3
CRS3035RES100mN3264500E4552000;4552050;3264550;10;4;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4552100;4552150;3264550;14;4;3;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3264500E4552200;4552250;3264550;38;10;15;–;–;–;–;3;3;–;–;–;7;7
CRS3035RES100mN3264500E4552300;4552350;3264550;45;11;14;6;–;–;–;3;4;3;–;–;4;–
CRS3035RES100mN3264500E4552400;4552450;3264550;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4552500;4552550;3264550;12;4;4;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4552600;4552650;3264550;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4552700;4552750;3264550;32;9;9;3;–;–;–;–;5;–;–;–;7;4
CRS3035RES100mN3264500E4552800;4552850;3264550;36;16;8;–;–;–;–;–;7;–;3;–;3;–
CRS3035RES100mN3264500E4552900;4552950;3264550;16;4;4;5;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4553000;4553050;3264550;11;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4553100;4553150;3264550;11;5;3;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3264500E4553200;4553250;3264550;26;18;3;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4553300;4553350;3264550;12;6;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3264500E4553400;4553450;3264550;7;–;–;–;–;–;–;–;–;–;–;–;–;–
