GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Familie;Ehep_ohneKind;Ehep_mind_1Kind_unter18;Ehep_Kinder_ab18;EingetrLP_ohneKind;EingetrLP_mind_1Kind_unter18;EingetrLP_Kinder_ab18;NichtehelLG_ohneKind;NichtehelLG_mind_1Kind_unter18;NichtehelLG_Kinder_ab18;Vater_mind_1Kind_unter18;Vater_Kinder_ab18;Mutter_mind_1Kind_unter18;Mutter_Kinder_ab18
CRS3035RES100mN3274200E4562100;4562150;3274250;12;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4562200;4562250;3274250;4;4;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274200E4562300;4562350;3274250;11;12;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4562400;4562450;3274250;14;7;3;–;–;–;–;–;–;–;–;–;6;–
CRS3035RES100mN3274200E4562500;4562550;3274250;41;17;6;3;–;–;–;–;–;–;3;–;4;–
CRS3035RES100mN3274200E4562600;4562650;3274250;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4562700;4562750;3274250;10;7;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4562800;4562850;3274250;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4563800;4563850;3274250;22;12;–;–;–;–;–;3;–;–;–;–;6;–
CRS3035RES100mN3274200E4563900;4563950;3274250;14;–;4;–;–;–;–;–;–;–;–;–;7;–
CRS3035RES100mN3274200E4564000;4564050;3274250;19;5;5;–;–;–;–;–;–;–;–;–;7;–
CRS3035RES100mN3274200E4564100;4564150;3274250;20;3;3;3;–;–;–;–;3;–;–;–;7;6
CRS3035RES100mN3274200E4564500;4564550;3274250;39;18;9;3;–;–;–;3;–;–;–;3;3;–
CRS3035RES100mN3274200E4564600;4564650;3274250;81;47;6;7;–;–;–;5;3;–;3;–;8;3
CRS3035RES100mN3274200E4564700;4564750;3274250;73;35;4;6;–;–;–;9;6;–;–;–;3;4
CRS3035RES100mN3274200E4564800;4564850;3274250;44;13;4;3;–;–;–;9;5;–;3;–;4;4
CRS3035RES100mN3274200E4565000;4565050;3274250;13;5;4;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3274200E4565100;4565150;3274250;11;3;–;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274200E4565200;4565250;3274250;14;9;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3274200E4565300;4565350;3274250;8;5;–;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4565400;4565450;3274250;12;3;3;–;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3274200E4565500;4565550;3274250;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4565600;4565650;3274250;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4565700;4565750;3274250;7;4;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4565800;4565850;3274250;8;4;–;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274200E4565900;4565950;3274250;15;9;4;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3274200E4566000;4566050;3274250;21;12;4;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274200E4566100;4566150;3274250;23;15;6;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3274200E4566200;4566250;3274250;12;7;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274200E4566300;4566350;3274250;10;3;–;3;–;–;–;–;–;–;3;–;–;3
CRS3035RES100mN3274200E4566400;4566450;3274250;10;3;–;6;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4566500;4566550;3274250;12;6;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4566600;4566650;3274250;11;5;3;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3274200E4566700;4566750;3274250;11;5;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4566800;4566850;3274250;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4566900;4566950;3274250;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4567000;4567050;3274250;14;5;–;3;–;–;–;–;3;–;3;–;–;3
CRS3035RES100mN3274200E4567100;4567150;3274250;7;4;–;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3274200E4567300;4567350;3274250;3;5;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4567400;4567450;3274250;9;5;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4567500;4567550;3274250;3;–;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4567600;4567650;3274250;7;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4567700;4567750;3274250;7;–;–;3;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3274200E4567800;4567850;3274250;10;3;–;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3274200E4567900;4567950;3274250;6;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4568000;4568050;3274250;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4568100;4568150;3274250;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274200E4568200;4568250;3274250;7;3;–;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274200E4568300;4568350;3274250;15;8;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3274200E4568400;4568450;3274250;3;–;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4534300;4534350;3274350;12;3;5;3;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3274300E4534400;4534450;3274350;21;4;6;3;–;–;–;–;3;–;–;–;8;–
CRS3035RES100mN3274300E4534500;4534550;3274350;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4534600;4534650;3274350;3;4;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4534700;4534750;3274350;24;10;–;–;–;–;–;3;–;–;–;–;3;3
CRS3035RES100mN3274300E4534800;4534850;3274350;9;–;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274300E4535000;4535050;3274350;3;–;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4535200;4535250;3274350;4;–;3;–;–;–;–;–;–;3;–;–;–;–
CRS3035RES100mN3274300E4535300;4535350;3274350;11;3;3;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4535600;4535650;3274350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4535700;4535750;3274350;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4536500;4536550;3274350;3;–;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4536800;4536850;3274350;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4536900;4536950;3274350;24;8;3;–;–;–;–;4;3;3;3;–;3;–
CRS3035RES100mN3274300E4537600;4537650;3274350;20;4;–;–;–;–;–;4;–;–;–;–;–;3
CRS3035RES100mN3274300E4537700;4537750;3274350;11;4;–;3;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3274300E4538200;4538250;3274350;3;–;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3274300E4538300;4538350;3274350;44;13;9;4;3;–;–;–;–;3;–;3;10;3
CRS3035RES100mN3274300E4538400;4538450;3274350;16;5;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4538600;4538650;3274350;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4546500;4546550;3274350;5;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4546600;4546650;3274350;35;8;7;3;–;–;–;7;7;–;3;–;3;–
CRS3035RES100mN3274300E4546700;4546750;3274350;41;9;10;–;–;–;–;5;5;–;3;–;5;3
CRS3035RES100mN3274300E4546800;4546850;3274350;36;–;7;7;–;–;–;11;3;–;–;–;3;3
CRS3035RES100mN3274300E4546900;4546950;3274350;60;16;20;6;–;–;–;4;–;–;4;3;5;3
CRS3035RES100mN3274300E4547000;4547050;3274350;14;3;3;–;–;–;–;3;–;–;3;–;3;–
CRS3035RES100mN3274300E4547100;4547150;3274350;37;3;8;3;–;–;–;11;3;–;5;–;6;–
CRS3035RES100mN3274300E4547200;4547250;3274350;33;–;14;4;–;–;–;4;4;–;–;–;6;–
CRS3035RES100mN3274300E4547300;4547350;3274350;56;10;19;3;–;–;–;6;5;–;–;–;8;–
CRS3035RES100mN3274300E4547400;4547450;3274350;14;4;6;4;–;–;–;3;–;–;–;3;–;–
CRS3035RES100mN3274300E4547500;4547550;3274350;60;13;17;4;–;–;–;5;3;–;3;–;13;5
CRS3035RES100mN3274300E4547600;4547650;3274350;50;4;13;3;3;–;–;7;3;–;4;–;8;3
CRS3035RES100mN3274300E4547700;4547750;3274350;21;3;9;3;–;–;–;3;4;–;3;–;3;–
CRS3035RES100mN3274300E4547800;4547850;3274350;42;9;12;3;–;–;–;5;–;–;3;–;5;–
CRS3035RES100mN3274300E4547900;4547950;3274350;35;4;7;6;–;–;–;4;3;3;3;–;9;3
CRS3035RES100mN3274300E4548000;4548050;3274350;36;–;10;3;–;–;–;6;4;–;5;3;3;–
CRS3035RES100mN3274300E4548100;4548150;3274350;57;10;15;6;3;–;–;6;10;3;–;–;6;4
CRS3035RES100mN3274300E4548200;4548250;3274350;56;7;14;3;–;–;–;8;6;–;5;–;12;–
CRS3035RES100mN3274300E4548300;4548350;3274350;49;16;8;4;–;–;–;5;7;–;–;–;5;4
CRS3035RES100mN3274300E4548400;4548450;3274350;17;7;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274300E4549000;4549050;3274350;29;12;3;–;–;–;–;7;–;–;–;–;–;–
CRS3035RES100mN3274300E4549100;4549150;3274350;21;3;9;–;–;–;–;7;–;–;–;–;–;–
CRS3035RES100mN3274300E4549400;4549450;3274350;13;–;–;–;–;–;–;–;3;–;3;–;–;–
CRS3035RES100mN3274300E4549500;4549550;3274350;25;5;13;–;3;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274300E4549600;4549650;3274350;43;17;7;3;–;–;–;14;–;3;–;–;3;3
CRS3035RES100mN3274300E4549800;4549850;3274350;24;3;–;3;–;–;–;–;5;–;–;–;4;–
CRS3035RES100mN3274300E4549900;4549950;3274350;31;19;4;3;–;–;–;4;3;–;–;–;3;–
CRS3035RES100mN3274300E4550500;4550550;3274350;28;5;5;–;–;–;–;3;4;–;13;–;4;–
CRS3035RES100mN3274300E4550600;4550650;3274350;13;–;3;–;–;–;–;–;–;–;–;3;3;–
CRS3035RES100mN3274300E4550700;4550750;3274350;57;17;18;–;–;–;–;8;11;–;3;3;3;–
CRS3035RES100mN3274300E4550800;4550850;3274350;55;9;14;3;–;–;–;11;7;–;–;–;5;4
CRS3035RES100mN3274300E4550900;4550950;3274350;61;15;20;3;–;–;–;9;5;–;–;–;11;3
CRS3035RES100mN3274300E4551000;4551050;3274350;46;13;12;–;–;–;–;7;3;–;–;–;3;–
CRS3035RES100mN3274300E4551100;4551150;3274350;48;7;18;5;–;–;–;–;6;–;3;–;7;–
CRS3035RES100mN3274300E4551200;4551250;3274350;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4551300;4551350;3274350;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4551400;4551450;3274350;34;3;18;–;–;–;–;3;–;–;–;–;4;–
CRS3035RES100mN3274300E4551500;4551550;3274350;45;7;12;5;–;–;–;–;3;–;–;–;8;–
CRS3035RES100mN3274300E4551600;4551650;3274350;20;–;8;–;–;–;–;–;–;–;5;–;3;–
CRS3035RES100mN3274300E4551700;4551750;3274350;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4551800;4551850;3274350;20;3;6;3;–;–;–;4;–;–;–;–;3;–
CRS3035RES100mN3274300E4551900;4551950;3274350;36;3;16;–;–;–;–;3;5;–;4;–;3;3
CRS3035RES100mN3274300E4552000;4552050;3274350;35;3;8;–;–;–;–;10;3;–;4;–;12;–
CRS3035RES100mN3274300E4552100;4552150;3274350;40;7;10;–;–;–;–;4;7;–;–;–;10;–
CRS3035RES100mN3274300E4552200;4552250;3274350;32;4;8;–;–;–;–;3;3;–;3;–;7;–
CRS3035RES100mN3274300E4552300;4552350;3274350;16;3;7;–;–;–;–;3;–;–;–;–;9;–
CRS3035RES100mN3274300E4552500;4552550;3274350;50;3;31;–;–;–;–;4;6;–;–;–;4;–
CRS3035RES100mN3274300E4552600;4552650;3274350;89;7;40;3;–;–;–;6;4;–;7;3;14;–
CRS3035RES100mN3274300E4552700;4552750;3274350;35;7;16;–;–;–;–;9;5;–;–;–;3;–
CRS3035RES100mN3274300E4552800;4552850;3274350;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4552900;4552950;3274350;12;–;5;–;–;–;–;–;4;–;–;–;–;–
CRS3035RES100mN3274300E4553300;4553350;3274350;49;5;18;3;–;–;–;3;6;–;–;–;10;4
CRS3035RES100mN3274300E4553400;4553450;3274350;55;–;22;–;–;–;–;3;6;–;5;–;15;–
CRS3035RES100mN3274300E4553500;4553550;3274350;56;9;20;3;–;–;–;5;9;–;4;–;9;–
CRS3035RES100mN3274300E4553700;4553750;3274350;18;3;7;4;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3274300E4553800;4553850;3274350;32;9;10;–;–;–;–;–;4;–;–;–;4;–
CRS3035RES100mN3274300E4553900;4553950;3274350;15;4;6;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4554700;4554750;3274350;24;7;4;3;–;–;–;4;3;–;–;–;–;3
CRS3035RES100mN3274300E4554800;4554850;3274350;59;10;11;3;–;–;–;12;12;–;–;–;6;5
CRS3035RES100mN3274300E4554900;4554950;3274350;39;3;10;–;–;–;–;7;4;–;6;–;12;–
CRS3035RES100mN3274300E4555000;4555050;3274350;62;8;11;6;–;–;–;5;12;–;3;–;17;3
CRS3035RES100mN3274300E4555100;4555150;3274350;25;4;7;–;–;–;–;3;–;–;–;–;5;5
CRS3035RES100mN3274300E4555600;4555650;3274350;48;12;6;–;–;–;–;7;5;3;–;–;11;5
CRS3035RES100mN3274300E4555700;4555750;3274350;39;16;3;–;–;–;–;3;3;–;–;–;5;–
CRS3035RES100mN3274300E4555800;4555850;3274350;20;10;3;–;–;–;–;3;–;–;–;–;–;4
CRS3035RES100mN3274300E4555900;4555950;3274350;16;7;–;–;–;–;–;3;–;–;–;–;4;–
CRS3035RES100mN3274300E4556000;4556050;3274350;35;9;8;–;–;–;–;9;8;–;–;–;3;–
CRS3035RES100mN3274300E4556100;4556150;3274350;19;5;3;–;–;–;–;3;4;–;–;–;3;–
CRS3035RES100mN3274300E4556300;4556350;3274350;54;22;11;–;–;–;–;4;7;–;–;–;3;3
CRS3035RES100mN3274300E4556400;4556450;3274350;72;33;10;4;–;–;–;8;3;–;–;3;6;5
CRS3035RES100mN3274300E4556500;4556550;3274350;18;3;8;–;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3274300E4557000;4557050;3274350;138;22;33;12;–;–;–;24;17;–;–;–;22;5
CRS3035RES100mN3274300E4557200;4557250;3274350;66;36;7;3;–;–;–;9;3;–;–;–;5;3
CRS3035RES100mN3274300E4557300;4557350;3274350;61;23;5;–;–;–;–;5;–;–;–;–;21;3
CRS3035RES100mN3274300E4559400;4559450;3274350;17;3;11;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3274300E4559600;4559650;3274350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4561200;4561250;3274350;47;31;3;3;–;–;–;–;6;–;–;–;–;3
CRS3035RES100mN3274300E4561300;4561350;3274350;7;3;–;–;–;–;–;3;–;–;3;–;–;–
CRS3035RES100mN3274300E4561400;4561450;3274350;32;12;5;3;–;–;–;3;5;–;–;–;5;–
CRS3035RES100mN3274300E4561500;4561550;3274350;49;21;4;–;–;–;–;4;4;–;–;–;11;3
CRS3035RES100mN3274300E4561600;4561650;3274350;34;24;4;–;–;–;–;3;3;–;–;–;4;–
CRS3035RES100mN3274300E4561700;4561750;3274350;5;5;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4561800;4561850;3274350;10;6;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4561900;4561950;3274350;10;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4562000;4562050;3274350;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4562100;4562150;3274350;18;9;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3274300E4562200;4562250;3274350;16;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4562500;4562550;3274350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4562600;4562650;3274350;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4562700;4562750;3274350;8;7;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4562800;4562850;3274350;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4563000;4563050;3274350;55;13;7;4;–;3;–;5;7;–;–;–;11;5
CRS3035RES100mN3274300E4563100;4563150;3274350;75;25;20;3;–;–;–;10;9;–;–;–;10;3
CRS3035RES100mN3274300E4563200;4563250;3274350;91;28;12;11;–;–;–;7;13;3;–;–;16;7
CRS3035RES100mN3274300E4563300;4563350;3274350;84;35;13;3;–;–;–;6;10;–;3;–;9;3
CRS3035RES100mN3274300E4564100;4564150;3274350;14;–;3;–;–;–;–;–;–;–;–;–;4;3
CRS3035RES100mN3274300E4564200;4564250;3274350;34;4;4;–;–;–;–;–;5;–;–;–;12;4
CRS3035RES100mN3274300E4564500;4564550;3274350;63;35;4;–;–;–;–;4;6;–;3;–;7;4
CRS3035RES100mN3274300E4564600;4564650;3274350;51;34;4;–;–;–;–;3;5;–;–;–;5;3
CRS3035RES100mN3274300E4564700;4564750;3274350;56;25;8;3;–;–;–;4;5;–;3;–;7;3
CRS3035RES100mN3274300E4564800;4564850;3274350;81;43;15;–;–;–;–;6;6;–;–;–;10;–
CRS3035RES100mN3274300E4564900;4564950;3274350;79;42;7;5;–;–;–;5;3;–;–;–;7;3
CRS3035RES100mN3274300E4565000;4565050;3274350;6;5;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565100;4565150;3274350;4;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565200;4565250;3274350;7;6;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565300;4565350;3274350;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565400;4565450;3274350;13;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565500;4565550;3274350;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565600;4565650;3274350;12;8;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565700;4565750;3274350;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4565800;4565850;3274350;10;5;3;4;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3274300E4565900;4565950;3274350;19;13;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566000;4566050;3274350;28;15;3;4;–;–;–;–;4;–;–;–;–;–
CRS3035RES100mN3274300E4566100;4566150;3274350;15;8;3;3;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3274300E4566200;4566250;3274350;15;10;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566300;4566350;3274350;12;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566400;4566450;3274350;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566500;4566550;3274350;6;3;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274300E4566600;4566650;3274350;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566700;4566750;3274350;10;3;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566800;4566850;3274350;7;–;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4566900;4566950;3274350;6;4;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567000;4567050;3274350;12;4;4;3;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4567100;4567150;3274350;11;8;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567200;4567250;3274350;10;5;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4567300;4567350;3274350;9;7;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567400;4567450;3274350;11;4;3;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3274300E4567500;4567550;3274350;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567600;4567650;3274350;8;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567700;4567750;3274350;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567800;4567850;3274350;6;–;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4567900;4567950;3274350;7;7;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274300E4568000;4568050;3274350;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4568200;4568250;3274350;14;9;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274300E4568300;4568350;3274350;4;3;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274300E4568500;4568550;3274350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4534000;4534050;3274450;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4534400;4534450;3274450;13;3;3;–;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3274400E4534500;4534550;3274450;10;5;4;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3274400E4534600;4534650;3274450;5;5;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4534700;4534750;3274450;13;4;5;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4534800;4534850;3274450;9;4;3;–;–;–;–;3;–;3;–;–;–;–
CRS3035RES100mN3274400E4534900;4534950;3274450;4;4;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4536800;4536850;3274450;16;–;3;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3274400E4536900;4536950;3274450;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4537000;4537050;3274450;26;4;9;–;–;–;–;3;–;–;–;3;4;4
CRS3035RES100mN3274400E4537100;4537150;3274450;36;10;5;–;–;–;–;4;3;–;3;–;7;3
CRS3035RES100mN3274400E4537200;4537250;3274450;42;14;7;–;–;–;–;4;3;–;3;–;9;8
CRS3035RES100mN3274400E4537300;4537350;3274450;34;10;8;–;–;–;–;4;–;–;–;–;11;3
CRS3035RES100mN3274400E4537400;4537450;3274450;19;8;3;–;–;–;–;–;–;–;–;–;6;3
CRS3035RES100mN3274400E4537500;4537550;3274450;29;9;5;–;–;–;–;–;3;–;–;–;7;3
CRS3035RES100mN3274400E4537600;4537650;3274450;53;22;7;3;–;–;–;3;3;–;3;3;6;7
CRS3035RES100mN3274400E4537700;4537750;3274450;24;7;4;–;–;–;–;3;3;–;–;–;5;–
CRS3035RES100mN3274400E4538300;4538350;3274450;54;16;12;4;–;–;–;–;3;–;–;–;5;3
CRS3035RES100mN3274400E4538400;4538450;3274450;45;20;–;3;–;–;–;4;–;–;–;–;11;–
CRS3035RES100mN3274400E4538500;4538550;3274450;4;–;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3274400E4543500;4543550;3274450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4543700;4543750;3274450;7;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4543800;4543850;3274450;7;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4544500;4544550;3274450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3274400E4546600;4546650;3274450;52;10;14;4;–;–;–;6;5;3;3;–;4;3
CRS3035RES100mN3274400E4546700;4546750;3274450;42;6;14;7;–;–;–;5;3;–;–;–;4;3
CRS3035RES100mN3274400E4546800;4546850;3274450;47;7;12;5;–;–;–;6;6;–;–;–;9;–
CRS3035RES100mN3274400E4546900;4546950;3274450;11;–;4;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3274400E4547000;4547050;3274450;28;6;10;3;–;–;–;4;3;–;3;–;–;–
CRS3035RES100mN3274400E4547100;4547150;3274450;40;4;9;3;–;–;–;6;4;–;–;–;10;3
CRS3035RES100mN3274400E4547200;4547250;3274450;31;6;7;3;–;–;–;4;5;–;–;–;4;–
CRS3035RES100mN3274400E4547300;4547350;3274450;55;15;6;3;–;–;–;11;6;–;3;–;7;3
CRS3035RES100mN3274400E4547400;4547450;3274450;66;15;20;5;–;–;–;6;–;–;–;–;8;14
CRS3035RES100mN3274400E4547500;4547550;3274450;31;12;10;–;–;–;–;5;–;–;–;–;–;–
CRS3035RES100mN3274400E4547600;4547650;3274450;48;10;12;7;–;–;–;7;7;–;3;–;9;–
CRS3035RES100mN3274400E4547700;4547750;3274450;30;6;3;3;–;–;–;8;3;–;–;–;4;–
CRS3035RES100mN3274400E4547800;4547850;3274450;17;3;4;3;–;–;–;–;–;–;3;–;8;–
CRS3035RES100mN3274400E4548000;4548050;3274450;20;9;4;–;–;–;–;–;3;–;–;–;5;–
CRS3035RES100mN3274400E4548100;4548150;3274450;44;6;12;3;–;–;–;3;4;–;4;–;7;–
CRS3035RES100mN3274400E4548200;4548250;3274450;52;11;11;3;–;–;–;11;3;3;–;–;12;–
CRS3035RES100mN3274400E4548300;4548350;3274450;35;3;8;3;–;–;–;13;3;–;–;–;7;–
CRS3035RES100mN3274400E4548400;4548450;3274450;11;3;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274400E4549000;4549050;3274450;28;3;16;–;–;–;–;7;4;–;–;–;3;4
CRS3035RES100mN3274400E4549200;4549250;3274450;17;6;4;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3274400E4549300;4549350;3274450;10;3;4;–;–;–;–;3;3;–;3;–;3;–
CRS3035RES100mN3274400E4549400;4549450;3274450;94;20;26;–;–;–;–;28;12;–;–;–;6;–
CRS3035RES100mN3274400E4549500;4549550;3274450;115;20;45;–;3;–;–;25;10;–;3;–;4;–
CRS3035RES100mN3274400E4549700;4549750;3274450;5;3;3;–;–;–;–;–;–;–;–;–;–;–
