GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Deutschland;Ausland_Sonstige;EU27_Land;Sonstiges_Europa;Sonstige_Welt;Sonstige
CRS3035RES100mN3263700E4539500;4539550;3263750;3;3;–;–;–;–;–
CRS3035RES100mN3263700E4539600;4539650;3263750;15;8;4;–;–;–;–
CRS3035RES100mN3263700E4539700;4539750;3263750;27;20;4;3;3;3;–
CRS3035RES100mN3263700E4539800;4539850;3263750;65;57;5;3;–;3;–
CRS3035RES100mN3263700E4539900;4539950;3263750;16;12;6;–;3;3;–
CRS3035RES100mN3263700E4540000;4540050;3263750;25;25;–;–;–;–;–
CRS3035RES100mN3263700E4540100;4540150;3263750;35;26;7;3;3;4;–
CRS3035RES100mN3263700E4540200;4540250;3263750;64;51;17;5;4;5;–
CRS3035RES100mN3263700E4540300;4540350;3263750;13;14;–;–;–;–;–
CRS3035RES100mN3263700E4540400;4540450;3263750;25;21;6;–;–;3;–
CRS3035RES100mN3263700E4540500;4540550;3263750;23;20;4;4;–;–;–
CRS3035RES100mN3263700E4540600;4540650;3263750;46;42;6;–;–;3;–
CRS3035RES100mN3263700E4540700;4540750;3263750;24;17;4;3;–;3;–
CRS3035RES100mN3263700E4540800;4540850;3263750;34;22;10;4;3;4;3
CRS3035RES100mN3263700E4540900;4540950;3263750;29;20;6;–;4;–;–
CRS3035RES100mN3263700E4541000;4541050;3263750;23;15;8;3;3;–;–
CRS3035RES100mN3263700E4541100;4541150;3263750;29;17;13;3;3;9;–
CRS3035RES100mN3263700E4541200;4541250;3263750;20;19;4;4;–;–;–
CRS3035RES100mN3263700E4541300;4541350;3263750;33;24;7;–;–;3;–
CRS3035RES100mN3263700E4541400;4541450;3263750;23;20;–;–;–;–;–
CRS3035RES100mN3263700E4541500;4541550;3263750;36;37;3;–;–;3;–
CRS3035RES100mN3263700E4541600;4541650;3263750;70;59;9;3;–;5;–
CRS3035RES100mN3263700E4541700;4541750;3263750;41;44;–;–;–;–;–
CRS3035RES100mN3263700E4541800;4541850;3263750;65;59;8;4;–;3;–
CRS3035RES100mN3263700E4541900;4541950;3263750;7;7;3;–;–;3;–
CRS3035RES100mN3263700E4542000;4542050;3263750;14;13;–;–;–;–;–
CRS3035RES100mN3263700E4542300;4542350;3263750;3;3;3;3;–;–;–
CRS3035RES100mN3263700E4542400;4542450;3263750;67;53;12;5;3;5;–
CRS3035RES100mN3263700E4542500;4542550;3263750;53;50;–;–;3;–;–
CRS3035RES100mN3263700E4542600;4542650;3263750;88;79;8;8;–;3;–
CRS3035RES100mN3263700E4542700;4542750;3263750;82;61;18;12;5;6;–
CRS3035RES100mN3263700E4542800;4542850;3263750;51;37;10;–;8;6;–
CRS3035RES100mN3263700E4542900;4542950;3263750;64;61;6;–;–;3;–
CRS3035RES100mN3263700E4543000;4543050;3263750;95;74;24;7;6;8;–
CRS3035RES100mN3263700E4543100;4543150;3263750;85;71;13;4;–;9;–
CRS3035RES100mN3263700E4543200;4543250;3263750;69;51;22;3;8;7;–
CRS3035RES100mN3263700E4543300;4543350;3263750;93;63;33;4;6;20;–
CRS3035RES100mN3263700E4543400;4543450;3263750;121;89;30;13;9;9;–
CRS3035RES100mN3263700E4543500;4543550;3263750;178;135;39;15;10;19;–
CRS3035RES100mN3263700E4543600;4543650;3263750;146;107;37;14;13;9;–
CRS3035RES100mN3263700E4543700;4543750;3263750;210;165;48;19;12;19;–
CRS3035RES100mN3263700E4543800;4543850;3263750;31;27;8;4;–;4;–
CRS3035RES100mN3263700E4544100;4544150;3263750;50;38;9;3;3;4;–
CRS3035RES100mN3263700E4544200;4544250;3263750;87;57;34;9;–;22;–
CRS3035RES100mN3263700E4544300;4544350;3263750;69;61;9;–;5;3;–
CRS3035RES100mN3263700E4544400;4544450;3263750;53;43;13;7;3;3;–
CRS3035RES100mN3263700E4544500;4544550;3263750;33;28;8;9;–;3;–
CRS3035RES100mN3263700E4544600;4544650;3263750;68;67;3;–;3;–;–
CRS3035RES100mN3263700E4544700;4544750;3263750;50;48;4;4;–;–;–
CRS3035RES100mN3263700E4544800;4544850;3263750;64;62;5;3;–;3;–
CRS3035RES100mN3263700E4544900;4544950;3263750;30;26;5;–;5;–;–
CRS3035RES100mN3263700E4545000;4545050;3263750;62;42;20;3;8;10;–
CRS3035RES100mN3263700E4545100;4545150;3263750;45;36;7;3;4;3;–
CRS3035RES100mN3263700E4545200;4545250;3263750;32;21;14;6;–;4;–
CRS3035RES100mN3263700E4545300;4545350;3263750;34;27;4;3;–;–;–
CRS3035RES100mN3263700E4545400;4545450;3263750;24;23;3;–;3;–;–
CRS3035RES100mN3263700E4545500;4545550;3263750;97;80;15;4;5;5;–
CRS3035RES100mN3263700E4545600;4545650;3263750;78;69;7;–;–;5;–
CRS3035RES100mN3263700E4545700;4545750;3263750;65;63;4;3;–;–;–
CRS3035RES100mN3263700E4545800;4545850;3263750;32;29;–;–;–;–;–
CRS3035RES100mN3263700E4545900;4545950;3263750;79;67;10;3;3;3;–
CRS3035RES100mN3263700E4546000;4546050;3263750;77;73;6;3;–;3;–
CRS3035RES100mN3263700E4546100;4546150;3263750;41;39;5;3;–;3;–
CRS3035RES100mN3263700E4546200;4546250;3263750;89;68;20;9;3;9;–
CRS3035RES100mN3263700E4546300;4546350;3263750;77;38;37;10;8;19;–
CRS3035RES100mN3263700E4546400;4546450;3263750;7;6;3;3;–;3;–
CRS3035RES100mN3263700E4546700;4546750;3263750;14;15;3;–;3;3;–
CRS3035RES100mN3263700E4546800;4546850;3263750;6;4;–;3;–;–;–
CRS3035RES100mN3263700E4546900;4546950;3263750;45;36;8;4;–;3;–
CRS3035RES100mN3263700E4547000;4547050;3263750;54;47;6;3;–;4;–
CRS3035RES100mN3263700E4547100;4547150;3263750;55;48;6;3;3;3;–
CRS3035RES100mN3263700E4547200;4547250;3263750;29;27;3;–;–;–;–
CRS3035RES100mN3263700E4547300;4547350;3263750;30;27;4;3;–;3;–
CRS3035RES100mN3263700E4547400;4547450;3263750;43;39;–;3;–;–;–
CRS3035RES100mN3263700E4547500;4547550;3263750;51;39;6;3;4;–;–
CRS3035RES100mN3263700E4547600;4547650;3263750;82;71;10;3;–;9;–
CRS3035RES100mN3263700E4547700;4547750;3263750;67;48;17;3;4;10;–
CRS3035RES100mN3263700E4547800;4547850;3263750;41;35;8;4;3;3;–
CRS3035RES100mN3263700E4547900;4547950;3263750;13;12;3;3;3;–;–
CRS3035RES100mN3263700E4548000;4548050;3263750;123;102;24;5;9;6;–
CRS3035RES100mN3263700E4548100;4548150;3263750;109;93;17;–;3;13;–
CRS3035RES100mN3263700E4548200;4548250;3263750;110;87;22;10;8;7;–
CRS3035RES100mN3263700E4548300;4548350;3263750;118;87;29;10;10;7;–
CRS3035RES100mN3263700E4548400;4548450;3263750;33;22;14;3;4;8;–
CRS3035RES100mN3263700E4548500;4548550;3263750;132;85;49;13;20;16;–
CRS3035RES100mN3263700E4548600;4548650;3263750;91;70;22;6;–;15;–
CRS3035RES100mN3263700E4548700;4548750;3263750;90;82;10;4;–;3;–
CRS3035RES100mN3263700E4548800;4548850;3263750;81;73;7;3;4;–;–
CRS3035RES100mN3263700E4548900;4548950;3263750;98;74;26;13;9;3;–
CRS3035RES100mN3263700E4549000;4549050;3263750;213;166;48;15;21;9;–
CRS3035RES100mN3263700E4549200;4549250;3263750;8;8;–;–;–;–;–
CRS3035RES100mN3263700E4549300;4549350;3263750;89;72;13;4;5;8;–
CRS3035RES100mN3263700E4549400;4549450;3263750;230;211;21;13;3;6;–
CRS3035RES100mN3263700E4549500;4549550;3263750;77;66;8;–;–;4;–
CRS3035RES100mN3263700E4549600;4549650;3263750;64;50;13;7;–;6;–
CRS3035RES100mN3263700E4550200;4550250;3263750;8;–;3;3;–;–;–
CRS3035RES100mN3263700E4550400;4550450;3263750;3;3;–;–;–;–;–
CRS3035RES100mN3263700E4550600;4550650;3263750;24;12;14;–;9;5;–
CRS3035RES100mN3263700E4550700;4550750;3263750;163;141;24;14;6;6;–
CRS3035RES100mN3263700E4550800;4550850;3263750;114;103;14;8;5;–;–
CRS3035RES100mN3263700E4550900;4550950;3263750;106;85;18;7;8;6;–
CRS3035RES100mN3263700E4551000;4551050;3263750;158;107;53;8;26;17;–
CRS3035RES100mN3263700E4551100;4551150;3263750;161;112;50;14;24;9;–
CRS3035RES100mN3263700E4551200;4551250;3263750;145;98;45;19;13;10;–
CRS3035RES100mN3263700E4551300;4551350;3263750;106;77;32;3;11;13;–
CRS3035RES100mN3263700E4551400;4551450;3263750;66;43;26;9;8;6;–
CRS3035RES100mN3263700E4551500;4551550;3263750;30;28;3;3;–;–;–
CRS3035RES100mN3263700E4551600;4551650;3263750;43;31;10;4;3;4;–
CRS3035RES100mN3263700E4551700;4551750;3263750;40;31;5;3;–;–;–
CRS3035RES100mN3263700E4551800;4551850;3263750;37;35;–;–;3;–;–
CRS3035RES100mN3263700E4551900;4551950;3263750;19;19;–;–;–;–;–
CRS3035RES100mN3263700E4552000;4552050;3263750;34;31;5;3;–;–;–
CRS3035RES100mN3263700E4552100;4552150;3263750;97;88;12;–;3;4;–
CRS3035RES100mN3263700E4552200;4552250;3263750;16;11;9;3;–;3;–
CRS3035RES100mN3263700E4552300;4552350;3263750;42;35;8;3;3;5;–
CRS3035RES100mN3263700E4552400;4552450;3263750;27;21;4;–;4;–;–
CRS3035RES100mN3263700E4552500;4552550;3263750;19;15;–;–;3;–;–
CRS3035RES100mN3263700E4552600;4552650;3263750;16;13;4;–;–;3;–
CRS3035RES100mN3263700E4552700;4552750;3263750;3;3;–;–;–;–;–
CRS3035RES100mN3263700E4552800;4552850;3263750;46;43;–;–;3;–;–
CRS3035RES100mN3263700E4552900;4552950;3263750;32;27;3;–;–;3;–
CRS3035RES100mN3263700E4554500;4554550;3263750;97;58;41;12;6;23;–
CRS3035RES100mN3263700E4554600;4554650;3263750;20;20;–;–;–;–;–
CRS3035RES100mN3263700E4554700;4554750;3263750;17;17;–;–;–;–;–
CRS3035RES100mN3263700E4554800;4554850;3263750;14;12;3;–;3;–;–
CRS3035RES100mN3263700E4554900;4554950;3263750;28;23;3;3;–;3;–
CRS3035RES100mN3263700E4555000;4555050;3263750;19;16;5;4;3;–;–
CRS3035RES100mN3263700E4555100;4555150;3263750;27;20;5;3;4;–;–
CRS3035RES100mN3263700E4555200;4555250;3263750;20;18;4;–;–;–;–
CRS3035RES100mN3263700E4555300;4555350;3263750;7;7;–;–;–;–;–
CRS3035RES100mN3263700E4555400;4555450;3263750;15;12;5;3;–;3;–
CRS3035RES100mN3263700E4555600;4555650;3263750;82;70;14;–;11;3;–
CRS3035RES100mN3263700E4555700;4555750;3263750;35;29;3;3;–;–;–
CRS3035RES100mN3263700E4555800;4555850;3263750;261;198;63;13;38;12;–
CRS3035RES100mN3263700E4555900;4555950;3263750;60;54;7;3;6;–;–
CRS3035RES100mN3263700E4556000;4556050;3263750;111;78;32;16;9;9;–
CRS3035RES100mN3263700E4556100;4556150;3263750;117;80;35;11;18;9;–
CRS3035RES100mN3263700E4556200;4556250;3263750;197;145;53;23;17;13;–
CRS3035RES100mN3263700E4556300;4556350;3263750;58;42;18;7;7;–;–
CRS3035RES100mN3263700E4556400;4556450;3263750;25;19;3;–;3;–;–
CRS3035RES100mN3263700E4556500;4556550;3263750;78;69;11;–;7;–;–
CRS3035RES100mN3263700E4556600;4556650;3263750;31;26;7;3;5;–;–
CRS3035RES100mN3263700E4556700;4556750;3263750;43;36;3;3;3;–;–
CRS3035RES100mN3263700E4556800;4556850;3263750;129;114;18;9;4;–;–
CRS3035RES100mN3263700E4556900;4556950;3263750;233;210;21;15;7;–;–
CRS3035RES100mN3263700E4557000;4557050;3263750;52;41;14;3;8;3;–
CRS3035RES100mN3263700E4557100;4557150;3263750;36;20;17;5;5;7;–
CRS3035RES100mN3263700E4557200;4557250;3263750;41;32;11;3;3;3;–
CRS3035RES100mN3263700E4557300;4557350;3263750;46;36;12;6;3;5;–
CRS3035RES100mN3263700E4557400;4557450;3263750;50;49;4;3;–;–;–
CRS3035RES100mN3263700E4557500;4557550;3263750;38;28;8;8;3;3;–
CRS3035RES100mN3263700E4557600;4557650;3263750;31;25;4;–;–;6;–
CRS3035RES100mN3263700E4557700;4557750;3263750;41;39;4;3;3;–;–
CRS3035RES100mN3263700E4557800;4557850;3263750;71;59;16;3;9;4;–
CRS3035RES100mN3263700E4557900;4557950;3263750;38;28;12;4;9;3;–
CRS3035RES100mN3263700E4558000;4558050;3263750;60;51;11;5;3;–;–
CRS3035RES100mN3263700E4558100;4558150;3263750;34;33;3;–;3;–;–
CRS3035RES100mN3263700E4558200;4558250;3263750;36;31;6;–;3;–;–
CRS3035RES100mN3263700E4558300;4558350;3263750;53;41;10;–;3;6;–
CRS3035RES100mN3263700E4558400;4558450;3263750;35;31;–;–;–;–;–
CRS3035RES100mN3263700E4558500;4558550;3263750;32;25;11;3;7;–;–
CRS3035RES100mN3263700E4559100;4559150;3263750;7;4;3;–;3;–;–
CRS3035RES100mN3263700E4559200;4559250;3263750;35;21;10;4;4;3;–
CRS3035RES100mN3263700E4559300;4559350;3263750;31;30;3;3;–;–;–
CRS3035RES100mN3263700E4559400;4559450;3263750;36;36;4;–;4;–;–
CRS3035RES100mN3263700E4559500;4559550;3263750;28;25;6;–;–;6;–
CRS3035RES100mN3263700E4559600;4559650;3263750;24;24;–;–;–;–;–
CRS3035RES100mN3263700E4559700;4559750;3263750;49;31;15;11;4;–;–
CRS3035RES100mN3263700E4559800;4559850;3263750;83;68;13;7;5;5;–
CRS3035RES100mN3263700E4559900;4559950;3263750;36;37;–;–;–;–;–
CRS3035RES100mN3263700E4560000;4560050;3263750;31;25;3;–;–;3;–
CRS3035RES100mN3263700E4564100;4564150;3263750;7;4;–;–;–;–;–
CRS3035RES100mN3263700E4564200;4564250;3263750;14;17;–;–;–;–;–
CRS3035RES100mN3263700E4564300;4564350;3263750;17;17;–;–;–;–;–
CRS3035RES100mN3263700E4564400;4564450;3263750;24;22;4;–;–;4;–
CRS3035RES100mN3263700E4564500;4564550;3263750;61;56;4;–;6;–;–
CRS3035RES100mN3263700E4564600;4564650;3263750;10;3;4;4;–;–;–
CRS3035RES100mN3263700E4564700;4564750;3263750;69;60;9;3;–;4;–
CRS3035RES100mN3263700E4564800;4564850;3263750;35;34;3;–;–;3;–
CRS3035RES100mN3263700E4564900;4564950;3263750;54;52;3;–;–;–;–
CRS3035RES100mN3263700E4565000;4565050;3263750;62;52;7;7;–;–;–
CRS3035RES100mN3263700E4565100;4565150;3263750;32;32;–;–;–;–;–
CRS3035RES100mN3263700E4565200;4565250;3263750;66;62;–;3;–;–;–
CRS3035RES100mN3263700E4565300;4565350;3263750;162;157;3;6;–;–;–
CRS3035RES100mN3263700E4565500;4565550;3263750;3;3;–;–;–;–;–
CRS3035RES100mN3263700E4570600;4570650;3263750;20;19;–;–;–;–;–
CRS3035RES100mN3263700E4570700;4570750;3263750;11;8;–;–;–;–;–
CRS3035RES100mN3263700E4571800;4571850;3263750;7;3;3;–;3;–;–
CRS3035RES100mN3263700E4571900;4571950;3263750;4;4;–;–;–;–;–
CRS3035RES100mN3263700E4572900;4572950;3263750;7;7;–;–;–;–;–
CRS3035RES100mN3263700E4573600;4573650;3263750;10;10;–;–;–;–;–
CRS3035RES100mN3263700E4573700;4573750;3263750;35;35;–;–;–;–;–
CRS3035RES100mN3263700E4573800;4573850;3263750;5;6;–;–;–;–;–
CRS3035RES100mN3263700E4573900;4573950;3263750;24;24;–;–;–;–;–
CRS3035RES100mN3263700E4574000;4574050;3263750;22;21;–;–;–;–;–
CRS3035RES100mN3263700E4574100;4574150;3263750;41;32;12;–;–;12;–
CRS3035RES100mN3263700E4574200;4574250;3263750;44;42;3;3;–;–;–
CRS3035RES100mN3263800E4533200;4533250;3263850;9;9;–;–;–;–;–
CRS3035RES100mN3263800E4533300;4533350;3263850;17;15;4;3;–;–;–
CRS3035RES100mN3263800E4533400;4533450;3263850;3;3;–;–;–;–;–
CRS3035RES100mN3263800E4539700;4539750;3263850;39;35;5;–;–;3;–
CRS3035RES100mN3263800E4539800;4539850;3263850;40;36;5;–;3;3;–
CRS3035RES100mN3263800E4539900;4539950;3263850;44;35;7;4;4;3;–
CRS3035RES100mN3263800E4540000;4540050;3263850;17;11;5;–;6;–;–
CRS3035RES100mN3263800E4540100;4540150;3263850;13;10;3;–;–;3;–
CRS3035RES100mN3263800E4540200;4540250;3263850;28;19;7;3;–;3;–
CRS3035RES100mN3263800E4540300;4540350;3263850;33;31;–;–;–;–;–
CRS3035RES100mN3263800E4540400;4540450;3263850;32;28;5;–;–;4;–
CRS3035RES100mN3263800E4540500;4540550;3263850;32;24;10;3;4;3;–
CRS3035RES100mN3263800E4540600;4540650;3263850;42;32;7;3;6;–;–
CRS3035RES100mN3263800E4540700;4540750;3263850;5;4;3;–;–;–;3
CRS3035RES100mN3263800E4540800;4540850;3263850;17;15;–;–;–;–;–
CRS3035RES100mN3263800E4540900;4540950;3263850;23;20;–;3;–;–;–
CRS3035RES100mN3263800E4541000;4541050;3263850;22;21;3;–;–;–;–
CRS3035RES100mN3263800E4541100;4541150;3263850;37;29;9;5;–;3;–
CRS3035RES100mN3263800E4541200;4541250;3263850;20;10;6;3;3;3;–
CRS3035RES100mN3263800E4541300;4541350;3263850;16;16;–;–;–;–;–
CRS3035RES100mN3263800E4541400;4541450;3263850;37;28;11;4;3;4;–
CRS3035RES100mN3263800E4541500;4541550;3263850;15;13;–;–;–;–;–
CRS3035RES100mN3263800E4541600;4541650;3263850;50;43;6;4;–;3;–
CRS3035RES100mN3263800E4541700;4541750;3263850;63;48;12;–;–;6;–
CRS3035RES100mN3263800E4541800;4541850;3263850;86;80;10;3;–;4;–
CRS3035RES100mN3263800E4542300;4542350;3263850;28;22;9;–;–;3;–
CRS3035RES100mN3263800E4542400;4542450;3263850;26;23;6;4;–;–;–
CRS3035RES100mN3263800E4542500;4542550;3263850;37;36;3;3;–;–;–
CRS3035RES100mN3263800E4542600;4542650;3263850;28;21;5;–;–;3;–
CRS3035RES100mN3263800E4542700;4542750;3263850;59;26;37;3;31;3;–
CRS3035RES100mN3263800E4542800;4542850;3263850;63;49;16;–;–;11;–
CRS3035RES100mN3263800E4542900;4542950;3263850;58;42;12;3;–;8;–
CRS3035RES100mN3263800E4543100;4543150;3263850;427;389;38;31;4;–;3
CRS3035RES100mN3263800E4543200;4543250;3263850;39;29;11;–;4;10;–
CRS3035RES100mN3263800E4543300;4543350;3263850;67;47;16;3;6;12;–
CRS3035RES100mN3263800E4543400;4543450;3263850;19;16;3;–;–;–;–
CRS3035RES100mN3263800E4543500;4543550;3263850;131;98;32;13;11;9;–
CRS3035RES100mN3263800E4543600;4543650;3263850;151;119;35;8;10;18;–
CRS3035RES100mN3263800E4543700;4543750;3263850;197;140;53;21;8;25;–
CRS3035RES100mN3263800E4543800;4543850;3263850;140;117;24;6;–;16;3
CRS3035RES100mN3263800E4543900;4543950;3263850;104;81;25;13;3;8;–
CRS3035RES100mN3263800E4544000;4544050;3263850;48;42;4;3;–;5;–
CRS3035RES100mN3263800E4544100;4544150;3263850;22;22;3;3;–;–;–
CRS3035RES100mN3263800E4544200;4544250;3263850;39;36;6;–;4;5;–
CRS3035RES100mN3263800E4544300;4544350;3263850;33;23;7;8;–;3;–
CRS3035RES100mN3263800E4544400;4544450;3263850;76;73;5;–;3;4;–
CRS3035RES100mN3263800E4544500;4544550;3263850;45;38;5;3;–;–;–
CRS3035RES100mN3263800E4544600;4544650;3263850;91;85;9;4;–;4;–
CRS3035RES100mN3263800E4544700;4544750;3263850;64;49;14;7;–;5;–
CRS3035RES100mN3263800E4544800;4544850;3263850;72;61;11;7;4;–;–
CRS3035RES100mN3263800E4544900;4544950;3263850;58;51;8;3;–;5;–
CRS3035RES100mN3263800E4545000;4545050;3263850;63;54;7;–;3;7;–
CRS3035RES100mN3263800E4545100;4545150;3263850;59;48;14;6;–;7;–
CRS3035RES100mN3263800E4545200;4545250;3263850;98;70;28;16;7;8;–
CRS3035RES100mN3263800E4545300;4545350;3263850;36;27;7;–;–;4;–
CRS3035RES100mN3263800E4545400;4545450;3263850;90;81;10;–;3;6;–
CRS3035RES100mN3263800E4545500;4545550;3263850;42;34;4;4;–;3;–
CRS3035RES100mN3263800E4545600;4545650;3263850;65;56;10;7;–;–;–
CRS3035RES100mN3263800E4545700;4545750;3263850;44;38;9;3;5;–;–
CRS3035RES100mN3263800E4545800;4545850;3263850;64;56;7;–;3;4;–
CRS3035RES100mN3263800E4545900;4545950;3263850;17;17;–;–;–;–;–
CRS3035RES100mN3263800E4546000;4546050;3263850;37;33;–;–;–;3;–
CRS3035RES100mN3263800E4546100;4546150;3263850;43;35;5;–;–;–;–
CRS3035RES100mN3263800E4546200;4546250;3263850;47;39;12;7;–;–;–
CRS3035RES100mN3263800E4546300;4546350;3263850;10;7;4;–;–;3;–
CRS3035RES100mN3263800E4546400;4546450;3263850;131;83;51;14;8;25;–
CRS3035RES100mN3263800E4546900;4546950;3263850;49;40;11;3;–;4;–
CRS3035RES100mN3263800E4547000;4547050;3263850;73;60;15;4;5;6;–
CRS3035RES100mN3263800E4547100;4547150;3263850;42;39;5;3;–;–;–
CRS3035RES100mN3263800E4547200;4547250;3263850;49;42;5;–;3;3;–
CRS3035RES100mN3263800E4547300;4547350;3263850;61;49;9;–;3;4;–
CRS3035RES100mN3263800E4547400;4547450;3263850;12;7;3;–;–;–;–
CRS3035RES100mN3263800E4547500;4547550;3263850;52;33;17;7;5;4;–
CRS3035RES100mN3263800E4547600;4547650;3263850;80;69;8;–;3;4;–
CRS3035RES100mN3263800E4547700;4547750;3263850;86;73;11;4;–;5;–
CRS3035RES100mN3263800E4547800;4547850;3263850;117;92;27;10;7;7;–
CRS3035RES100mN3263800E4547900;4547950;3263850;48;45;3;–;3;–;–
CRS3035RES100mN3263800E4548000;4548050;3263850;27;26;5;4;3;–;–
CRS3035RES100mN3263800E4548100;4548150;3263850;207;176;34;14;10;8;–
CRS3035RES100mN3263800E4548200;4548250;3263850;218;174;48;21;17;8;–
CRS3035RES100mN3263800E4548300;4548350;3263850;122;93;32;12;6;16;–
CRS3035RES100mN3263800E4548400;4548450;3263850;53;30;21;17;–;3;–
CRS3035RES100mN3263800E4548500;4548550;3263850;159;93;63;16;23;25;–
CRS3035RES100mN3263800E4548600;4548650;3263850;157;126;34;11;8;15;–
CRS3035RES100mN3263800E4548700;4548750;3263850;167;137;33;8;10;14;–
CRS3035RES100mN3263800E4548900;4548950;3263850;107;88;20;9;4;3;–
CRS3035RES100mN3263800E4549000;4549050;3263850;146;118;26;10;13;5;–
CRS3035RES100mN3263800E4549100;4549150;3263850;139;117;24;9;8;6;–
CRS3035RES100mN3263800E4549200;4549250;3263850;48;34;17;10;–;4;–
CRS3035RES100mN3263800E4549300;4549350;3263850;65;50;13;4;–;11;–
CRS3035RES100mN3263800E4549400;4549450;3263850;168;138;30;13;13;–;–
CRS3035RES100mN3263800E4549500;4549550;3263850;167;137;32;10;13;9;–
CRS3035RES100mN3263800E4549600;4549650;3263850;64;50;13;6;3;5;–
CRS3035RES100mN3263800E4549700;4549750;3263850;40;39;4;3;–;3;–
CRS3035RES100mN3263800E4549800;4549850;3263850;3;–;–;–;–;–;–
CRS3035RES100mN3263800E4550000;4550050;3263850;3;3;–;–;–;–;–
CRS3035RES100mN3263800E4550100;4550150;3263850;22;11;9;3;3;4;–
CRS3035RES100mN3263800E4550200;4550250;3263850;97;71;25;4;8;12;–
CRS3035RES100mN3263800E4550700;4550750;3263850;399;130;268;19;117;126;–
CRS3035RES100mN3263800E4550800;4550850;3263850;136;122;14;8;–;5;–
CRS3035RES100mN3263800E4550900;4550950;3263850;102;90;13;4;–;8;–
CRS3035RES100mN3263800E4551000;4551050;3263850;137;119;16;8;3;6;–
CRS3035RES100mN3263800E4551100;4551150;3263850;98;63;37;12;24;3;–
CRS3035RES100mN3263800E4551200;4551250;3263850;126;83;45;7;30;5;–
CRS3035RES100mN3263800E4551300;4551350;3263850;141;78;62;14;21;24;–
CRS3035RES100mN3263800E4551400;4551450;3263850;100;56;47;13;18;11;–
CRS3035RES100mN3263800E4551500;4551550;3263850;31;22;10;3;–;10;–
CRS3035RES100mN3263800E4551600;4551650;3263850;44;37;6;5;–;3;–
CRS3035RES100mN3263800E4551700;4551750;3263850;55;51;5;–;3;–;–
CRS3035RES100mN3263800E4551800;4551850;3263850;49;39;9;3;4;3;–
CRS3035RES100mN3263800E4551900;4551950;3263850;36;36;–;–;–;–;–
CRS3035RES100mN3263800E4552000;4552050;3263850;20;18;3;3;–;–;–
CRS3035RES100mN3263800E4552100;4552150;3263850;35;30;6;–;–;3;–
CRS3035RES100mN3263800E4552200;4552250;3263850;34;30;8;5;9;–;–
CRS3035RES100mN3263800E4552300;4552350;3263850;29;30;3;3;–;–;–
CRS3035RES100mN3263800E4552400;4552450;3263850;58;49;8;–;5;3;–
CRS3035RES100mN3263800E4552800;4552850;3263850;36;33;8;–;8;–;–
CRS3035RES100mN3263800E4552900;4552950;3263850;61;59;6;–;–;5;–
CRS3035RES100mN3263800E4553000;4553050;3263850;14;8;3;–;–;3;–
CRS3035RES100mN3263800E4554500;4554550;3263850;74;44;31;4;3;23;–
CRS3035RES100mN3263800E4554600;4554650;3263850;38;36;4;3;3;–;–
CRS3035RES100mN3263800E4554700;4554750;3263850;11;11;–;–;–;–;–
CRS3035RES100mN3263800E4554800;4554850;3263850;24;24;–;–;–;–;–
CRS3035RES100mN3263800E4554900;4554950;3263850;11;6;3;3;–;–;–
CRS3035RES100mN3263800E4555000;4555050;3263850;3;3;–;–;–;–;–
CRS3035RES100mN3263800E4555500;4555550;3263850;26;21;8;4;–;–;–
CRS3035RES100mN3263800E4555600;4555650;3263850;116;84;29;12;8;9;–
CRS3035RES100mN3263800E4555700;4555750;3263850;95;80;15;3;9;5;–
CRS3035RES100mN3263800E4555800;4555850;3263850;96;67;25;3;5;13;–
CRS3035RES100mN3263800E4555900;4555950;3263850;56;45;12;3;6;3;–
CRS3035RES100mN3263800E4556000;4556050;3263850;47;32;13;6;7;3;–
CRS3035RES100mN3263800E4556100;4556150;3263850;177;92;83;28;36;22;–
CRS3035RES100mN3263800E4556200;4556250;3263850;181;138;46;19;17;10;–
CRS3035RES100mN3263800E4556300;4556350;3263850;65;53;13;3;7;5;–
CRS3035RES100mN3263800E4556400;4556450;3263850;75;45;28;4;21;3;–
CRS3035RES100mN3263800E4556500;4556550;3263850;25;23;4;–;–;–;–
CRS3035RES100mN3263800E4556600;4556650;3263850;30;27;6;3;–;6;–
CRS3035RES100mN3263800E4556700;4556750;3263850;41;23;17;6;12;4;–
CRS3035RES100mN3263800E4556800;4556850;3263850;10;7;–;–;–;–;–
CRS3035RES100mN3263800E4556900;4556950;3263850;40;22;15;–;5;6;–
CRS3035RES100mN3263800E4557000;4557050;3263850;36;26;9;3;6;–;–
CRS3035RES100mN3263800E4557100;4557150;3263850;53;39;16;6;4;5;–
CRS3035RES100mN3263800E4557200;4557250;3263850;44;34;12;3;6;3;–
CRS3035RES100mN3263800E4557300;4557350;3263850;41;33;11;–;4;5;–
CRS3035RES100mN3263800E4557400;4557450;3263850;52;42;11;–;8;4;–
CRS3035RES100mN3263800E4557500;4557550;3263850;40;33;7;–;7;–;–
CRS3035RES100mN3263800E4557600;4557650;3263850;40;36;6;3;–;4;–
CRS3035RES100mN3263800E4557700;4557750;3263850;32;27;8;3;4;3;–
CRS3035RES100mN3263800E4557800;4557850;3263850;31;26;5;–;–;3;–
CRS3035RES100mN3263800E4557900;4557950;3263850;43;43;4;4;–;–;–
