GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Deutschland;Ausland_Sonstige;EU27_Land;Sonstiges_Europa;Sonstige_Welt;Sonstige
CRS3035RES100mN3269500E4544100;4544150;3269550;76;59;17;3;9;7;–
CRS3035RES100mN3269500E4544200;4544250;3269550;46;44;6;–;–;3;–
CRS3035RES100mN3269500E4544300;4544350;3269550;17;13;7;3;3;–;–
CRS3035RES100mN3269500E4544400;4544450;3269550;81;47;31;8;15;10;–
CRS3035RES100mN3269500E4544500;4544550;3269550;51;42;10;5;–;5;–
CRS3035RES100mN3269500E4544600;4544650;3269550;173;137;35;12;8;15;–
CRS3035RES100mN3269500E4544700;4544750;3269550;244;163;78;13;33;32;–
CRS3035RES100mN3269500E4544800;4544850;3269550;116;54;61;9;33;21;–
CRS3035RES100mN3269500E4544900;4544950;3269550;49;29;22;7;9;3;–
CRS3035RES100mN3269500E4545000;4545050;3269550;242;184;61;16;20;22;–
CRS3035RES100mN3269500E4545100;4545150;3269550;61;42;15;6;3;11;–
CRS3035RES100mN3269500E4545300;4545350;3269550;56;40;14;5;6;3;–
CRS3035RES100mN3269500E4545400;4545450;3269550;122;59;60;13;27;19;–
CRS3035RES100mN3269500E4545500;4545550;3269550;42;28;15;4;–;12;–
CRS3035RES100mN3269500E4545600;4545650;3269550;91;64;30;5;4;18;–
CRS3035RES100mN3269500E4545700;4545750;3269550;133;92;43;21;8;13;–
CRS3035RES100mN3269500E4545800;4545850;3269550;51;45;11;3;4;11;–
CRS3035RES100mN3269500E4546100;4546150;3269550;118;67;48;9;17;26;–
CRS3035RES100mN3269500E4546200;4546250;3269550;325;239;84;26;29;29;–
CRS3035RES100mN3269500E4546300;4546350;3269550;146;117;27;12;3;17;–
CRS3035RES100mN3269500E4546400;4546450;3269550;250;188;64;16;14;33;–
CRS3035RES100mN3269500E4546500;4546550;3269550;65;39;28;9;12;7;–
CRS3035RES100mN3269500E4546600;4546650;3269550;153;112;39;13;13;10;3
CRS3035RES100mN3269500E4546700;4546750;3269550;395;328;65;14;16;35;–
CRS3035RES100mN3269500E4546800;4546850;3269550;346;272;74;32;21;26;–
CRS3035RES100mN3269500E4546900;4546950;3269550;127;96;30;15;8;5;–
CRS3035RES100mN3269500E4547000;4547050;3269550;88;65;25;10;3;11;–
CRS3035RES100mN3269500E4547100;4547150;3269550;24;7;21;3;4;13;–
CRS3035RES100mN3269500E4547200;4547250;3269550;283;171;111;31;31;48;–
CRS3035RES100mN3269500E4547300;4547350;3269550;208;150;57;36;7;13;–
CRS3035RES100mN3269500E4547400;4547450;3269550;240;178;63;15;8;38;–
CRS3035RES100mN3269500E4547500;4547550;3269550;270;201;65;33;12;20;–
CRS3035RES100mN3269500E4547600;4547650;3269550;360;241;117;16;51;47;–
CRS3035RES100mN3269500E4547700;4547750;3269550;122;81;42;18;16;7;–
CRS3035RES100mN3269500E4547800;4547850;3269550;108;74;31;9;6;14;–
CRS3035RES100mN3269500E4547900;4547950;3269550;234;190;47;15;7;24;–
CRS3035RES100mN3269500E4548000;4548050;3269550;176;148;30;9;7;11;–
CRS3035RES100mN3269500E4548100;4548150;3269550;88;62;27;11;6;10;–
CRS3035RES100mN3269500E4548300;4548350;3269550;183;149;32;12;7;13;–
CRS3035RES100mN3269500E4548400;4548450;3269550;339;259;81;21;32;26;–
CRS3035RES100mN3269500E4548500;4548550;3269550;196;154;39;18;14;7;3
CRS3035RES100mN3269500E4548600;4548650;3269550;244;194;52;18;17;16;–
CRS3035RES100mN3269500E4548700;4548750;3269550;410;304;104;37;34;27;–
CRS3035RES100mN3269500E4548800;4548850;3269550;67;46;22;11;3;8;–
CRS3035RES100mN3269500E4548900;4548950;3269550;60;43;15;3;11;6;–
CRS3035RES100mN3269500E4549000;4549050;3269550;122;67;56;7;32;19;–
CRS3035RES100mN3269500E4549100;4549150;3269550;342;236;104;24;52;27;3
CRS3035RES100mN3269500E4549200;4549250;3269550;149;106;46;8;24;10;–
CRS3035RES100mN3269500E4549300;4549350;3269550;99;70;27;6;7;14;–
CRS3035RES100mN3269500E4549400;4549450;3269550;333;253;80;27;31;22;–
CRS3035RES100mN3269500E4549500;4549550;3269550;53;32;21;5;14;3;–
CRS3035RES100mN3269500E4550000;4550050;3269550;109;85;25;6;9;10;–
CRS3035RES100mN3269500E4550100;4550150;3269550;327;225;104;27;20;55;–
CRS3035RES100mN3269500E4550200;4550250;3269550;200;126;69;26;14;32;–
CRS3035RES100mN3269500E4550500;4550550;3269550;50;47;4;3;–;–;–
CRS3035RES100mN3269500E4550600;4550650;3269550;64;58;9;7;–;8;–
CRS3035RES100mN3269500E4550700;4550750;3269550;73;58;14;3;7;4;–
CRS3035RES100mN3269500E4550800;4550850;3269550;53;34;17;5;4;11;–
CRS3035RES100mN3269500E4550900;4550950;3269550;176;124;54;14;13;29;–
CRS3035RES100mN3269500E4551000;4551050;3269550;304;260;41;19;15;7;–
CRS3035RES100mN3269500E4551100;4551150;3269550;274;201;70;22;23;26;–
CRS3035RES100mN3269500E4551200;4551250;3269550;390;308;79;26;40;19;3
CRS3035RES100mN3269500E4551300;4551350;3269550;473;360;114;32;42;39;–
CRS3035RES100mN3269500E4551400;4551450;3269550;354;278;78;21;20;42;–
CRS3035RES100mN3269500E4551500;4551550;3269550;355;270;83;27;31;25;–
CRS3035RES100mN3269500E4551600;4551650;3269550;272;190;82;24;20;41;–
CRS3035RES100mN3269500E4552300;4552350;3269550;170;142;31;15;4;9;–
CRS3035RES100mN3269500E4553400;4553450;3269550;287;182;106;28;48;31;–
CRS3035RES100mN3269500E4553500;4553550;3269550;66;44;19;3;19;3;–
CRS3035RES100mN3269500E4553600;4553650;3269550;276;188;87;24;24;37;–
CRS3035RES100mN3269500E4553700;4553750;3269550;134;81;51;7;24;20;–
CRS3035RES100mN3269500E4553800;4553850;3269550;382;252;132;43;38;51;–
CRS3035RES100mN3269500E4553900;4553950;3269550;301;166;138;43;39;53;–
CRS3035RES100mN3269500E4554000;4554050;3269550;413;265;146;55;31;57;–
CRS3035RES100mN3269500E4554100;4554150;3269550;320;185;135;47;52;38;–
CRS3035RES100mN3269500E4554200;4554250;3269550;376;235;143;42;35;63;–
CRS3035RES100mN3269500E4554300;4554350;3269550;370;253;121;50;36;35;–
CRS3035RES100mN3269500E4554400;4554450;3269550;324;206;120;38;30;52;–
CRS3035RES100mN3269500E4554500;4554550;3269550;109;69;42;18;11;12;–
CRS3035RES100mN3269500E4554600;4554650;3269550;282;170;110;55;34;20;–
CRS3035RES100mN3269500E4554700;4554750;3269550;230;156;76;39;13;19;–
CRS3035RES100mN3269500E4554800;4554850;3269550;233;160;76;34;29;12;–
CRS3035RES100mN3269500E4554900;4554950;3269550;248;179;71;29;18;19;–
CRS3035RES100mN3269500E4555000;4555050;3269550;173;97;79;24;22;31;–
CRS3035RES100mN3269500E4555100;4555150;3269550;357;271;87;38;16;33;–
CRS3035RES100mN3269500E4555200;4555250;3269550;408;283;124;44;41;41;–
CRS3035RES100mN3269500E4555300;4555350;3269550;24;17;9;3;3;3;–
CRS3035RES100mN3269500E4555400;4555450;3269550;122;69;57;22;18;13;–
CRS3035RES100mN3269500E4555500;4555550;3269550;179;104;76;27;30;20;–
CRS3035RES100mN3269500E4555800;4555850;3269550;3;3;–;–;–;–;–
CRS3035RES100mN3269500E4556200;4556250;3269550;145;119;26;13;10;8;–
CRS3035RES100mN3269500E4556300;4556350;3269550;326;273;50;24;14;15;–
CRS3035RES100mN3269500E4556400;4556450;3269550;157;141;13;7;4;3;–
CRS3035RES100mN3269500E4556500;4556550;3269550;18;15;–;3;–;–;–
CRS3035RES100mN3269500E4558700;4558750;3269550;3;3;–;–;–;–;–
CRS3035RES100mN3269500E4559500;4559550;3269550;64;58;3;–;–;3;–
CRS3035RES100mN3269500E4559600;4559650;3269550;80;76;5;–;–;5;–
CRS3035RES100mN3269500E4559700;4559750;3269550;61;53;9;5;3;3;–
CRS3035RES100mN3269500E4559800;4559850;3269550;34;34;4;4;–;–;–
CRS3035RES100mN3269500E4559900;4559950;3269550;52;51;–;–;–;–;–
CRS3035RES100mN3269500E4560100;4560150;3269550;79;62;15;8;3;4;–
CRS3035RES100mN3269500E4560200;4560250;3269550;133;102;32;4;4;20;–
CRS3035RES100mN3269500E4560300;4560350;3269550;82;72;13;9;–;8;–
CRS3035RES100mN3269500E4560400;4560450;3269550;68;54;10;3;–;6;–
CRS3035RES100mN3269500E4560500;4560550;3269550;127;119;6;3;3;3;–
CRS3035RES100mN3269500E4560600;4560650;3269550;103;91;15;5;7;–;–
CRS3035RES100mN3269500E4560700;4560750;3269550;22;14;5;5;–;–;–
CRS3035RES100mN3269500E4560800;4560850;3269550;28;32;–;–;–;–;–
CRS3035RES100mN3269500E4560900;4560950;3269550;44;39;7;–;5;–;–
CRS3035RES100mN3269500E4561000;4561050;3269550;13;13;–;–;–;–;–
CRS3035RES100mN3269500E4562300;4562350;3269550;11;13;–;–;–;–;–
CRS3035RES100mN3269500E4562400;4562450;3269550;10;10;–;–;–;–;–
CRS3035RES100mN3269500E4562500;4562550;3269550;6;6;–;–;–;–;–
CRS3035RES100mN3269500E4562600;4562650;3269550;37;35;4;3;4;–;–
CRS3035RES100mN3269500E4562700;4562750;3269550;38;24;10;–;5;–;–
CRS3035RES100mN3269500E4563000;4563050;3269550;34;29;3;–;–;3;–
CRS3035RES100mN3269500E4563100;4563150;3269550;47;46;–;–;–;–;–
CRS3035RES100mN3269500E4563200;4563250;3269550;8;8;–;–;–;–;–
CRS3035RES100mN3269500E4563700;4563750;3269550;24;24;3;3;–;–;–
CRS3035RES100mN3269500E4563800;4563850;3269550;30;30;–;–;–;–;–
CRS3035RES100mN3269500E4563900;4563950;3269550;42;37;4;–;–;–;–
CRS3035RES100mN3269500E4564000;4564050;3269550;9;8;3;–;–;3;–
CRS3035RES100mN3269500E4564100;4564150;3269550;32;27;–;–;–;–;–
CRS3035RES100mN3269500E4564200;4564250;3269550;31;26;4;–;–;7;–
CRS3035RES100mN3269500E4564300;4564350;3269550;28;24;3;–;–;3;–
CRS3035RES100mN3269500E4564400;4564450;3269550;21;19;3;–;–;–;–
CRS3035RES100mN3269500E4564500;4564550;3269550;19;17;–;–;–;–;–
CRS3035RES100mN3269500E4564600;4564650;3269550;37;31;3;–;–;3;–
CRS3035RES100mN3269500E4564700;4564750;3269550;26;26;–;–;–;–;–
CRS3035RES100mN3269500E4564800;4564850;3269550;26;28;–;–;–;–;–
CRS3035RES100mN3269500E4564900;4564950;3269550;29;29;–;–;–;–;–
CRS3035RES100mN3269500E4565000;4565050;3269550;43;36;6;3;–;3;–
CRS3035RES100mN3269500E4565100;4565150;3269550;15;15;–;–;–;–;–
CRS3035RES100mN3269500E4565200;4565250;3269550;25;29;–;–;–;–;–
CRS3035RES100mN3269500E4565300;4565350;3269550;27;27;–;–;–;–;–
CRS3035RES100mN3269500E4565400;4565450;3269550;31;31;–;–;–;–;–
CRS3035RES100mN3269500E4565500;4565550;3269550;19;19;–;–;–;–;–
CRS3035RES100mN3269500E4565600;4565650;3269550;29;29;–;–;–;–;–
CRS3035RES100mN3269500E4565700;4565750;3269550;29;29;3;–;–;3;–
CRS3035RES100mN3269500E4565800;4565850;3269550;24;20;3;–;3;–;–
CRS3035RES100mN3269500E4565900;4565950;3269550;26;26;–;–;–;–;–
CRS3035RES100mN3269500E4566000;4566050;3269550;24;21;–;–;–;–;–
CRS3035RES100mN3269500E4566100;4566150;3269550;40;33;6;5;3;–;–
CRS3035RES100mN3269500E4566200;4566250;3269550;24;20;3;–;3;–;–
CRS3035RES100mN3269500E4566300;4566350;3269550;33;27;–;–;–;–;–
CRS3035RES100mN3269600E4536700;4536750;3269650;20;17;–;3;–;–;–
CRS3035RES100mN3269600E4536800;4536850;3269650;21;23;–;–;–;–;–
CRS3035RES100mN3269600E4536900;4536950;3269650;52;38;11;3;3;10;–
CRS3035RES100mN3269600E4537000;4537050;3269650;31;26;6;3;–;3;–
CRS3035RES100mN3269600E4542200;4542250;3269650;28;21;4;4;–;–;–
CRS3035RES100mN3269600E4542300;4542350;3269650;41;37;3;–;3;–;–
CRS3035RES100mN3269600E4542400;4542450;3269650;45;35;12;10;4;–;–
CRS3035RES100mN3269600E4542500;4542550;3269650;21;19;3;–;–;–;–
CRS3035RES100mN3269600E4542900;4542950;3269650;40;26;11;6;3;4;–
CRS3035RES100mN3269600E4543000;4543050;3269650;76;52;26;8;10;3;–
CRS3035RES100mN3269600E4543100;4543150;3269650;36;26;10;3;–;8;–
CRS3035RES100mN3269600E4543200;4543250;3269650;42;34;10;4;4;4;–
CRS3035RES100mN3269600E4543300;4543350;3269650;41;29;10;–;6;4;–
CRS3035RES100mN3269600E4543400;4543450;3269650;36;25;13;6;6;–;–
CRS3035RES100mN3269600E4543500;4543550;3269650;51;35;12;4;4;4;–
CRS3035RES100mN3269600E4543600;4543650;3269650;35;19;13;–;13;3;–
CRS3035RES100mN3269600E4543700;4543750;3269650;22;16;7;3;7;–;–
CRS3035RES100mN3269600E4543800;4543850;3269650;15;15;–;–;–;–;–
CRS3035RES100mN3269600E4543900;4543950;3269650;68;47;20;12;5;5;–
CRS3035RES100mN3269600E4544000;4544050;3269650;30;24;5;–;3;3;–
CRS3035RES100mN3269600E4544100;4544150;3269650;58;46;15;3;4;3;–
CRS3035RES100mN3269600E4544200;4544250;3269650;45;34;14;–;7;5;–
CRS3035RES100mN3269600E4544300;4544350;3269650;17;16;3;–;3;–;–
CRS3035RES100mN3269600E4544500;4544550;3269650;35;23;14;5;3;3;–
CRS3035RES100mN3269600E4544600;4544650;3269650;161;108;55;18;22;11;–
CRS3035RES100mN3269600E4544700;4544750;3269650;145;101;46;19;8;22;–
CRS3035RES100mN3269600E4544800;4544850;3269650;81;28;52;7;9;32;–
CRS3035RES100mN3269600E4544900;4544950;3269650;60;48;16;4;3;9;–
CRS3035RES100mN3269600E4545000;4545050;3269650;40;29;8;3;3;4;–
CRS3035RES100mN3269600E4545300;4545350;3269650;63;41;24;8;7;9;–
CRS3035RES100mN3269600E4545400;4545450;3269650;131;101;30;11;9;11;–
CRS3035RES100mN3269600E4545500;4545550;3269650;27;22;8;–;4;–;–
CRS3035RES100mN3269600E4545600;4545650;3269650;125;97;27;9;15;6;–
CRS3035RES100mN3269600E4545700;4545750;3269650;180;151;30;17;3;6;–
CRS3035RES100mN3269600E4545800;4545850;3269650;135;92;44;8;7;30;–
CRS3035RES100mN3269600E4546000;4546050;3269650;3;3;–;–;–;–;–
CRS3035RES100mN3269600E4546100;4546150;3269650;84;52;29;5;15;14;–
CRS3035RES100mN3269600E4546200;4546250;3269650;180;125;52;17;26;8;–
CRS3035RES100mN3269600E4546300;4546350;3269650;341;283;56;9;22;22;–
CRS3035RES100mN3269600E4546400;4546450;3269650;159;94;64;14;28;22;–
CRS3035RES100mN3269600E4546500;4546550;3269650;82;63;20;5;5;7;–
CRS3035RES100mN3269600E4546600;4546650;3269650;271;140;132;35;39;57;–
CRS3035RES100mN3269600E4546700;4546750;3269650;303;204;102;36;25;41;–
CRS3035RES100mN3269600E4546800;4546850;3269650;296;230;64;10;24;29;–
CRS3035RES100mN3269600E4546900;4546950;3269650;228;170;60;22;15;27;–
CRS3035RES100mN3269600E4547000;4547050;3269650;12;9;–;–;–;–;–
CRS3035RES100mN3269600E4547100;4547150;3269650;164;111;51;20;15;16;3
CRS3035RES100mN3269600E4547200;4547250;3269650;324;192;133;38;44;50;–
CRS3035RES100mN3269600E4547300;4547350;3269650;216;167;49;22;13;15;–
CRS3035RES100mN3269600E4547400;4547450;3269650;380;296;82;36;12;33;–
CRS3035RES100mN3269600E4547500;4547550;3269650;187;165;26;11;4;12;–
CRS3035RES100mN3269600E4547600;4547650;3269650;202;155;49;18;14;16;–
CRS3035RES100mN3269600E4547700;4547750;3269650;160;117;44;21;7;16;–
CRS3035RES100mN3269600E4547800;4547850;3269650;165;121;46;21;8;17;–
CRS3035RES100mN3269600E4547900;4547950;3269650;168;113;53;18;20;15;–
CRS3035RES100mN3269600E4548000;4548050;3269650;139;88;47;16;16;15;–
CRS3035RES100mN3269600E4548100;4548150;3269650;18;3;12;3;6;7;–
CRS3035RES100mN3269600E4548200;4548250;3269650;133;88;44;18;5;20;–
CRS3035RES100mN3269600E4548300;4548350;3269650;266;178;86;32;18;36;–
CRS3035RES100mN3269600E4548400;4548450;3269650;204;159;50;20;18;13;–
CRS3035RES100mN3269600E4548500;4548550;3269650;197;161;33;12;11;11;–
CRS3035RES100mN3269600E4548700;4548750;3269650;252;184;70;31;12;28;–
CRS3035RES100mN3269600E4548800;4548850;3269650;168;135;31;10;9;7;–
CRS3035RES100mN3269600E4548900;4548950;3269650;206;163;42;14;8;20;–
CRS3035RES100mN3269600E4549000;4549050;3269650;197;138;62;19;26;17;–
CRS3035RES100mN3269600E4549100;4549150;3269650;363;268;95;31;22;32;3
CRS3035RES100mN3269600E4549200;4549250;3269650;300;230;68;17;23;29;–
CRS3035RES100mN3269600E4549300;4549350;3269650;112;84;31;9;4;15;–
CRS3035RES100mN3269600E4549400;4549450;3269650;177;104;71;19;11;38;–
CRS3035RES100mN3269600E4549500;4549550;3269650;216;166;47;29;12;12;–
CRS3035RES100mN3269600E4549600;4549650;3269650;157;119;35;14;8;13;–
CRS3035RES100mN3269600E4549700;4549750;3269650;332;245;88;43;17;29;–
CRS3035RES100mN3269600E4549800;4549850;3269650;198;148;52;24;15;18;–
CRS3035RES100mN3269600E4550100;4550150;3269650;372;268;102;43;13;46;–
CRS3035RES100mN3269600E4550200;4550250;3269650;249;196;58;30;10;16;–
CRS3035RES100mN3269600E4550800;4550850;3269650;20;21;3;–;3;–;–
CRS3035RES100mN3269600E4550900;4550950;3269650;135;98;35;14;8;12;3
CRS3035RES100mN3269600E4551000;4551050;3269650;156;102;55;16;20;17;–
CRS3035RES100mN3269600E4551100;4551150;3269650;325;252;71;23;14;32;–
CRS3035RES100mN3269600E4551200;4551250;3269650;215;171;40;13;14;9;3
CRS3035RES100mN3269600E4551300;4551350;3269650;270;208;63;31;8;23;–
CRS3035RES100mN3269600E4551400;4551450;3269650;358;273;84;27;40;16;–
CRS3035RES100mN3269600E4551500;4551550;3269650;437;320;119;31;62;26;–
CRS3035RES100mN3269600E4551600;4551650;3269650;364;299;62;25;17;21;–
CRS3035RES100mN3269600E4552300;4552350;3269650;123;98;26;8;10;5;–
CRS3035RES100mN3269600E4552400;4552450;3269650;155;122;35;11;10;10;–
CRS3035RES100mN3269600E4553000;4553050;3269650;162;98;64;25;12;28;–
CRS3035RES100mN3269600E4553100;4553150;3269650;25;13;9;3;–;7;–
CRS3035RES100mN3269600E4553300;4553350;3269650;125;101;21;11;3;7;–
CRS3035RES100mN3269600E4553400;4553450;3269650;28;12;14;4;3;3;–
CRS3035RES100mN3269600E4553500;4553550;3269650;104;53;55;12;27;13;–
CRS3035RES100mN3269600E4553600;4553650;3269650;137;60;73;19;26;28;–
CRS3035RES100mN3269600E4553700;4553750;3269650;502;272;233;83;73;76;–
CRS3035RES100mN3269600E4553800;4553850;3269650;279;146;131;49;34;42;4
CRS3035RES100mN3269600E4553900;4553950;3269650;457;251;207;89;40;73;–
CRS3035RES100mN3269600E4554000;4554050;3269650;390;253;139;49;25;61;7
CRS3035RES100mN3269600E4554100;4554150;3269650;189;128;58;21;18;15;–
CRS3035RES100mN3269600E4554200;4554250;3269650;360;242;116;39;30;47;–
CRS3035RES100mN3269600E4554300;4554350;3269650;328;222;107;35;39;29;–
CRS3035RES100mN3269600E4554400;4554450;3269650;386;245;142;52;50;38;–
CRS3035RES100mN3269600E4554500;4554550;3269650;294;214;82;38;16;23;3
CRS3035RES100mN3269600E4554600;4554650;3269650;165;114;51;28;6;15;–
CRS3035RES100mN3269600E4554700;4554750;3269650;181;118;62;11;27;23;–
CRS3035RES100mN3269600E4554800;4554850;3269650;312;242;73;14;20;32;–
CRS3035RES100mN3269600E4554900;4554950;3269650;311;206;102;52;22;29;–
CRS3035RES100mN3269600E4555000;4555050;3269650;417;198;216;73;37;103;3
CRS3035RES100mN3269600E4555100;4555150;3269650;30;20;13;9;–;–;–
CRS3035RES100mN3269600E4555200;4555250;3269650;597;283;315;34;66;216;–
CRS3035RES100mN3269600E4555300;4555350;3269650;296;192;106;36;38;33;–
CRS3035RES100mN3269600E4555400;4555450;3269650;508;331;175;59;49;64;–
CRS3035RES100mN3269600E4556100;4556150;3269650;105;84;23;14;4;5;–
CRS3035RES100mN3269600E4556200;4556250;3269650;269;241;30;12;11;9;–
CRS3035RES100mN3269600E4556300;4556350;3269650;199;172;24;12;8;7;–
CRS3035RES100mN3269600E4557200;4557250;3269650;4;4;–;–;–;–;–
CRS3035RES100mN3269600E4558600;4558650;3269650;5;5;–;–;–;–;–
CRS3035RES100mN3269600E4559100;4559150;3269650;3;3;–;–;–;–;–
CRS3035RES100mN3269600E4559400;4559450;3269650;5;5;–;–;–;–;–
CRS3035RES100mN3269600E4559500;4559550;3269650;29;23;3;–;3;–;–
CRS3035RES100mN3269600E4559600;4559650;3269650;89;75;17;–;4;7;–
CRS3035RES100mN3269600E4559700;4559750;3269650;58;56;–;–;–;–;–
CRS3035RES100mN3269600E4559800;4559850;3269650;25;28;–;–;–;–;–
CRS3035RES100mN3269600E4559900;4559950;3269650;25;23;4;3;–;3;–
CRS3035RES100mN3269600E4560000;4560050;3269650;91;78;10;3;–;8;–
CRS3035RES100mN3269600E4560100;4560150;3269650;180;157;25;10;5;14;–
CRS3035RES100mN3269600E4560200;4560250;3269650;88;70;15;–;5;8;–
CRS3035RES100mN3269600E4560300;4560350;3269650;148;137;12;4;3;–;–
CRS3035RES100mN3269600E4560400;4560450;3269650;126;90;39;10;16;14;–
CRS3035RES100mN3269600E4560500;4560550;3269650;224;201;21;7;10;5;–
CRS3035RES100mN3269600E4560600;4560650;3269650;121;112;6;4;5;–;3
CRS3035RES100mN3269600E4560700;4560750;3269650;25;29;–;–;–;–;–
CRS3035RES100mN3269600E4560800;4560850;3269650;26;22;6;6;–;–;–
CRS3035RES100mN3269600E4560900;4560950;3269650;5;5;–;–;–;–;–
CRS3035RES100mN3269600E4562200;4562250;3269650;8;8;–;–;–;–;–
CRS3035RES100mN3269600E4562300;4562350;3269650;22;19;3;–;–;3;–
CRS3035RES100mN3269600E4562400;4562450;3269650;20;17;–;–;–;–;–
CRS3035RES100mN3269600E4562500;4562550;3269650;10;10;–;–;–;–;–
CRS3035RES100mN3269600E4562600;4562650;3269650;44;40;3;3;–;3;–
CRS3035RES100mN3269600E4562700;4562750;3269650;28;24;3;–;3;–;–
CRS3035RES100mN3269600E4563000;4563050;3269650;16;16;–;–;–;–;–
CRS3035RES100mN3269600E4563100;4563150;3269650;6;6;–;–;–;–;–
CRS3035RES100mN3269600E4563200;4563250;3269650;6;6;–;–;–;–;–
CRS3035RES100mN3269600E4563300;4563350;3269650;10;10;3;–;–;3;–
CRS3035RES100mN3269600E4563400;4563450;3269650;11;11;–;–;–;–;–
CRS3035RES100mN3269600E4563500;4563550;3269650;3;3;–;–;–;–;–
CRS3035RES100mN3269600E4563600;4563650;3269650;22;17;7;–;6;–;–
CRS3035RES100mN3269600E4563700;4563750;3269650;31;31;–;–;–;–;–
CRS3035RES100mN3269600E4563800;4563850;3269650;20;19;3;3;–;–;–
CRS3035RES100mN3269600E4563900;4563950;3269650;23;20;4;–;–;–;–
CRS3035RES100mN3269600E4564000;4564050;3269650;28;25;6;3;–;–;–
CRS3035RES100mN3269600E4564100;4564150;3269650;20;16;–;–;–;–;–
CRS3035RES100mN3269600E4564200;4564250;3269650;20;20;–;–;–;–;–
CRS3035RES100mN3269600E4564300;4564350;3269650;28;28;3;3;–;–;–
CRS3035RES100mN3269600E4564400;4564450;3269650;25;25;–;–;–;–;–
CRS3035RES100mN3269600E4564500;4564550;3269650;24;21;3;–;3;3;–
