GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Haushalte;1_Person;2_Personen;3_Personen;4_Personen;5_Personen;6_Personen_und_mehr
CRS3035RES100mN3272200E4562000;4562050;3272250;8;–;3;–;–;–;–
CRS3035RES100mN3272200E4562200;4562250;3272250;114;86;18;10;4;–;–
CRS3035RES100mN3272200E4562300;4562350;3272250;99;39;37;11;7;3;–
CRS3035RES100mN3272200E4562400;4562450;3272250;40;13;15;10;–;4;3
CRS3035RES100mN3272200E4562800;4562850;3272250;4;–;–;–;–;–;–
CRS3035RES100mN3272200E4563300;4563350;3272250;3;–;–;–;–;–;–
CRS3035RES100mN3272200E4564100;4564150;3272250;3;3;3;–;–;–;–
CRS3035RES100mN3272200E4564200;4564250;3272250;3;–;3;–;–;–;–
CRS3035RES100mN3272200E4564300;4564350;3272250;30;24;6;–;–;–;–
CRS3035RES100mN3272200E4564400;4564450;3272250;10;5;3;3;–;–;–
CRS3035RES100mN3272200E4564500;4564550;3272250;3;–;–;–;–;–;–
CRS3035RES100mN3272200E4564600;4564650;3272250;21;17;–;3;3;–;–
CRS3035RES100mN3272200E4564700;4564750;3272250;21;13;6;3;–;–;–
CRS3035RES100mN3272200E4565000;4565050;3272250;6;–;3;–;–;–;–
CRS3035RES100mN3272200E4565100;4565150;3272250;8;6;4;–;–;–;–
CRS3035RES100mN3272200E4565200;4565250;3272250;3;–;–;–;–;–;–
CRS3035RES100mN3272200E4565300;4565350;3272250;16;10;4;–;–;–;–
CRS3035RES100mN3272200E4565400;4565450;3272250;8;–;3;4;3;–;–
CRS3035RES100mN3272200E4565500;4565550;3272250;9;4;3;–;–;–;–
CRS3035RES100mN3272200E4565600;4565650;3272250;5;3;–;–;–;–;–
CRS3035RES100mN3272200E4565700;4565750;3272250;6;6;–;–;–;–;–
CRS3035RES100mN3272200E4566300;4566350;3272250;5;–;–;4;–;–;–
CRS3035RES100mN3272200E4566500;4566550;3272250;3;–;–;–;–;–;–
CRS3035RES100mN3272300E4533200;4533250;3272350;9;–;–;–;4;3;–
CRS3035RES100mN3272300E4533300;4533350;3272350;4;–;–;–;–;–;–
CRS3035RES100mN3272300E4533400;4533450;3272350;4;–;3;–;–;–;–
CRS3035RES100mN3272300E4533500;4533550;3272350;8;–;–;–;–;–;–
CRS3035RES100mN3272300E4533600;4533650;3272350;9;–;4;3;3;–;–
CRS3035RES100mN3272300E4535200;4535250;3272350;3;–;3;–;–;–;–
CRS3035RES100mN3272300E4535300;4535350;3272350;4;–;3;–;–;–;–
CRS3035RES100mN3272300E4535400;4535450;3272350;3;–;4;3;–;–;–
CRS3035RES100mN3272300E4535500;4535550;3272350;22;5;7;4;3;3;–
CRS3035RES100mN3272300E4535600;4535650;3272350;13;8;8;–;–;–;–
CRS3035RES100mN3272300E4535700;4535750;3272350;123;61;36;10;14;4;3
CRS3035RES100mN3272300E4535800;4535850;3272350;46;16;12;7;6;4;–
CRS3035RES100mN3272300E4535900;4535950;3272350;118;34;39;18;21;14;–
CRS3035RES100mN3272300E4536100;4536150;3272350;55;30;13;7;5;–;3
CRS3035RES100mN3272300E4536200;4536250;3272350;46;30;8;8;3;3;–
CRS3035RES100mN3272300E4536300;4536350;3272350;93;51;24;7;8;–;3
CRS3035RES100mN3272300E4537100;4537150;3272350;24;11;9;–;–;–;–
CRS3035RES100mN3272300E4537200;4537250;3272350;4;4;3;–;–;–;–
CRS3035RES100mN3272300E4537700;4537750;3272350;133;113;16;–;3;–;–
CRS3035RES100mN3272300E4537800;4537850;3272350;103;51;28;13;5;3;3
CRS3035RES100mN3272300E4537900;4537950;3272350;74;36;15;8;4;6;–
CRS3035RES100mN3272300E4538000;4538050;3272350;104;55;32;12;3;4;3
CRS3035RES100mN3272300E4538100;4538150;3272350;61;36;14;6;3;3;3
CRS3035RES100mN3272300E4538200;4538250;3272350;36;26;5;4;3;–;–
CRS3035RES100mN3272300E4541200;4541250;3272350;3;–;–;–;–;–;–
CRS3035RES100mN3272300E4541300;4541350;3272350;5;–;–;–;3;–;–
CRS3035RES100mN3272300E4541800;4541850;3272350;16;7;10;–;–;–;–
CRS3035RES100mN3272300E4541900;4541950;3272350;10;8;3;3;–;–;–
CRS3035RES100mN3272300E4542000;4542050;3272350;30;13;9;5;3;4;–
CRS3035RES100mN3272300E4542100;4542150;3272350;37;30;3;–;–;–;–
CRS3035RES100mN3272300E4542200;4542250;3272350;119;69;31;4;7;4;–
CRS3035RES100mN3272300E4542300;4542350;3272350;67;51;10;4;3;–;3
CRS3035RES100mN3272300E4542400;4542450;3272350;77;47;12;6;9;–;–
CRS3035RES100mN3272300E4542500;4542550;3272350;6;3;–;–;3;3;–
CRS3035RES100mN3272300E4542600;4542650;3272350;22;12;5;3;4;–;–
CRS3035RES100mN3272300E4542700;4542750;3272350;39;28;11;3;3;3;–
CRS3035RES100mN3272300E4542800;4542850;3272350;31;13;9;–;8;–;3
CRS3035RES100mN3272300E4542900;4542950;3272350;14;4;7;3;–;–;–
CRS3035RES100mN3272300E4543000;4543050;3272350;14;6;5;–;3;–;–
CRS3035RES100mN3272300E4543100;4543150;3272350;8;3;–;–;–;–;–
CRS3035RES100mN3272300E4543200;4543250;3272350;22;7;3;4;–;3;3
CRS3035RES100mN3272300E4543300;4543350;3272350;34;24;6;4;3;–;–
CRS3035RES100mN3272300E4543400;4543450;3272350;33;19;8;3;–;–;–
CRS3035RES100mN3272300E4544000;4544050;3272350;17;14;–;3;–;–;–
CRS3035RES100mN3272300E4544100;4544150;3272350;171;108;34;16;5;–;3
CRS3035RES100mN3272300E4544200;4544250;3272350;122;66;13;13;19;6;6
CRS3035RES100mN3272300E4544300;4544350;3272350;160;97;25;22;15;5;3
CRS3035RES100mN3272300E4544400;4544450;3272350;34;13;10;3;5;8;–
CRS3035RES100mN3272300E4544500;4544550;3272350;134;74;31;8;14;3;–
CRS3035RES100mN3272300E4544600;4544650;3272350;86;36;23;10;7;6;3
CRS3035RES100mN3272300E4544700;4544750;3272350;104;77;9;9;–;3;–
CRS3035RES100mN3272300E4544900;4544950;3272350;192;111;52;10;10;–;3
CRS3035RES100mN3272300E4545000;4545050;3272350;77;44;16;7;8;–;–
CRS3035RES100mN3272300E4545100;4545150;3272350;187;122;32;14;10;3;9
CRS3035RES100mN3272300E4545200;4545250;3272350;174;118;35;11;7;–;–
CRS3035RES100mN3272300E4545300;4545350;3272350;160;111;23;13;11;3;–
CRS3035RES100mN3272300E4545500;4545550;3272350;19;14;7;3;–;–;–
CRS3035RES100mN3272300E4545600;4545650;3272350;88;54;25;4;3;–;–
CRS3035RES100mN3272300E4545700;4545750;3272350;19;5;6;3;–;–;3
CRS3035RES100mN3272300E4545800;4545850;3272350;82;52;12;9;8;–;–
CRS3035RES100mN3272300E4545900;4545950;3272350;160;118;24;14;5;3;–
CRS3035RES100mN3272300E4546000;4546050;3272350;191;124;41;17;5;–;–
CRS3035RES100mN3272300E4546100;4546150;3272350;94;59;10;11;9;3;–
CRS3035RES100mN3272300E4550400;4550450;3272350;81;39;22;9;–;–;–
CRS3035RES100mN3272300E4550500;4550550;3272350;86;35;28;17;3;–;–
CRS3035RES100mN3272300E4550600;4550650;3272350;78;44;17;10;3;–;–
CRS3035RES100mN3272300E4550800;4550850;3272350;15;10;3;–;3;–;–
CRS3035RES100mN3272300E4550900;4550950;3272350;44;37;8;–;–;–;–
CRS3035RES100mN3272300E4551000;4551050;3272350;30;28;3;3;3;–;–
CRS3035RES100mN3272300E4551100;4551150;3272350;9;9;–;–;–;–;–
CRS3035RES100mN3272300E4551300;4551350;3272350;16;16;–;–;–;–;–
CRS3035RES100mN3272300E4551500;4551550;3272350;6;–;3;–;3;–;–
CRS3035RES100mN3272300E4551600;4551650;3272350;61;31;24;4;3;4;–
CRS3035RES100mN3272300E4551700;4551750;3272350;106;46;35;17;6;3;4
CRS3035RES100mN3272300E4552000;4552050;3272350;227;143;57;15;12;3;–
CRS3035RES100mN3272300E4552100;4552150;3272350;253;152;68;19;12;4;–
CRS3035RES100mN3272300E4552200;4552250;3272350;107;65;26;12;4;–;–
CRS3035RES100mN3272300E4552300;4552350;3272350;89;70;3;8;6;–;–
CRS3035RES100mN3272300E4552500;4552550;3272350;40;27;5;3;9;–;3
CRS3035RES100mN3272300E4552600;4552650;3272350;82;66;8;6;–;–;–
CRS3035RES100mN3272300E4552700;4552750;3272350;118;51;27;13;14;10;8
CRS3035RES100mN3272300E4552800;4552850;3272350;95;50;18;12;7;3;6
CRS3035RES100mN3272300E4552900;4552950;3272350;5;–;–;–;–;–;3
CRS3035RES100mN3272300E4553200;4553250;3272350;21;19;–;–;–;–;–
CRS3035RES100mN3272300E4553300;4553350;3272350;122;105;5;7;5;–;–
CRS3035RES100mN3272300E4553400;4553450;3272350;20;13;3;–;–;–;–
CRS3035RES100mN3272300E4554100;4554150;3272350;3;–;–;–;–;–;–
CRS3035RES100mN3272300E4554300;4554350;3272350;104;68;20;9;4;3;3
CRS3035RES100mN3272300E4554900;4554950;3272350;98;71;16;10;3;–;–
CRS3035RES100mN3272300E4555000;4555050;3272350;72;45;14;4;3;–;–
CRS3035RES100mN3272300E4555100;4555150;3272350;261;167;50;28;13;4;3
CRS3035RES100mN3272300E4555200;4555250;3272350;149;99;28;9;–;–;6
CRS3035RES100mN3272300E4555300;4555350;3272350;207;164;28;12;3;3;3
CRS3035RES100mN3272300E4555400;4555450;3272350;259;175;48;17;10;3;3
CRS3035RES100mN3272300E4555500;4555550;3272350;297;218;54;11;8;–;3
CRS3035RES100mN3272300E4555600;4555650;3272350;216;164;30;16;7;–;–
CRS3035RES100mN3272300E4555700;4555750;3272350;203;156;33;10;5;–;4
CRS3035RES100mN3272300E4555800;4555850;3272350;176;133;24;11;3;4;4
CRS3035RES100mN3272300E4555900;4555950;3272350;238;179;38;10;6;–;–
CRS3035RES100mN3272300E4556000;4556050;3272350;169;117;36;12;3;3;3
CRS3035RES100mN3272300E4556100;4556150;3272350;159;100;33;20;10;7;–
CRS3035RES100mN3272300E4556200;4556250;3272350;250;154;61;20;13;–;3
CRS3035RES100mN3272300E4556300;4556350;3272350;207;157;26;11;9;6;–
CRS3035RES100mN3272300E4556400;4556450;3272350;200;119;48;17;14;–;–
CRS3035RES100mN3272300E4556500;4556550;3272350;354;215;66;51;11;7;–
CRS3035RES100mN3272300E4556600;4556650;3272350;198;142;30;19;4;3;6
CRS3035RES100mN3272300E4556700;4556750;3272350;109;75;21;9;3;–;3
CRS3035RES100mN3272300E4556800;4556850;3272350;69;46;12;11;–;–;–
CRS3035RES100mN3272300E4557000;4557050;3272350;87;44;30;9;3;3;3
CRS3035RES100mN3272300E4557100;4557150;3272350;6;–;–;–;–;–;–
CRS3035RES100mN3272300E4557200;4557250;3272350;180;93;50;17;16;4;3
CRS3035RES100mN3272300E4557300;4557350;3272350;197;127;45;14;10;5;–
CRS3035RES100mN3272300E4557400;4557450;3272350;129;58;36;15;12;9;–
CRS3035RES100mN3272300E4557600;4557650;3272350;173;74;54;24;13;3;3
CRS3035RES100mN3272300E4558200;4558250;3272350;18;10;6;3;3;–;–
CRS3035RES100mN3272300E4558300;4558350;3272350;69;49;14;6;–;–;–
CRS3035RES100mN3272300E4558400;4558450;3272350;141;96;21;12;6;3;3
CRS3035RES100mN3272300E4558500;4558550;3272350;113;89;16;5;4;–;–
CRS3035RES100mN3272300E4558600;4558650;3272350;190;141;29;10;7;4;3
CRS3035RES100mN3272300E4558700;4558750;3272350;95;73;14;9;3;–;–
CRS3035RES100mN3272300E4558800;4558850;3272350;165;111;27;12;9;6;–
CRS3035RES100mN3272300E4558900;4558950;3272350;73;37;18;12;4;–;3
CRS3035RES100mN3272300E4559000;4559050;3272350;23;12;9;–;–;–;–
CRS3035RES100mN3272300E4559100;4559150;3272350;19;3;4;4;–;3;–
CRS3035RES100mN3272300E4559200;4559250;3272350;196;122;55;23;3;3;–
CRS3035RES100mN3272300E4559300;4559350;3272350;79;39;18;14;6;3;–
CRS3035RES100mN3272300E4559400;4559450;3272350;267;161;74;22;11;3;–
CRS3035RES100mN3272300E4559500;4559550;3272350;128;94;21;9;6;3;–
CRS3035RES100mN3272300E4559700;4559750;3272350;114;68;30;8;3;3;–
CRS3035RES100mN3272300E4559800;4559850;3272350;108;56;22;13;8;6;9
CRS3035RES100mN3272300E4559900;4559950;3272350;146;88;36;13;5;–;–
CRS3035RES100mN3272300E4560000;4560050;3272350;103;54;28;8;11;3;–
CRS3035RES100mN3272300E4560100;4560150;3272350;134;122;11;–;–;–;–
CRS3035RES100mN3272300E4561400;4561450;3272350;12;3;3;4;4;–;–
CRS3035RES100mN3272300E4561500;4561550;3272350;10;–;–;–;–;–;–
CRS3035RES100mN3272300E4561600;4561650;3272350;12;5;5;3;–;–;–
CRS3035RES100mN3272300E4561700;4561750;3272350;13;3;8;3;–;–;–
CRS3035RES100mN3272300E4561800;4561850;3272350;10;7;–;3;–;–;–
CRS3035RES100mN3272300E4561900;4561950;3272350;6;4;–;–;–;–;–
CRS3035RES100mN3272300E4562000;4562050;3272350;5;3;3;3;–;–;–
CRS3035RES100mN3272300E4562100;4562150;3272350;39;19;5;–;8;–;–
CRS3035RES100mN3272300E4562200;4562250;3272350;139;83;36;13;7;–;–
CRS3035RES100mN3272300E4562300;4562350;3272350;144;61;44;25;11;–;–
CRS3035RES100mN3272300E4562400;4562450;3272350;117;60;31;20;9;–;–
CRS3035RES100mN3272300E4564100;4564150;3272350;7;3;–;–;–;–;–
CRS3035RES100mN3272300E4564300;4564350;3272350;44;24;13;6;–;3;–
CRS3035RES100mN3272300E4564400;4564450;3272350;23;10;5;4;–;–;–
CRS3035RES100mN3272300E4564500;4564550;3272350;20;–;10;3;–;3;–
CRS3035RES100mN3272300E4564600;4564650;3272350;14;6;6;–;–;–;–
CRS3035RES100mN3272300E4564700;4564750;3272350;11;10;–;3;–;–;–
CRS3035RES100mN3272300E4564800;4564850;3272350;80;78;3;3;–;–;–
CRS3035RES100mN3272300E4564900;4564950;3272350;4;3;–;–;3;–;–
CRS3035RES100mN3272300E4565000;4565050;3272350;15;7;6;4;–;–;–
CRS3035RES100mN3272300E4565100;4565150;3272350;12;–;10;3;3;–;–
CRS3035RES100mN3272300E4565200;4565250;3272350;13;3;7;3;–;–;–
CRS3035RES100mN3272300E4565300;4565350;3272350;10;–;9;3;–;–;–
CRS3035RES100mN3272300E4565400;4565450;3272350;9;3;3;–;3;–;–
CRS3035RES100mN3272300E4565500;4565550;3272350;11;–;3;–;3;–;–
CRS3035RES100mN3272300E4565600;4565650;3272350;25;12;12;–;–;–;–
CRS3035RES100mN3272300E4565700;4565750;3272350;24;10;11;–;4;–;–
CRS3035RES100mN3272300E4565800;4565850;3272350;3;–;–;–;–;–;–
CRS3035RES100mN3272300E4566200;4566250;3272350;27;20;–;3;–;–;–
CRS3035RES100mN3272400E4533200;4533250;3272450;7;3;–;4;–;3;–
CRS3035RES100mN3272400E4533400;4533450;3272450;6;–;3;–;3;3;–
CRS3035RES100mN3272400E4533500;4533550;3272450;10;–;4;–;3;3;–
CRS3035RES100mN3272400E4533600;4533650;3272450;4;–;–;–;–;–;–
CRS3035RES100mN3272400E4533800;4533850;3272450;6;–;5;–;–;–;–
CRS3035RES100mN3272400E4535300;4535350;3272450;48;18;10;6;10;3;4
CRS3035RES100mN3272400E4535400;4535450;3272450;111;43;18;14;13;17;5
CRS3035RES100mN3272400E4535500;4535550;3272450;13;3;8;–;–;–;–
CRS3035RES100mN3272400E4535600;4535650;3272450;65;50;5;4;–;–;–
CRS3035RES100mN3272400E4535700;4535750;3272450;78;42;27;6;3;–;–
CRS3035RES100mN3272400E4535800;4535850;3272450;25;14;6;3;4;–;–
CRS3035RES100mN3272400E4535900;4535950;3272450;26;14;4;5;–;–;–
CRS3035RES100mN3272400E4536000;4536050;3272450;47;29;5;4;4;3;–
CRS3035RES100mN3272400E4536100;4536150;3272450;138;67;34;23;10;–;–
CRS3035RES100mN3272400E4536200;4536250;3272450;38;13;9;6;6;4;–
CRS3035RES100mN3272400E4536300;4536350;3272450;123;26;33;22;31;8;6
CRS3035RES100mN3272400E4536400;4536450;3272450;74;17;17;12;8;10;3
CRS3035RES100mN3272400E4537000;4537050;3272450;38;17;12;8;–;–;–
CRS3035RES100mN3272400E4537100;4537150;3272450;94;49;24;10;6;–;3
CRS3035RES100mN3272400E4537200;4537250;3272450;32;14;10;7;3;–;–
CRS3035RES100mN3272400E4537600;4537650;3272450;34;17;8;5;–;–;–
CRS3035RES100mN3272400E4537700;4537750;3272450;111;71;22;9;–;–;–
CRS3035RES100mN3272400E4537800;4537850;3272450;125;94;22;11;3;–;3
CRS3035RES100mN3272400E4537900;4537950;3272450;62;35;10;13;3;3;3
CRS3035RES100mN3272400E4538000;4538050;3272450;87;39;27;13;4;3;3
CRS3035RES100mN3272400E4538100;4538150;3272450;80;52;16;10;3;–;–
CRS3035RES100mN3272400E4538200;4538250;3272450;127;87;20;11;–;3;3
CRS3035RES100mN3272400E4538300;4538350;3272450;23;21;3;3;–;–;–
CRS3035RES100mN3272400E4538700;4538750;3272450;27;13;8;3;–;–;–
CRS3035RES100mN3272400E4539300;4539350;3272450;3;–;–;–;–;–;–
CRS3035RES100mN3272400E4541200;4541250;3272450;11;–;–;–;6;–;–
CRS3035RES100mN3272400E4541800;4541850;3272450;49;20;20;3;3;3;3
CRS3035RES100mN3272400E4541900;4541950;3272450;25;9;10;3;3;–;–
CRS3035RES100mN3272400E4542000;4542050;3272450;58;37;15;4;3;–;4
CRS3035RES100mN3272400E4542100;4542150;3272450;119;51;40;20;5;–;–
CRS3035RES100mN3272400E4542200;4542250;3272450;73;40;22;10;3;–;–
CRS3035RES100mN3272400E4542300;4542350;3272450;157;118;24;10;3;–;–
CRS3035RES100mN3272400E4542400;4542450;3272450;80;56;10;5;8;3;–
CRS3035RES100mN3272400E4542500;4542550;3272450;8;–;–;–;–;–;–
CRS3035RES100mN3272400E4542600;4542650;3272450;11;6;5;–;–;–;3
CRS3035RES100mN3272400E4542700;4542750;3272450;29;16;9;3;3;–;3
CRS3035RES100mN3272400E4542800;4542850;3272450;11;5;3;–;–;–;3
CRS3035RES100mN3272400E4542900;4542950;3272450;8;5;3;–;–;–;–
CRS3035RES100mN3272400E4543000;4543050;3272450;16;8;6;–;–;–;–
CRS3035RES100mN3272400E4543100;4543150;3272450;24;17;7;–;–;3;–
CRS3035RES100mN3272400E4543200;4543250;3272450;11;–;4;–;–;–;–
CRS3035RES100mN3272400E4543300;4543350;3272450;21;12;4;4;3;4;–
CRS3035RES100mN3272400E4543400;4543450;3272450;37;23;3;3;4;–;3
CRS3035RES100mN3272400E4544000;4544050;3272450;69;43;15;7;6;–;–
CRS3035RES100mN3272400E4544100;4544150;3272450;34;17;11;3;3;–;3
CRS3035RES100mN3272400E4544200;4544250;3272450;40;21;8;4;3;–;3
CRS3035RES100mN3272400E4544300;4544350;3272450;186;107;31;18;19;5;4
CRS3035RES100mN3272400E4544400;4544450;3272450;74;44;10;10;5;–;6
CRS3035RES100mN3272400E4544500;4544550;3272450;202;105;42;27;17;7;3
CRS3035RES100mN3272400E4544600;4544650;3272450;142;86;17;17;15;5;–
CRS3035RES100mN3272400E4544700;4544750;3272450;42;22;6;6;5;–;–
CRS3035RES100mN3272400E4544900;4544950;3272450;134;62;30;14;15;4;–
CRS3035RES100mN3272400E4545000;4545050;3272450;114;63;24;10;7;–;3
CRS3035RES100mN3272400E4545100;4545150;3272450;190;125;31;19;8;6;3
CRS3035RES100mN3272400E4545200;4545250;3272450;159;92;31;22;5;7;–
CRS3035RES100mN3272400E4545300;4545350;3272450;140;99;20;10;5;3;3
CRS3035RES100mN3272400E4545400;4545450;3272450;23;22;–;–;–;–;–
CRS3035RES100mN3272400E4545500;4545550;3272450;16;6;4;–;–;–;–
CRS3035RES100mN3272400E4545600;4545650;3272450;196;150;22;14;8;–;–
CRS3035RES100mN3272400E4545700;4545750;3272450;112;92;14;3;–;–;–
CRS3035RES100mN3272400E4545800;4545850;3272450;139;101;19;10;8;–;–
CRS3035RES100mN3272400E4545900;4545950;3272450;90;59;17;5;4;–;–
CRS3035RES100mN3272400E4546000;4546050;3272450;135;84;27;8;7;3;–
CRS3035RES100mN3272400E4546100;4546150;3272450;129;53;36;25;8;3;–
CRS3035RES100mN3272400E4546200;4546250;3272450;30;21;3;6;–;3;–
CRS3035RES100mN3272400E4546300;4546350;3272450;86;32;40;9;3;–;–
CRS3035RES100mN3272400E4547000;4547050;3272450;9;4;3;–;4;–;–
CRS3035RES100mN3272400E4547300;4547350;3272450;19;9;3;–;5;–;–
CRS3035RES100mN3272400E4547400;4547450;3272450;28;22;5;3;–;–;–
CRS3035RES100mN3272400E4549200;4549250;3272450;4;–;3;–;–;–;–
CRS3035RES100mN3272400E4550400;4550450;3272450;82;38;25;8;3;3;4
CRS3035RES100mN3272400E4550500;4550550;3272450;17;13;5;–;–;–;–
CRS3035RES100mN3272400E4550700;4550750;3272450;19;14;8;–;–;–;3
CRS3035RES100mN3272400E4550800;4550850;3272450;3;–;–;–;–;–;–
CRS3035RES100mN3272400E4550900;4550950;3272450;27;27;–;–;–;–;–
CRS3035RES100mN3272400E4551000;4551050;3272450;7;7;–;–;–;–;–
CRS3035RES100mN3272400E4551100;4551150;3272450;5;8;3;–;–;–;–
CRS3035RES100mN3272400E4551300;4551350;3272450;3;3;–;–;–;–;–
CRS3035RES100mN3272400E4551500;4551550;3272450;15;–;–;–;–;–;–
CRS3035RES100mN3272400E4551600;4551650;3272450;69;49;12;8;3;–;–
CRS3035RES100mN3272400E4551700;4551750;3272450;10;5;4;–;3;–;–
CRS3035RES100mN3272400E4551800;4551850;3272450;19;8;9;4;–;–;–
CRS3035RES100mN3272400E4551900;4551950;3272450;48;37;5;5;3;–;–
CRS3035RES100mN3272400E4552100;4552150;3272450;239;171;51;5;13;–;–
CRS3035RES100mN3272400E4552200;4552250;3272450;154;97;40;12;–;–;–
CRS3035RES100mN3272400E4552300;4552350;3272450;30;30;–;–;–;–;–
CRS3035RES100mN3272400E4552400;4552450;3272450;41;21;13;–;–;–;4
CRS3035RES100mN3272400E4552500;4552550;3272450;70;44;15;6;7;–;–
CRS3035RES100mN3272400E4552600;4552650;3272450;46;23;15;3;3;–;3
CRS3035RES100mN3272400E4552700;4552750;3272450;133;101;18;10;3;–;–
CRS3035RES100mN3272400E4552800;4552850;3272450;33;23;5;–;3;–;3
CRS3035RES100mN3272400E4552900;4552950;3272450;169;119;28;10;7;–;–
CRS3035RES100mN3272400E4553000;4553050;3272450;122;60;34;17;11;3;3
CRS3035RES100mN3272400E4554200;4554250;3272450;275;145;73;28;21;8;3
CRS3035RES100mN3272400E4554300;4554350;3272450;104;87;7;7;4;–;–
CRS3035RES100mN3272400E4554900;4554950;3272450;47;30;13;4;–;–;3
CRS3035RES100mN3272400E4555000;4555050;3272450;90;73;11;–;3;–;–
CRS3035RES100mN3272400E4555100;4555150;3272450;180;112;44;10;12;–;3
CRS3035RES100mN3272400E4555200;4555250;3272450;172;136;29;–;3;–;–
CRS3035RES100mN3272400E4555300;4555350;3272450;111;88;16;5;3;–;–
CRS3035RES100mN3272400E4555400;4555450;3272450;14;5;5;–;–;–;–
CRS3035RES100mN3272400E4555500;4555550;3272450;128;75;38;7;4;–;–
CRS3035RES100mN3272400E4555600;4555650;3272450;195;142;29;11;5;–;3
CRS3035RES100mN3272400E4555700;4555750;3272450;116;87;17;4;–;–;–
CRS3035RES100mN3272400E4555800;4555850;3272450;188;159;13;9;–;4;–
CRS3035RES100mN3272400E4555900;4555950;3272450;310;229;47;20;10;3;–
CRS3035RES100mN3272400E4556000;4556050;3272450;11;11;–;–;–;–;–
CRS3035RES100mN3272400E4556100;4556150;3272450;245;189;35;10;–;–;4
CRS3035RES100mN3272400E4556200;4556250;3272450;305;222;39;25;12;–;4
CRS3035RES100mN3272400E4556300;4556350;3272450;215;159;29;15;5;3;5
CRS3035RES100mN3272400E4556400;4556450;3272450;105;74;20;8;3;–;3
CRS3035RES100mN3272400E4556500;4556550;3272450;84;68;12;–;–;3;–
CRS3035RES100mN3272400E4556600;4556650;3272450;130;87;22;3;10;3;4
CRS3035RES100mN3272400E4556700;4556750;3272450;375;303;43;21;4;–;3
CRS3035RES100mN3272400E4556800;4556850;3272450;138;95;33;6;3;–;–
CRS3035RES100mN3272400E4556900;4556950;3272450;133;66;33;16;14;4;–
CRS3035RES100mN3272400E4557000;4557050;3272450;43;27;13;3;–;–;–
CRS3035RES100mN3272400E4557100;4557150;3272450;197;111;60;14;7;–;–
CRS3035RES100mN3272400E4557200;4557250;3272450;151;80;37;23;11;3;–
CRS3035RES100mN3272400E4557300;4557350;3272450;173;83;60;12;12;5;–
CRS3035RES100mN3272400E4557400;4557450;3272450;197;107;44;19;20;3;4
CRS3035RES100mN3272400E4557600;4557650;3272450;128;55;36;13;12;3;–
CRS3035RES100mN3272400E4558400;4558450;3272450;49;36;9;3;3;3;–
CRS3035RES100mN3272400E4558500;4558550;3272450;163;156;5;3;–;–;–
CRS3035RES100mN3272400E4558600;4558650;3272450;154;105;30;11;4;3;–
CRS3035RES100mN3272400E4558700;4558750;3272450;94;38;29;7;10;4;–
CRS3035RES100mN3272400E4558800;4558850;3272450;215;179;24;9;3;–;–
CRS3035RES100mN3272400E4558900;4558950;3272450;38;15;11;5;3;–;–
CRS3035RES100mN3272400E4559000;4559050;3272450;5;–;–;–;–;–;–
CRS3035RES100mN3272400E4559100;4559150;3272450;132;65;15;22;16;8;3
CRS3035RES100mN3272400E4559200;4559250;3272450;132;33;33;40;21;4;3
CRS3035RES100mN3272400E4559300;4559350;3272450;42;26;8;6;5;–;–
CRS3035RES100mN3272400E4559400;4559450;3272450;135;76;15;22;12;3;3
CRS3035RES100mN3272400E4559500;4559550;3272450;131;73;36;14;8;–;–
CRS3035RES100mN3272400E4559600;4559650;3272450;133;55;57;12;9;–;–
CRS3035RES100mN3272400E4559700;4559750;3272450;133;74;41;12;5;–;–
CRS3035RES100mN3272400E4559800;4559850;3272450;33;14;5;8;3;–;4
CRS3035RES100mN3272400E4559900;4559950;3272450;90;45;13;15;9;6;5
CRS3035RES100mN3272400E4560000;4560050;3272450;218;117;59;23;15;3;–
CRS3035RES100mN3272400E4560100;4560150;3272450;129;70;32;15;10;6;–
CRS3035RES100mN3272400E4561400;4561450;3272450;4;–;–;3;–;–;–
CRS3035RES100mN3272400E4561500;4561550;3272450;3;–;–;–;–;–;–
CRS3035RES100mN3272400E4561700;4561750;3272450;17;5;4;3;–;–;–
CRS3035RES100mN3272400E4561800;4561850;3272450;13;3;7;5;–;–;–
CRS3035RES100mN3272400E4561900;4561950;3272450;5;–;–;–;–;–;–
CRS3035RES100mN3272400E4562100;4562150;3272450;64;38;16;3;4;–;–
CRS3035RES100mN3272400E4562200;4562250;3272450;50;22;19;6;7;–;–
CRS3035RES100mN3272400E4562300;4562350;3272450;51;19;18;11;3;–;–
CRS3035RES100mN3272400E4562400;4562450;3272450;72;35;19;11;4;–;–
CRS3035RES100mN3272400E4563900;4563950;3272450;23;4;8;5;–;–;–
CRS3035RES100mN3272400E4564000;4564050;3272450;3;3;–;–;–;–;–
CRS3035RES100mN3272400E4564200;4564250;3272450;6;3;–;–;–;–;–
CRS3035RES100mN3272400E4564300;4564350;3272450;55;29;12;5;3;–;–
CRS3035RES100mN3272400E4564400;4564450;3272450;37;17;17;–;4;3;–
CRS3035RES100mN3272400E4564500;4564550;3272450;12;7;8;–;–;–;–
CRS3035RES100mN3272400E4564600;4564650;3272450;10;–;5;–;–;–;–
CRS3035RES100mN3272400E4564700;4564750;3272450;20;8;8;–;3;–;3
