GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Haushalte;1_Person;2_Personen;3_Personen;4_Personen;5_Personen;6_Personen_und_mehr
CRS3035RES100mN3258600E4536300;4536350;3258650;4;–;–;–;–;–;–
CRS3035RES100mN3258600E4551000;4551050;3258650;7;–;3;3;–;3;3
CRS3035RES100mN3258600E4551100;4551150;3258650;4;–;–;–;–;–;–
CRS3035RES100mN3258600E4551300;4551350;3258650;16;8;4;–;–;–;–
CRS3035RES100mN3258600E4551600;4551650;3258650;24;10;3;6;5;3;–
CRS3035RES100mN3258600E4551700;4551750;3258650;24;11;3;5;4;3;3
CRS3035RES100mN3258600E4551800;4551850;3258650;27;9;10;–;4;–;–
CRS3035RES100mN3258600E4551900;4551950;3258650;75;40;21;10;5;–;–
CRS3035RES100mN3258600E4552000;4552050;3258650;14;10;3;3;–;–;–
CRS3035RES100mN3258600E4552100;4552150;3258650;24;–;3;8;11;3;–
CRS3035RES100mN3258600E4552200;4552250;3258650;13;–;4;–;3;3;–
CRS3035RES100mN3258600E4552300;4552350;3258650;25;10;7;3;4;–;–
CRS3035RES100mN3258600E4552400;4552450;3258650;11;5;3;3;–;–;–
CRS3035RES100mN3258600E4552500;4552550;3258650;21;8;8;–;–;–;–
CRS3035RES100mN3258600E4552600;4552650;3258650;26;11;14;–;–;–;–
CRS3035RES100mN3258600E4552700;4552750;3258650;72;35;24;9;4;–;3
CRS3035RES100mN3258600E4552800;4552850;3258650;28;21;4;3;3;–;–
CRS3035RES100mN3258600E4552900;4552950;3258650;21;10;9;–;–;–;–
CRS3035RES100mN3258600E4553000;4553050;3258650;15;7;5;–;3;–;–
CRS3035RES100mN3258600E4553100;4553150;3258650;28;10;11;5;–;3;–
CRS3035RES100mN3258600E4553200;4553250;3258650;116;68;33;10;6;–;–
CRS3035RES100mN3258600E4553300;4553350;3258650;105;62;26;11;3;–;–
CRS3035RES100mN3258600E4553400;4553450;3258650;56;32;17;–;3;–;–
CRS3035RES100mN3258600E4553500;4553550;3258650;110;78;16;8;8;–;–
CRS3035RES100mN3258600E4553600;4553650;3258650;17;3;10;–;–;–;–
CRS3035RES100mN3258600E4553700;4553750;3258650;14;–;11;–;3;–;–
CRS3035RES100mN3258600E4553800;4553850;3258650;19;4;4;7;3;–;–
CRS3035RES100mN3258600E4553900;4553950;3258650;19;8;11;3;3;–;–
CRS3035RES100mN3258600E4554000;4554050;3258650;26;20;6;3;3;–;–
CRS3035RES100mN3258600E4554100;4554150;3258650;11;–;7;–;–;–;–
CRS3035RES100mN3258600E4567400;4567450;3258650;3;–;–;–;–;–;–
CRS3035RES100mN3258600E4567500;4567550;3258650;13;–;4;3;3;3;3
CRS3035RES100mN3258600E4567600;4567650;3258650;13;3;4;3;–;–;–
CRS3035RES100mN3258600E4567700;4567750;3258650;11;–;4;–;3;–;–
CRS3035RES100mN3258600E4569100;4569150;3258650;14;9;3;4;–;–;–
CRS3035RES100mN3258700E4534600;4534650;3258750;8;3;3;–;–;–;–
CRS3035RES100mN3258700E4536100;4536150;3258750;5;3;–;–;–;–;–
CRS3035RES100mN3258700E4536200;4536250;3258750;5;4;3;3;–;–;–
CRS3035RES100mN3258700E4536300;4536350;3258750;6;3;–;3;–;–;–
CRS3035RES100mN3258700E4551000;4551050;3258750;12;–;4;3;5;–;–
CRS3035RES100mN3258700E4551100;4551150;3258750;12;–;3;3;4;–;–
CRS3035RES100mN3258700E4551200;4551250;3258750;17;9;7;–;3;–;–
CRS3035RES100mN3258700E4551300;4551350;3258750;21;12;7;6;–;–;–
CRS3035RES100mN3258700E4551400;4551450;3258750;25;12;8;3;3;–;–
CRS3035RES100mN3258700E4551500;4551550;3258750;6;3;3;–;–;–;–
CRS3035RES100mN3258700E4551600;4551650;3258750;16;7;4;–;3;–;–
CRS3035RES100mN3258700E4551700;4551750;3258750;13;3;7;3;3;–;–
CRS3035RES100mN3258700E4551800;4551850;3258750;12;7;4;–;–;–;–
CRS3035RES100mN3258700E4551900;4551950;3258750;17;6;5;4;4;–;3
CRS3035RES100mN3258700E4552000;4552050;3258750;8;–;3;–;3;3;–
CRS3035RES100mN3258700E4552100;4552150;3258750;24;–;5;4;15;–;3
CRS3035RES100mN3258700E4552200;4552250;3258750;22;4;8;3;3;–;3
CRS3035RES100mN3258700E4552300;4552350;3258750;14;6;3;3;3;3;–
CRS3035RES100mN3258700E4552400;4552450;3258750;25;5;8;–;4;–;–
CRS3035RES100mN3258700E4552500;4552550;3258750;14;12;–;–;–;–;–
CRS3035RES100mN3258700E4552600;4552650;3258750;47;19;21;9;–;–;–
CRS3035RES100mN3258700E4552700;4552750;3258750;139;84;48;5;3;–;–
CRS3035RES100mN3258700E4552800;4552850;3258750;120;74;36;4;3;3;–
CRS3035RES100mN3258700E4552900;4552950;3258750;4;–;–;–;–;–;–
CRS3035RES100mN3258700E4553000;4553050;3258750;10;3;3;3;–;–;–
CRS3035RES100mN3258700E4553100;4553150;3258750;39;13;13;10;3;3;–
CRS3035RES100mN3258700E4553200;4553250;3258750;55;34;18;8;4;–;–
CRS3035RES100mN3258700E4553300;4553350;3258750;91;48;23;11;4;–;–
CRS3035RES100mN3258700E4553400;4553450;3258750;130;71;32;21;3;5;–
CRS3035RES100mN3258700E4553500;4553550;3258750;124;74;39;3;3;–;–
CRS3035RES100mN3258700E4553600;4553650;3258750;24;9;7;4;5;–;–
CRS3035RES100mN3258700E4553700;4553750;3258750;13;3;4;–;3;–;3
CRS3035RES100mN3258700E4553800;4553850;3258750;18;10;7;5;–;–;–
CRS3035RES100mN3258700E4553900;4553950;3258750;26;11;11;–;–;–;–
CRS3035RES100mN3258700E4554000;4554050;3258750;14;4;7;–;3;–;–
CRS3035RES100mN3258700E4567600;4567650;3258750;7;–;–;–;–;–;–
CRS3035RES100mN3258700E4567700;4567750;3258750;15;5;4;3;3;–;–
CRS3035RES100mN3258700E4567800;4567850;3258750;3;–;–;–;–;–;–
CRS3035RES100mN3258800E4534500;4534550;3258850;19;3;6;5;5;–;–
CRS3035RES100mN3258800E4534700;4534750;3258850;13;3;3;–;–;–;–
CRS3035RES100mN3258800E4534800;4534850;3258850;33;12;10;7;–;4;–
CRS3035RES100mN3258800E4534900;4534950;3258850;19;18;–;–;3;–;–
CRS3035RES100mN3258800E4535000;4535050;3258850;3;–;–;–;–;–;–
CRS3035RES100mN3258800E4551000;4551050;3258850;8;3;–;–;–;3;–
CRS3035RES100mN3258800E4551100;4551150;3258850;20;5;7;4;3;–;–
CRS3035RES100mN3258800E4551200;4551250;3258850;16;4;6;–;4;–;–
CRS3035RES100mN3258800E4551300;4551350;3258850;28;11;10;7;–;–;–
CRS3035RES100mN3258800E4551400;4551450;3258850;17;5;7;–;3;3;–
CRS3035RES100mN3258800E4551500;4551550;3258850;6;–;–;–;–;–;–
CRS3035RES100mN3258800E4551600;4551650;3258850;17;8;6;3;–;–;–
CRS3035RES100mN3258800E4551700;4551750;3258850;19;7;5;3;–;3;–
CRS3035RES100mN3258800E4551800;4551850;3258850;12;–;3;–;–;–;–
CRS3035RES100mN3258800E4551900;4551950;3258850;11;4;3;–;–;–;–
CRS3035RES100mN3258800E4552000;4552050;3258850;22;3;–;5;7;8;–
CRS3035RES100mN3258800E4552100;4552150;3258850;19;7;4;3;–;4;–
CRS3035RES100mN3258800E4552200;4552250;3258850;42;13;10;11;4;5;–
CRS3035RES100mN3258800E4552300;4552350;3258850;86;33;38;6;3;3;–
CRS3035RES100mN3258800E4552400;4552450;3258850;87;9;22;12;18;13;10
CRS3035RES100mN3258800E4552500;4552550;3258850;124;60;23;21;13;4;5
CRS3035RES100mN3258800E4552600;4552650;3258850;68;34;23;5;7;–;–
CRS3035RES100mN3258800E4552700;4552750;3258850;128;98;26;4;–;3;–
CRS3035RES100mN3258800E4552800;4552850;3258850;40;15;21;3;3;–;3
CRS3035RES100mN3258800E4552900;4552950;3258850;39;27;3;5;–;–;3
CRS3035RES100mN3258800E4553000;4553050;3258850;9;6;–;–;3;–;–
CRS3035RES100mN3258800E4553100;4553150;3258850;17;5;7;3;3;–;–
CRS3035RES100mN3258800E4553200;4553250;3258850;32;14;9;4;–;–;–
CRS3035RES100mN3258800E4553300;4553350;3258850;38;14;18;–;–;–;–
CRS3035RES100mN3258800E4553400;4553450;3258850;21;6;7;3;–;–;–
CRS3035RES100mN3258800E4553500;4553550;3258850;27;14;10;3;3;–;–
CRS3035RES100mN3258800E4553600;4553650;3258850;17;6;4;4;3;–;–
CRS3035RES100mN3258800E4553700;4553750;3258850;11;4;5;–;3;–;–
CRS3035RES100mN3258800E4553800;4553850;3258850;21;10;4;6;3;–;3
CRS3035RES100mN3258800E4553900;4553950;3258850;12;3;7;–;3;–;–
CRS3035RES100mN3258800E4554000;4554050;3258850;18;4;8;3;–;–;–
CRS3035RES100mN3258800E4567700;4567750;3258850;4;–;–;–;–;–;–
CRS3035RES100mN3258900E4534500;4534550;3258950;19;–;3;8;3;–;3
CRS3035RES100mN3258900E4534600;4534650;3258950;14;3;–;4;–;–;3
CRS3035RES100mN3258900E4534700;4534750;3258950;3;–;3;–;–;–;–
CRS3035RES100mN3258900E4534800;4534850;3258950;11;–;–;–;–;–;–
CRS3035RES100mN3258900E4534900;4534950;3258950;16;10;3;3;–;–;–
CRS3035RES100mN3258900E4551000;4551050;3258950;19;11;9;–;3;–;–
CRS3035RES100mN3258900E4551100;4551150;3258950;12;–;7;3;–;–;–
CRS3035RES100mN3258900E4551200;4551250;3258950;17;6;5;3;–;–;–
CRS3035RES100mN3258900E4551300;4551350;3258950;23;10;9;5;3;–;–
CRS3035RES100mN3258900E4551400;4551450;3258950;15;5;9;–;–;3;–
CRS3035RES100mN3258900E4551500;4551550;3258950;18;–;6;3;5;3;–
CRS3035RES100mN3258900E4551600;4551650;3258950;14;3;4;–;3;–;–
CRS3035RES100mN3258900E4551700;4551750;3258950;29;15;8;3;5;–;–
CRS3035RES100mN3258900E4551800;4551850;3258950;11;3;–;3;3;–;–
CRS3035RES100mN3258900E4551900;4551950;3258950;5;3;3;3;–;–;–
CRS3035RES100mN3258900E4552000;4552050;3258950;21;–;4;3;10;–;–
CRS3035RES100mN3258900E4552100;4552150;3258950;16;4;–;3;5;3;3
CRS3035RES100mN3258900E4552200;4552250;3258950;67;20;24;15;9;4;3
CRS3035RES100mN3258900E4552300;4552350;3258950;65;15;20;14;14;3;–
CRS3035RES100mN3258900E4552400;4552450;3258950;38;5;15;10;3;5;–
CRS3035RES100mN3258900E4552500;4552550;3258950;164;95;35;9;20;3;–
CRS3035RES100mN3258900E4552900;4552950;3258950;49;38;10;–;–;–;–
CRS3035RES100mN3258900E4553000;4553050;3258950;3;–;–;–;–;–;–
CRS3035RES100mN3258900E4553200;4553250;3258950;11;–;9;–;–;–;3
CRS3035RES100mN3258900E4553300;4553350;3258950;11;6;5;–;–;4;–
CRS3035RES100mN3258900E4553400;4553450;3258950;29;13;12;–;–;–;–
CRS3035RES100mN3258900E4553500;4553550;3258950;8;3;3;–;–;–;–
CRS3035RES100mN3258900E4553600;4553650;3258950;75;22;46;–;–;–;–
CRS3035RES100mN3258900E4553700;4553750;3258950;24;7;9;4;–;–;–
CRS3035RES100mN3258900E4553800;4553850;3258950;12;10;3;3;–;–;–
CRS3035RES100mN3258900E4553900;4553950;3258950;24;6;5;–;3;–;–
CRS3035RES100mN3258900E4554000;4554050;3258950;57;25;19;5;7;–;–
CRS3035RES100mN3259000E4534400;4534450;3259050;4;–;3;3;–;–;–
CRS3035RES100mN3259000E4534700;4534750;3259050;3;–;3;3;–;–;–
CRS3035RES100mN3259000E4534800;4534850;3259050;3;–;–;–;–;–;–
CRS3035RES100mN3259000E4551000;4551050;3259050;14;–;11;3;3;–;–
CRS3035RES100mN3259000E4551100;4551150;3259050;10;6;7;–;–;–;–
CRS3035RES100mN3259000E4551200;4551250;3259050;11;4;4;3;3;–;–
CRS3035RES100mN3259000E4551300;4551350;3259050;24;5;10;8;3;–;–
CRS3035RES100mN3259000E4551400;4551450;3259050;21;9;6;–;3;3;–
CRS3035RES100mN3259000E4551500;4551550;3259050;22;6;3;8;3;–;–
CRS3035RES100mN3259000E4551600;4551650;3259050;28;12;10;3;3;3;3
CRS3035RES100mN3259000E4551700;4551750;3259050;15;5;4;3;–;–;3
CRS3035RES100mN3259000E4551800;4551850;3259050;13;6;3;–;–;–;–
CRS3035RES100mN3259000E4551900;4551950;3259050;16;–;6;6;–;–;–
CRS3035RES100mN3259000E4552000;4552050;3259050;16;5;5;4;4;–;–
CRS3035RES100mN3259000E4552100;4552150;3259050;14;6;6;–;3;–;–
CRS3035RES100mN3259000E4552200;4552250;3259050;31;8;12;10;–;–;–
CRS3035RES100mN3259000E4552300;4552350;3259050;168;112;33;12;8;4;–
CRS3035RES100mN3259000E4552400;4552450;3259050;123;83;26;6;4;3;3
CRS3035RES100mN3259000E4552500;4552550;3259050;24;15;6;3;–;–;–
CRS3035RES100mN3259000E4552800;4552850;3259050;5;–;–;3;–;–;–
CRS3035RES100mN3259000E4552900;4552950;3259050;38;21;15;–;3;–;–
CRS3035RES100mN3259000E4553000;4553050;3259050;13;5;5;3;–;3;–
CRS3035RES100mN3259000E4553200;4553250;3259050;13;7;–;5;–;–;–
CRS3035RES100mN3259000E4553300;4553350;3259050;15;7;4;3;4;–;–
CRS3035RES100mN3259000E4553400;4553450;3259050;14;6;10;–;–;–;–
CRS3035RES100mN3259000E4553500;4553550;3259050;8;4;–;–;–;–;3
CRS3035RES100mN3259000E4553700;4553750;3259050;42;12;11;11;5;3;3
CRS3035RES100mN3259000E4553800;4553850;3259050;161;64;56;24;12;10;–
CRS3035RES100mN3259000E4553900;4553950;3259050;63;36;15;6;3;–;–
CRS3035RES100mN3259000E4568700;4568750;3259050;4;3;–;–;–;–;–
CRS3035RES100mN3259100E4551000;4551050;3259150;8;4;3;3;–;–;–
CRS3035RES100mN3259100E4551100;4551150;3259150;26;6;10;5;3;–;3
CRS3035RES100mN3259100E4551200;4551250;3259150;19;4;3;10;4;–;–
CRS3035RES100mN3259100E4551300;4551350;3259150;18;8;6;5;–;–;–
CRS3035RES100mN3259100E4551400;4551450;3259150;27;6;14;3;–;–;–
CRS3035RES100mN3259100E4551500;4551550;3259150;20;4;7;4;–;–;–
CRS3035RES100mN3259100E4551600;4551650;3259150;9;3;6;–;3;–;–
CRS3035RES100mN3259100E4551700;4551750;3259150;14;–;8;–;3;–;–
CRS3035RES100mN3259100E4551800;4551850;3259150;5;3;4;–;–;–;–
CRS3035RES100mN3259100E4551900;4551950;3259150;24;3;3;10;5;–;–
CRS3035RES100mN3259100E4552000;4552050;3259150;32;19;5;4;–;–;–
CRS3035RES100mN3259100E4552100;4552150;3259150;45;28;10;6;3;3;–
CRS3035RES100mN3259100E4552200;4552250;3259150;96;37;22;17;12;3;3
CRS3035RES100mN3259100E4552300;4552350;3259150;90;28;20;17;11;12;–
CRS3035RES100mN3259100E4552400;4552450;3259150;95;43;17;17;12;9;4
CRS3035RES100mN3259100E4552500;4552550;3259150;72;27;26;9;5;4;–
CRS3035RES100mN3259100E4552600;4552650;3259150;95;51;21;12;8;3;–
CRS3035RES100mN3259100E4552700;4552750;3259150;57;50;5;–;–;–;–
CRS3035RES100mN3259100E4552900;4552950;3259150;81;57;18;3;–;–;3
CRS3035RES100mN3259100E4553000;4553050;3259150;31;24;3;3;3;–;–
CRS3035RES100mN3259100E4553100;4553150;3259150;20;8;8;–;3;3;–
CRS3035RES100mN3259100E4553400;4553450;3259150;8;4;3;–;–;–;–
CRS3035RES100mN3259100E4553500;4553550;3259150;15;7;3;–;3;3;–
CRS3035RES100mN3259100E4553600;4553650;3259150;58;20;6;11;–;6;6
CRS3035RES100mN3259100E4553700;4553750;3259150;119;110;7;–;3;–;–
CRS3035RES100mN3259100E4553800;4553850;3259150;159;76;55;17;7;3;3
CRS3035RES100mN3259100E4553900;4553950;3259150;214;175;30;3;3;–;–
CRS3035RES100mN3259100E4568500;4568550;3259150;4;–;4;–;–;–;–
CRS3035RES100mN3259100E4568600;4568650;3259150;5;3;–;–;–;–;–
CRS3035RES100mN3259100E4568700;4568750;3259150;3;3;–;3;–;–;–
CRS3035RES100mN3259200E4551100;4551150;3259250;31;6;9;4;12;–;–
CRS3035RES100mN3259200E4551200;4551250;3259250;24;3;5;6;8;–;–
CRS3035RES100mN3259200E4551300;4551350;3259250;24;5;8;5;6;3;–
CRS3035RES100mN3259200E4551400;4551450;3259250;16;3;3;3;5;3;–
CRS3035RES100mN3259200E4551500;4551550;3259250;18;4;7;–;3;3;–
CRS3035RES100mN3259200E4551600;4551650;3259250;16;–;8;3;4;–;3
CRS3035RES100mN3259200E4551700;4551750;3259250;5;–;–;4;–;–;–
CRS3035RES100mN3259200E4551800;4551850;3259250;19;–;–;3;4;3;3
CRS3035RES100mN3259200E4551900;4551950;3259250;30;13;10;–;3;3;–
CRS3035RES100mN3259200E4552000;4552050;3259250;93;73;13;6;3;3;–
CRS3035RES100mN3259200E4552100;4552150;3259250;44;32;8;–;–;–;–
CRS3035RES100mN3259200E4552200;4552250;3259250;93;34;19;18;14;3;3
CRS3035RES100mN3259200E4552300;4552350;3259250;79;25;24;15;20;–;–
CRS3035RES100mN3259200E4552400;4552450;3259250;196;135;43;7;11;3;–
CRS3035RES100mN3259200E4552700;4552750;3259250;46;44;–;–;–;–;–
CRS3035RES100mN3259200E4552800;4552850;3259250;3;4;–;–;–;–;–
CRS3035RES100mN3259200E4552900;4552950;3259250;57;37;17;–;–;3;–
CRS3035RES100mN3259200E4553000;4553050;3259250;17;8;10;3;–;–;–
CRS3035RES100mN3259200E4553100;4553150;3259250;34;18;11;–;3;–;–
CRS3035RES100mN3259200E4553200;4553250;3259250;15;3;9;4;3;–;–
CRS3035RES100mN3259200E4553300;4553350;3259250;7;–;3;4;–;–;–
CRS3035RES100mN3259200E4553400;4553450;3259250;21;7;7;–;3;–;–
CRS3035RES100mN3259200E4553500;4553550;3259250;58;31;13;3;3;–;3
CRS3035RES100mN3259200E4553600;4553650;3259250;119;55;17;16;11;15;8
CRS3035RES100mN3259200E4553700;4553750;3259250;43;17;3;4;15;–;4
CRS3035RES100mN3259200E4553800;4553850;3259250;176;60;56;18;21;18;10
CRS3035RES100mN3259200E4553900;4553950;3259250;98;35;19;24;11;7;4
CRS3035RES100mN3259200E4563200;4563250;3259250;4;–;4;3;–;–;–
CRS3035RES100mN3259200E4563300;4563350;3259250;21;4;7;6;3;4;–
CRS3035RES100mN3259200E4563400;4563450;3259250;12;7;6;3;–;–;–
CRS3035RES100mN3259200E4563500;4563550;3259250;9;3;4;–;–;–;–
CRS3035RES100mN3259200E4563600;4563650;3259250;7;3;4;–;3;–;–
CRS3035RES100mN3259200E4568200;4568250;3259250;9;–;–;–;–;–;–
CRS3035RES100mN3259200E4568300;4568350;3259250;17;14;–;3;–;–;–
CRS3035RES100mN3259200E4568400;4568450;3259250;8;3;4;–;–;–;–
CRS3035RES100mN3259200E4568500;4568550;3259250;13;–;4;3;–;3;3
CRS3035RES100mN3259200E4568600;4568650;3259250;10;–;4;–;3;–;–
CRS3035RES100mN3259300E4550200;4550250;3259350;3;–;–;–;–;–;–
CRS3035RES100mN3259300E4551100;4551150;3259350;25;4;9;4;5;3;–
CRS3035RES100mN3259300E4551200;4551250;3259350;19;10;5;5;–;–;–
CRS3035RES100mN3259300E4551300;4551350;3259350;21;7;12;3;3;–;–
CRS3035RES100mN3259300E4551400;4551450;3259350;17;4;8;–;–;–;–
CRS3035RES100mN3259300E4551500;4551550;3259350;21;8;8;–;3;–;–
CRS3035RES100mN3259300E4551600;4551650;3259350;12;3;5;3;–;3;–
CRS3035RES100mN3259300E4551700;4551750;3259350;3;–;–;–;–;–;–
CRS3035RES100mN3259300E4551800;4551850;3259350;17;3;4;5;3;–;3
CRS3035RES100mN3259300E4551900;4551950;3259350;29;13;7;8;–;–;–
CRS3035RES100mN3259300E4552000;4552050;3259350;13;7;3;3;–;–;–
CRS3035RES100mN3259300E4552100;4552150;3259350;79;57;17;4;3;–;–
CRS3035RES100mN3259300E4552200;4552250;3259350;136;92;27;8;6;3;3
CRS3035RES100mN3259300E4552300;4552350;3259350;9;3;5;–;–;–;–
CRS3035RES100mN3259300E4552400;4552450;3259350;5;–;–;–;–;–;–
CRS3035RES100mN3259300E4552800;4552850;3259350;37;16;11;5;6;3;–
CRS3035RES100mN3259300E4552900;4552950;3259350;33;10;14;3;–;3;–
CRS3035RES100mN3259300E4553000;4553050;3259350;4;3;–;3;–;–;–
CRS3035RES100mN3259300E4553100;4553150;3259350;21;16;3;3;3;–;–
CRS3035RES100mN3259300E4553200;4553250;3259350;30;7;8;–;3;3;–
CRS3035RES100mN3259300E4553300;4553350;3259350;76;39;22;9;5;3;–
CRS3035RES100mN3259300E4553400;4553450;3259350;84;32;25;9;13;3;3
CRS3035RES100mN3259300E4553500;4553550;3259350;30;18;4;5;3;3;–
CRS3035RES100mN3259300E4553600;4553650;3259350;59;24;8;5;5;9;5
CRS3035RES100mN3259300E4553700;4553750;3259350;137;49;16;24;17;14;14
CRS3035RES100mN3259300E4553800;4553850;3259350;82;38;19;7;7;7;3
CRS3035RES100mN3259300E4563300;4563350;3259350;4;–;3;–;–;–;–
CRS3035RES100mN3259300E4563400;4563450;3259350;9;–;5;3;–;–;–
CRS3035RES100mN3259300E4563500;4563550;3259350;3;–;–;–;–;–;–
CRS3035RES100mN3259300E4563600;4563650;3259350;11;–;6;–;–;–;–
CRS3035RES100mN3259300E4563700;4563750;3259350;9;3;5;–;–;–;–
CRS3035RES100mN3259300E4563800;4563850;3259350;4;–;–;3;3;–;–
CRS3035RES100mN3259300E4563900;4563950;3259350;11;3;–;–;–;–;3
CRS3035RES100mN3259300E4568100;4568150;3259350;12;–;6;3;3;–;–
CRS3035RES100mN3259300E4568200;4568250;3259350;13;–;7;3;3;–;–
CRS3035RES100mN3259300E4568300;4568350;3259350;9;3;7;–;–;–;–
CRS3035RES100mN3259300E4568400;4568450;3259350;10;3;6;–;–;–;–
CRS3035RES100mN3259300E4568500;4568550;3259350;14;3;5;4;–;–;–
CRS3035RES100mN3259300E4568600;4568650;3259350;6;3;–;–;–;–;–
CRS3035RES100mN3259400E4550100;4550150;3259450;6;–;–;–;–;–;–
CRS3035RES100mN3259400E4550200;4550250;3259450;4;–;–;–;–;–;–
CRS3035RES100mN3259400E4551100;4551150;3259450;38;9;10;12;–;–;–
CRS3035RES100mN3259400E4551200;4551250;3259450;29;11;11;8;–;3;–
CRS3035RES100mN3259400E4551300;4551350;3259450;15;–;8;–;–;–;–
CRS3035RES100mN3259400E4551400;4551450;3259450;12;–;7;3;–;–;–
CRS3035RES100mN3259400E4551500;4551550;3259450;14;8;3;3;3;–;–
CRS3035RES100mN3259400E4551600;4551650;3259450;8;–;7;–;–;–;3
CRS3035RES100mN3259400E4551700;4551750;3259450;3;–;–;–;–;–;–
CRS3035RES100mN3259400E4551800;4551850;3259450;3;3;–;3;–;–;–
CRS3035RES100mN3259400E4551900;4551950;3259450;29;13;13;6;3;–;–
CRS3035RES100mN3259400E4552000;4552050;3259450;18;9;8;3;3;–;–
CRS3035RES100mN3259400E4552100;4552150;3259450;62;35;20;4;–;–;–
CRS3035RES100mN3259400E4552200;4552250;3259450;7;3;3;–;–;–;–
CRS3035RES100mN3259400E4552300;4552350;3259450;13;4;3;3;4;3;–
CRS3035RES100mN3259400E4552400;4552450;3259450;17;8;5;3;–;–;–
CRS3035RES100mN3259400E4552600;4552650;3259450;6;–;–;–;–;–;–
CRS3035RES100mN3259400E4552700;4552750;3259450;12;–;7;5;3;–;–
CRS3035RES100mN3259400E4552800;4552850;3259450;16;–;7;–;4;–;3
CRS3035RES100mN3259400E4552900;4552950;3259450;43;9;23;8;4;–;–
CRS3035RES100mN3259400E4553000;4553050;3259450;12;3;4;–;3;3;–
CRS3035RES100mN3259400E4553100;4553150;3259450;23;8;7;–;–;–;–
CRS3035RES100mN3259400E4553200;4553250;3259450;63;26;26;4;5;3;–
CRS3035RES100mN3259400E4553300;4553350;3259450;44;24;9;4;3;3;–
CRS3035RES100mN3259400E4553400;4553450;3259450;37;22;9;4;3;–;–
CRS3035RES100mN3259400E4553500;4553550;3259450;21;5;9;–;–;–;–
CRS3035RES100mN3259400E4553600;4553650;3259450;29;10;10;–;3;3;–
CRS3035RES100mN3259400E4553700;4553750;3259450;35;15;9;6;3;–;–
CRS3035RES100mN3259400E4553800;4553850;3259450;20;10;7;–;3;–;–
CRS3035RES100mN3259400E4563200;4563250;3259450;6;3;4;–;3;–;–
CRS3035RES100mN3259400E4563300;4563350;3259450;8;–;–;3;–;–;–
CRS3035RES100mN3259400E4563400;4563450;3259450;7;–;–;5;–;–;–
CRS3035RES100mN3259400E4563500;4563550;3259450;3;–;–;–;–;–;–
CRS3035RES100mN3259400E4563600;4563650;3259450;5;3;5;–;3;–;–
CRS3035RES100mN3259400E4563700;4563750;3259450;12;3;6;–;–;–;–
CRS3035RES100mN3259400E4563800;4563850;3259450;9;–;4;3;–;–;–
CRS3035RES100mN3259400E4563900;4563950;3259450;10;3;6;5;–;–;3
CRS3035RES100mN3259400E4564000;4564050;3259450;12;4;3;3;–;–;3
CRS3035RES100mN3259400E4564100;4564150;3259450;9;3;8;3;–;–;–
CRS3035RES100mN3259400E4564200;4564250;3259450;23;5;5;4;5;3;4
