GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter18;a18bis29;a30bis49;a50bis64;a65undaelter
CRS3035RES100mN3271700E4541700;4541750;3271750;58;4;4;11;17;26
CRS3035RES100mN3271700E4541800;4541850;3271750;13;3;–;3;–;3
CRS3035RES100mN3271700E4541900;4541950;3271750;15;–;3;3;7;–
CRS3035RES100mN3271700E4542000;4542050;3271750;95;17;16;17;23;21
CRS3035RES100mN3271700E4542100;4542150;3271750;60;7;9;11;14;20
CRS3035RES100mN3271700E4542200;4542250;3271750;4;–;–;3;–;3
CRS3035RES100mN3271700E4542300;4542350;3271750;88;21;12;7;20;32
CRS3035RES100mN3271700E4542400;4542450;3271750;37;5;–;12;7;17
CRS3035RES100mN3271700E4542500;4542550;3271750;50;3;–;8;12;24
CRS3035RES100mN3271700E4542600;4542650;3271750;58;11;9;12;8;14
CRS3035RES100mN3271700E4542700;4542750;3271750;144;24;13;24;19;63
CRS3035RES100mN3271700E4542800;4542850;3271750;142;32;16;31;23;42
CRS3035RES100mN3271700E4542900;4542950;3271750;119;26;26;19;18;35
CRS3035RES100mN3271700E4543000;4543050;3271750;65;12;7;14;21;12
CRS3035RES100mN3271700E4543100;4543150;3271750;92;4;23;26;13;31
CRS3035RES100mN3271700E4543200;4543250;3271750;315;38;56;66;80;75
CRS3035RES100mN3271700E4543300;4543350;3271750;167;24;40;47;21;32
CRS3035RES100mN3271700E4543400;4543450;3271750;40;3;13;7;7;14
CRS3035RES100mN3271700E4543500;4543550;3271750;262;32;36;73;56;64
CRS3035RES100mN3271700E4543600;4543650;3271750;231;39;34;61;52;46
CRS3035RES100mN3271700E4543800;4543850;3271750;16;–;–;9;6;–
CRS3035RES100mN3271700E4544000;4544050;3271750;409;42;64;123;82;92
CRS3035RES100mN3271700E4544100;4544150;3271750;45;3;10;10;11;11
CRS3035RES100mN3271700E4544200;4544250;3271750;256;28;37;53;56;85
CRS3035RES100mN3271700E4544400;4544450;3271750;54;4;5;9;8;32
CRS3035RES100mN3271700E4544500;4544550;3271750;171;26;16;52;47;28
CRS3035RES100mN3271700E4544600;4544650;3271750;120;15;15;34;25;31
CRS3035RES100mN3271700E4544700;4544750;3271750;314;39;42;111;72;46
CRS3035RES100mN3271700E4544800;4544850;3271750;323;57;46;112;54;56
CRS3035RES100mN3271700E4544900;4544950;3271750;81;6;19;22;26;13
CRS3035RES100mN3271700E4545000;4545050;3271750;221;24;39;88;47;25
CRS3035RES100mN3271700E4545100;4545150;3271750;346;67;84;115;52;32
CRS3035RES100mN3271700E4545200;4545250;3271750;56;17;4;12;15;7
CRS3035RES100mN3271700E4545300;4545350;3271750;46;3;10;12;12;7
CRS3035RES100mN3271700E4545400;4545450;3271750;183;17;27;63;40;35
CRS3035RES100mN3271700E4545500;4545550;3271750;214;25;33;63;47;44
CRS3035RES100mN3271700E4545600;4545650;3271750;103;9;14;30;21;30
CRS3035RES100mN3271700E4545700;4545750;3271750;109;14;12;28;26;32
CRS3035RES100mN3271700E4545800;4545850;3271750;164;25;17;52;31;35
CRS3035RES100mN3271700E4545900;4545950;3271750;201;20;37;61;48;36
CRS3035RES100mN3271700E4546000;4546050;3271750;312;35;65;92;63;57
CRS3035RES100mN3271700E4546100;4546150;3271750;201;19;15;62;53;51
CRS3035RES100mN3271700E4546200;4546250;3271750;188;15;33;58;41;41
CRS3035RES100mN3271700E4546300;4546350;3271750;232;20;44;58;56;55
CRS3035RES100mN3271700E4546400;4546450;3271750;156;16;37;35;36;33
CRS3035RES100mN3271700E4546500;4546550;3271750;176;20;18;49;48;35
CRS3035RES100mN3271700E4546600;4546650;3271750;49;8;4;9;12;16
CRS3035RES100mN3271700E4546700;4546750;3271750;30;3;4;4;8;6
CRS3035RES100mN3271700E4547900;4547950;3271750;9;–;3;–;3;–
CRS3035RES100mN3271700E4548100;4548150;3271750;23;3;3;5;7;5
CRS3035RES100mN3271700E4548200;4548250;3271750;17;–;3;–;7;7
CRS3035RES100mN3271700E4548300;4548350;3271750;90;4;11;33;16;22
CRS3035RES100mN3271700E4548500;4548550;3271750;32;8;–;10;9;6
CRS3035RES100mN3271700E4548600;4548650;3271750;56;4;3;20;15;10
CRS3035RES100mN3271700E4548700;4548750;3271750;69;13;10;18;16;10
CRS3035RES100mN3271700E4549200;4549250;3271750;7;–;3;–;3;–
CRS3035RES100mN3271700E4549300;4549350;3271750;30;7;6;10;3;7
CRS3035RES100mN3271700E4549400;4549450;3271750;118;26;16;33;19;24
CRS3035RES100mN3271700E4549900;4549950;3271750;114;17;18;43;16;15
CRS3035RES100mN3271700E4550000;4550050;3271750;30;6;6;7;4;3
CRS3035RES100mN3271700E4550200;4550250;3271750;50;11;13;21;4;–
CRS3035RES100mN3271700E4550800;4550850;3271750;130;27;26;46;17;8
CRS3035RES100mN3271700E4550900;4550950;3271750;93;24;17;33;10;3
CRS3035RES100mN3271700E4551000;4551050;3271750;163;42;52;49;19;5
CRS3035RES100mN3271700E4551100;4551150;3271750;180;38;25;63;32;18
CRS3035RES100mN3271700E4551200;4551250;3271750;215;23;18;39;49;81
CRS3035RES100mN3271700E4551400;4551450;3271750;3;–;–;–;–;–
CRS3035RES100mN3271700E4551500;4551550;3271750;75;–;41;21;4;3
CRS3035RES100mN3271700E4551600;4551650;3271750;125;25;17;50;19;11
CRS3035RES100mN3271700E4551700;4551750;3271750;99;18;14;32;23;5
CRS3035RES100mN3271700E4552100;4552150;3271750;224;31;34;66;48;44
CRS3035RES100mN3271700E4552200;4552250;3271750;361;53;51;105;86;64
CRS3035RES100mN3271700E4552300;4552350;3271750;216;28;81;88;14;6
CRS3035RES100mN3271700E4552400;4552450;3271750;409;128;55;116;71;33
CRS3035RES100mN3271700E4552500;4552550;3271750;187;46;29;67;27;21
CRS3035RES100mN3271700E4552600;4552650;3271750;132;19;11;32;33;38
CRS3035RES100mN3271700E4552700;4552750;3271750;219;39;26;67;48;43
CRS3035RES100mN3271700E4552800;4552850;3271750;459;70;50;188;81;65
CRS3035RES100mN3271700E4552900;4552950;3271750;117;10;22;34;28;24
CRS3035RES100mN3271700E4553000;4553050;3271750;30;–;3;13;8;5
CRS3035RES100mN3271700E4553100;4553150;3271750;83;21;13;26;21;5
CRS3035RES100mN3271700E4553200;4553250;3271750;316;35;80;114;63;30
CRS3035RES100mN3271700E4553300;4553350;3271750;168;24;17;68;44;14
CRS3035RES100mN3271700E4553400;4553450;3271750;115;28;12;30;22;24
CRS3035RES100mN3271700E4553500;4553550;3271750;26;3;6;16;3;3
CRS3035RES100mN3271700E4553800;4553850;3271750;30;–;4;14;9;4
CRS3035RES100mN3271700E4553900;4553950;3271750;109;12;16;38;23;18
CRS3035RES100mN3271700E4554000;4554050;3271750;12;4;–;3;5;–
CRS3035RES100mN3271700E4554500;4554550;3271750;8;–;3;–;–;3
CRS3035RES100mN3271700E4556000;4556050;3271750;23;7;3;7;3;–
CRS3035RES100mN3271700E4556100;4556150;3271750;41;–;18;20;4;–
CRS3035RES100mN3271700E4556300;4556350;3271750;233;43;31;104;40;11
CRS3035RES100mN3271700E4556400;4556450;3271750;146;23;30;70;24;–
CRS3035RES100mN3271700E4556600;4556650;3271750;69;22;14;32;4;–
CRS3035RES100mN3271700E4556700;4556750;3271750;20;3;–;15;–;–
CRS3035RES100mN3271700E4556800;4556850;3271750;79;9;9;31;23;11
CRS3035RES100mN3271700E4556900;4556950;3271750;249;60;34;108;34;14
CRS3035RES100mN3271700E4557000;4557050;3271750;250;57;31;113;31;10
CRS3035RES100mN3271700E4557100;4557150;3271750;291;53;41;129;57;12
CRS3035RES100mN3271700E4557200;4557250;3271750;281;75;29;115;46;10
CRS3035RES100mN3271700E4557300;4557350;3271750;134;30;13;58;27;6
CRS3035RES100mN3271700E4557600;4557650;3271750;154;29;25;60;25;17
CRS3035RES100mN3271700E4557700;4557750;3271750;284;83;36;134;29;9
CRS3035RES100mN3271700E4557800;4557850;3271750;291;48;42;139;43;18
CRS3035RES100mN3271700E4557900;4557950;3271750;217;38;31;100;31;18
CRS3035RES100mN3271700E4558000;4558050;3271750;274;51;47;131;30;10
CRS3035RES100mN3271700E4558100;4558150;3271750;168;24;18;59;29;39
CRS3035RES100mN3271700E4558200;4558250;3271750;33;7;10;11;6;3
CRS3035RES100mN3271700E4558300;4558350;3271750;110;25;5;63;8;7
CRS3035RES100mN3271700E4558400;4558450;3271750;255;40;24;112;33;47
CRS3035RES100mN3271700E4558500;4558550;3271750;196;36;18;72;39;34
CRS3035RES100mN3271700E4558600;4558650;3271750;214;40;25;70;34;39
CRS3035RES100mN3271700E4558700;4558750;3271750;94;10;13;27;18;24
CRS3035RES100mN3271700E4558800;4558850;3271750;42;13;3;18;9;–
CRS3035RES100mN3271700E4559000;4559050;3271750;137;13;43;43;22;16
CRS3035RES100mN3271700E4559100;4559150;3271750;80;3;19;31;14;13
CRS3035RES100mN3271700E4559200;4559250;3271750;59;3;7;15;9;16
CRS3035RES100mN3271700E4559300;4559350;3271750;78;5;17;16;10;30
CRS3035RES100mN3271700E4559400;4559450;3271750;42;5;4;7;14;8
CRS3035RES100mN3271700E4559700;4559750;3271750;337;59;37;81;74;83
CRS3035RES100mN3271700E4559800;4559850;3271750;136;13;10;26;45;41
CRS3035RES100mN3271700E4559900;4559950;3271750;311;91;42;66;48;65
CRS3035RES100mN3271700E4560000;4560050;3271750;38;–;7;26;3;–
CRS3035RES100mN3271700E4560100;4560150;3271750;5;–;–;–;3;4
CRS3035RES100mN3271700E4561400;4561450;3271750;10;5;3;3;3;–
CRS3035RES100mN3271700E4562000;4562050;3271750;23;6;–;6;4;5
CRS3035RES100mN3271700E4562100;4562150;3271750;45;5;19;6;5;14
CRS3035RES100mN3271700E4562200;4562250;3271750;3;–;–;–;3;–
CRS3035RES100mN3271700E4562300;4562350;3271750;14;–;–;3;3;6
CRS3035RES100mN3271700E4562400;4562450;3271750;29;8;3;6;8;7
CRS3035RES100mN3271700E4562500;4562550;3271750;27;3;–;5;12;4
CRS3035RES100mN3271700E4562600;4562650;3271750;35;7;–;9;6;11
CRS3035RES100mN3271700E4562700;4562750;3271750;15;3;–;3;6;6
CRS3035RES100mN3271700E4562800;4562850;3271750;39;10;3;11;6;4
CRS3035RES100mN3271700E4562900;4562950;3271750;42;16;3;12;7;3
CRS3035RES100mN3271700E4563000;4563050;3271750;52;18;6;20;4;8
CRS3035RES100mN3271700E4563100;4563150;3271750;11;3;–;4;–;–
CRS3035RES100mN3271700E4563200;4563250;3271750;28;11;3;16;–;–
CRS3035RES100mN3271700E4563300;4563350;3271750;32;13;–;6;8;3
CRS3035RES100mN3271700E4563400;4563450;3271750;71;11;4;16;24;14
CRS3035RES100mN3271700E4563500;4563550;3271750;18;3;–;3;10;6
CRS3035RES100mN3271700E4563600;4563650;3271750;18;–;–;–;8;10
CRS3035RES100mN3271700E4563700;4563750;3271750;12;3;3;–;3;5
CRS3035RES100mN3271700E4563900;4563950;3271750;23;4;3;5;7;6
CRS3035RES100mN3271700E4564000;4564050;3271750;24;4;3;4;9;7
CRS3035RES100mN3271700E4564100;4564150;3271750;26;5;3;3;9;9
CRS3035RES100mN3271700E4564200;4564250;3271750;19;4;–;6;–;3
CRS3035RES100mN3271700E4564300;4564350;3271750;16;3;–;3;3;10
CRS3035RES100mN3271700E4564400;4564450;3271750;28;4;–;7;9;3
CRS3035RES100mN3271700E4564500;4564550;3271750;4;–;3;–;4;–
CRS3035RES100mN3271700E4565100;4565150;3271750;13;–;–;4;–;4
CRS3035RES100mN3271700E4565200;4565250;3271750;23;–;3;3;10;7
CRS3035RES100mN3271700E4565300;4565350;3271750;35;13;3;8;9;6
CRS3035RES100mN3271700E4565800;4565850;3271750;17;4;–;5;–;9
CRS3035RES100mN3271700E4566100;4566150;3271750;9;–;–;4;5;–
CRS3035RES100mN3271700E4566200;4566250;3271750;3;–;3;–;3;–
CRS3035RES100mN3271700E4566300;4566350;3271750;43;14;3;15;13;–
CRS3035RES100mN3271700E4566400;4566450;3271750;27;5;5;7;14;–
CRS3035RES100mN3271700E4566500;4566550;3271750;36;3;3;5;18;5
CRS3035RES100mN3271700E4566600;4566650;3271750;37;7;3;12;12;7
CRS3035RES100mN3271700E4566700;4566750;3271750;19;7;–;6;4;–
CRS3035RES100mN3271800E4535600;4535650;3271850;37;3;–;4;15;11
CRS3035RES100mN3271800E4535700;4535750;3271850;42;12;–;9;11;11
CRS3035RES100mN3271800E4535800;4535850;3271850;133;7;16;27;40;48
CRS3035RES100mN3271800E4535900;4535950;3271850;43;7;3;9;12;9
CRS3035RES100mN3271800E4536000;4536050;3271850;152;18;20;38;37;36
CRS3035RES100mN3271800E4536100;4536150;3271850;29;–;–;5;8;14
CRS3035RES100mN3271800E4536200;4536250;3271850;59;7;4;10;21;18
CRS3035RES100mN3271800E4536300;4536350;3271850;35;3;4;–;13;12
CRS3035RES100mN3271800E4536400;4536450;3271850;33;–;8;7;7;9
CRS3035RES100mN3271800E4536500;4536550;3271850;31;3;–;5;5;16
CRS3035RES100mN3271800E4536600;4536650;3271850;21;3;3;3;4;5
CRS3035RES100mN3271800E4536700;4536750;3271850;32;4;4;7;7;9
CRS3035RES100mN3271800E4536800;4536850;3271850;27;8;–;9;7;11
CRS3035RES100mN3271800E4536900;4536950;3271850;37;5;4;5;3;14
CRS3035RES100mN3271800E4537000;4537050;3271850;41;4;4;11;10;14
CRS3035RES100mN3271800E4537100;4537150;3271850;46;7;4;7;4;18
CRS3035RES100mN3271800E4537200;4537250;3271850;82;6;11;18;20;26
CRS3035RES100mN3271800E4537300;4537350;3271850;46;7;7;6;11;16
CRS3035RES100mN3271800E4537400;4537450;3271850;54;5;4;8;11;21
CRS3035RES100mN3271800E4537500;4537550;3271850;33;–;3;3;6;20
CRS3035RES100mN3271800E4537600;4537650;3271850;80;3;10;10;17;46
CRS3035RES100mN3271800E4537800;4537850;3271850;109;17;6;33;29;23
CRS3035RES100mN3271800E4538000;4538050;3271850;49;3;4;–;9;25
CRS3035RES100mN3271800E4538200;4538250;3271850;45;7;3;6;12;14
CRS3035RES100mN3271800E4538300;4538350;3271850;21;4;4;6;12;3
CRS3035RES100mN3271800E4539000;4539050;3271850;5;–;–;–;3;–
CRS3035RES100mN3271800E4539100;4539150;3271850;8;–;–;3;–;7
CRS3035RES100mN3271800E4539200;4539250;3271850;3;–;–;–;–;3
CRS3035RES100mN3271800E4539600;4539650;3271850;39;9;–;11;9;12
CRS3035RES100mN3271800E4539700;4539750;3271850;10;–;3;–;–;4
CRS3035RES100mN3271800E4540300;4540350;3271850;6;–;–;–;4;–
CRS3035RES100mN3271800E4540800;4540850;3271850;3;–;–;–;–;–
CRS3035RES100mN3271800E4541000;4541050;3271850;4;–;–;–;3;3
CRS3035RES100mN3271800E4541300;4541350;3271850;22;3;–;3;4;10
CRS3035RES100mN3271800E4541400;4541450;3271850;30;7;6;3;7;4
CRS3035RES100mN3271800E4541500;4541550;3271850;22;10;4;4;6;–
CRS3035RES100mN3271800E4541700;4541750;3271850;7;–;–;–;–;–
CRS3035RES100mN3271800E4541800;4541850;3271850;35;5;8;11;8;3
CRS3035RES100mN3271800E4541900;4541950;3271850;53;4;7;5;13;18
CRS3035RES100mN3271800E4542000;4542050;3271850;107;13;16;20;24;40
CRS3035RES100mN3271800E4542100;4542150;3271850;4;–;4;–;–;–
CRS3035RES100mN3271800E4542200;4542250;3271850;24;3;6;4;4;5
CRS3035RES100mN3271800E4542300;4542350;3271850;12;–;3;4;4;–
CRS3035RES100mN3271800E4542400;4542450;3271850;114;30;13;25;28;17
CRS3035RES100mN3271800E4542500;4542550;3271850;153;23;19;47;26;32
CRS3035RES100mN3271800E4542600;4542650;3271850;127;25;18;32;33;19
CRS3035RES100mN3271800E4542700;4542750;3271850;18;–;5;4;3;3
CRS3035RES100mN3271800E4542800;4542850;3271850;189;39;20;42;47;42
CRS3035RES100mN3271800E4542900;4542950;3271850;148;8;18;39;39;46
CRS3035RES100mN3271800E4543000;4543050;3271850;90;10;10;15;22;32
CRS3035RES100mN3271800E4543100;4543150;3271850;73;9;8;15;14;24
CRS3035RES100mN3271800E4543200;4543250;3271850;85;–;9;18;18;33
CRS3035RES100mN3271800E4543300;4543350;3271850;6;3;–;3;–;3
CRS3035RES100mN3271800E4543400;4543450;3271850;230;31;26;64;56;54
CRS3035RES100mN3271800E4543500;4543550;3271850;245;36;30;67;62;54
CRS3035RES100mN3271800E4543600;4543650;3271850;262;41;31;71;64;56
CRS3035RES100mN3271800E4543700;4543750;3271850;180;36;53;52;15;23
CRS3035RES100mN3271800E4543800;4543850;3271850;244;35;37;77;47;47
CRS3035RES100mN3271800E4543900;4543950;3271850;102;10;35;24;8;27
CRS3035RES100mN3271800E4544000;4544050;3271850;71;17;3;19;13;19
CRS3035RES100mN3271800E4544100;4544150;3271850;353;55;49;108;72;67
CRS3035RES100mN3271800E4544200;4544250;3271850;107;18;20;33;20;17
CRS3035RES100mN3271800E4544300;4544350;3271850;139;19;26;38;30;28
CRS3035RES100mN3271800E4544400;4544450;3271850;118;11;14;33;19;45
CRS3035RES100mN3271800E4544500;4544550;3271850;158;21;20;52;28;33
CRS3035RES100mN3271800E4544600;4544650;3271850;298;56;35;84;62;56
CRS3035RES100mN3271800E4544700;4544750;3271850;234;64;30;67;52;25
CRS3035RES100mN3271800E4544800;4544850;3271850;132;19;20;35;34;34
CRS3035RES100mN3271800E4544900;4544950;3271850;84;16;7;25;19;15
CRS3035RES100mN3271800E4545000;4545050;3271850;172;18;40;39;31;40
CRS3035RES100mN3271800E4545100;4545150;3271850;349;65;49;116;76;41
CRS3035RES100mN3271800E4545200;4545250;3271850;262;31;63;105;38;29
CRS3035RES100mN3271800E4545300;4545350;3271850;160;19;30;48;34;31
CRS3035RES100mN3271800E4545400;4545450;3271850;212;41;37;61;40;33
CRS3035RES100mN3271800E4545500;4545550;3271850;177;32;18;44;43;40
CRS3035RES100mN3271800E4545600;4545650;3271850;362;46;89;102;70;54
CRS3035RES100mN3271800E4545700;4545750;3271850;314;35;37;92;72;70
CRS3035RES100mN3271800E4545900;4545950;3271850;344;20;89;103;71;64
CRS3035RES100mN3271800E4546000;4546050;3271850;344;45;46;96;56;101
CRS3035RES100mN3271800E4546100;4546150;3271850;172;17;25;46;41;44
CRS3035RES100mN3271800E4546200;4546250;3271850;177;15;42;61;27;32
CRS3035RES100mN3271800E4546500;4546550;3271850;230;21;34;69;52;58
CRS3035RES100mN3271800E4546600;4546650;3271850;14;3;–;6;3;4
CRS3035RES100mN3271800E4546700;4546750;3271850;41;–;34;7;3;–
CRS3035RES100mN3271800E4548100;4548150;3271850;61;5;5;18;15;22
CRS3035RES100mN3271800E4548200;4548250;3271850;168;27;25;40;41;42
CRS3035RES100mN3271800E4548300;4548350;3271850;77;22;10;21;12;11
CRS3035RES100mN3271800E4548700;4548750;3271850;31;4;7;10;6;5
CRS3035RES100mN3271800E4548800;4548850;3271850;12;3;–;4;–;–
CRS3035RES100mN3271800E4549000;4549050;3271850;3;–;–;–;–;–
CRS3035RES100mN3271800E4549200;4549250;3271850;3;–;–;3;–;–
CRS3035RES100mN3271800E4549900;4549950;3271850;187;17;44;64;43;25
CRS3035RES100mN3271800E4550000;4550050;3271850;24;5;6;12;–;–
CRS3035RES100mN3271800E4550800;4550850;3271850;49;5;21;24;4;–
CRS3035RES100mN3271800E4550900;4550950;3271850;110;21;34;40;8;5
CRS3035RES100mN3271800E4551000;4551050;3271850;68;21;18;22;–;–
CRS3035RES100mN3271800E4551100;4551150;3271850;31;13;6;9;–;3
CRS3035RES100mN3271800E4551200;4551250;3271850;8;–;–;–;4;–
CRS3035RES100mN3271800E4551300;4551350;3271850;113;14;21;53;20;8
CRS3035RES100mN3271800E4551600;4551650;3271850;50;3;12;16;7;9
CRS3035RES100mN3271800E4552000;4552050;3271850;122;26;14;41;24;19
CRS3035RES100mN3271800E4552100;4552150;3271850;319;47;72;110;57;33
CRS3035RES100mN3271800E4552200;4552250;3271850;364;77;62;165;29;31
CRS3035RES100mN3271800E4552300;4552350;3271850;44;16;11;19;–;3
CRS3035RES100mN3271800E4552400;4552450;3271850;101;25;6;27;27;15
CRS3035RES100mN3271800E4552500;4552550;3271850;144;18;10;37;38;37
CRS3035RES100mN3271800E4552600;4552650;3271850;218;49;14;125;19;16
CRS3035RES100mN3271800E4552700;4552750;3271850;328;38;33;142;57;49
CRS3035RES100mN3271800E4552800;4552850;3271850;179;22;21;60;38;46
CRS3035RES100mN3271800E4552900;4552950;3271850;243;24;28;71;66;59
CRS3035RES100mN3271800E4553100;4553150;3271850;241;45;34;100;36;27
CRS3035RES100mN3271800E4553200;4553250;3271850;187;16;110;34;16;4
CRS3035RES100mN3271800E4553300;4553350;3271850;311;32;85;124;52;18
CRS3035RES100mN3271800E4553400;4553450;3271850;156;29;18;72;32;13
CRS3035RES100mN3271800E4553500;4553550;3271850;189;37;25;84;32;10
CRS3035RES100mN3271800E4553600;4553650;3271850;133;33;25;37;25;10
CRS3035RES100mN3271800E4553800;4553850;3271850;52;9;12;17;8;9
CRS3035RES100mN3271800E4554200;4554250;3271850;118;22;14;61;18;5
CRS3035RES100mN3271800E4555800;4555850;3271850;45;20;–;23;3;–
CRS3035RES100mN3271800E4555900;4555950;3271850;187;74;19;83;10;–
CRS3035RES100mN3271800E4556000;4556050;3271850;293;101;23;137;25;7
CRS3035RES100mN3271800E4556100;4556150;3271850;301;48;44;133;54;26
CRS3035RES100mN3271800E4556200;4556250;3271850;254;21;31;136;53;14
CRS3035RES100mN3271800E4556300;4556350;3271850;180;20;31;93;28;8
CRS3035RES100mN3271800E4556400;4556450;3271850;495;100;73;259;48;17
CRS3035RES100mN3271800E4556500;4556550;3271850;173;34;39;84;15;7
CRS3035RES100mN3271800E4556700;4556750;3271850;25;3;–;17;3;–
CRS3035RES100mN3271800E4556800;4556850;3271850;105;17;12;60;12;4
CRS3035RES100mN3271800E4556900;4556950;3271850;253;54;45;120;27;9
CRS3035RES100mN3271800E4557000;4557050;3271850;182;44;28;58;44;11
CRS3035RES100mN3271800E4557100;4557150;3271850;240;50;26;106;53;8
CRS3035RES100mN3271800E4557700;4557750;3271850;149;40;14;71;13;7
CRS3035RES100mN3271800E4557800;4557850;3271850;274;53;28;116;41;40
CRS3035RES100mN3271800E4557900;4557950;3271850;189;22;38;67;36;31
CRS3035RES100mN3271800E4558000;4558050;3271850;106;8;16;44;22;13
CRS3035RES100mN3271800E4558100;4558150;3271850;205;31;19;112;26;21
CRS3035RES100mN3271800E4558200;4558250;3271850;140;17;25;69;10;17
CRS3035RES100mN3271800E4558300;4558350;3271850;65;12;8;30;6;3
CRS3035RES100mN3271800E4558400;4558450;3271850;167;18;41;55;24;25
CRS3035RES100mN3271800E4558500;4558550;3271850;222;43;22;89;47;30
CRS3035RES100mN3271800E4558600;4558650;3271850;216;32;26;88;34;35
CRS3035RES100mN3271800E4558700;4558750;3271850;139;27;11;56;24;24
CRS3035RES100mN3271800E4558800;4558850;3271850;97;12;18;44;16;8
CRS3035RES100mN3271800E4559000;4559050;3271850;64;10;15;19;11;8
CRS3035RES100mN3271800E4559100;4559150;3271850;142;5;31;47;27;31
CRS3035RES100mN3271800E4559200;4559250;3271850;245;18;32;106;40;46
CRS3035RES100mN3271800E4559300;4559350;3271850;34;4;3;11;4;12
CRS3035RES100mN3271800E4559700;4559750;3271850;176;33;12;38;36;56
CRS3035RES100mN3271800E4559800;4559850;3271850;173;36;4;35;38;52
CRS3035RES100mN3271800E4559900;4559950;3271850;4;–;–;–;–;–
CRS3035RES100mN3271800E4561400;4561450;3271850;24;5;–;3;–;10
CRS3035RES100mN3271800E4561500;4561550;3271850;13;–;–;3;3;5
CRS3035RES100mN3271800E4561900;4561950;3271850;31;8;–;9;7;–
CRS3035RES100mN3271800E4562000;4562050;3271850;24;6;–;8;5;8
CRS3035RES100mN3271800E4562100;4562150;3271850;17;3;4;3;3;7
CRS3035RES100mN3271800E4562200;4562250;3271850;19;4;–;5;9;3
CRS3035RES100mN3271800E4562400;4562450;3271850;10;–;–;–;–;–
CRS3035RES100mN3271800E4562500;4562550;3271850;30;–;3;3;10;14
CRS3035RES100mN3271800E4562600;4562650;3271850;19;–;–;–;8;8
CRS3035RES100mN3271800E4562700;4562750;3271850;8;–;–;3;–;–
CRS3035RES100mN3271800E4562800;4562850;3271850;53;12;–;17;16;8
CRS3035RES100mN3271800E4562900;4562950;3271850;34;10;4;8;9;7
CRS3035RES100mN3271800E4563000;4563050;3271850;24;4;3;10;4;7
CRS3035RES100mN3271800E4563100;4563150;3271850;8;3;–;3;–;3
CRS3035RES100mN3271800E4563200;4563250;3271850;39;11;4;10;5;–
CRS3035RES100mN3271800E4563300;4563350;3271850;59;12;6;3;30;12
CRS3035RES100mN3271800E4563400;4563450;3271850;88;12;15;20;33;12
CRS3035RES100mN3271800E4563500;4563550;3271850;50;12;3;14;13;12
CRS3035RES100mN3271800E4563600;4563650;3271850;80;11;–;16;29;22
CRS3035RES100mN3271800E4563700;4563750;3271850;78;31;3;30;7;10
CRS3035RES100mN3271800E4563900;4563950;3271850;14;3;–;3;4;4
CRS3035RES100mN3271800E4564000;4564050;3271850;22;3;3;5;12;5
CRS3035RES100mN3271800E4564100;4564150;3271850;27;–;–;3;10;4
CRS3035RES100mN3271800E4564200;4564250;3271850;36;6;5;5;14;7
CRS3035RES100mN3271800E4564300;4564350;3271850;25;7;3;8;5;11
CRS3035RES100mN3271800E4564400;4564450;3271850;29;3;–;3;11;8
CRS3035RES100mN3271800E4564500;4564550;3271850;11;3;–;–;3;4
CRS3035RES100mN3271800E4565100;4565150;3271850;4;–;3;–;3;3
CRS3035RES100mN3271800E4565200;4565250;3271850;26;4;–;4;10;10
CRS3035RES100mN3271800E4565300;4565350;3271850;28;9;–;19;4;–
CRS3035RES100mN3271800E4566100;4566150;3271850;7;3;–;5;3;3
CRS3035RES100mN3271800E4566300;4566350;3271850;13;3;3;3;6;3
CRS3035RES100mN3271800E4566400;4566450;3271850;62;15;8;23;13;3
CRS3035RES100mN3271800E4566500;4566550;3271850;76;29;4;32;12;–
CRS3035RES100mN3271800E4566600;4566650;3271850;95;35;6;46;8;–
CRS3035RES100mN3271800E4566700;4566750;3271850;6;–;3;7;–;–
CRS3035RES100mN3271900E4535100;4535150;3271950;39;5;5;8;11;9
CRS3035RES100mN3271900E4535200;4535250;3271950;37;9;3;11;8;7
CRS3035RES100mN3271900E4535300;4535350;3271950;8;–;–;3;3;–
CRS3035RES100mN3271900E4535500;4535550;3271950;17;3;3;–;6;8
CRS3035RES100mN3271900E4535600;4535650;3271950;113;24;10;35;20;23
CRS3035RES100mN3271900E4535700;4535750;3271950;81;16;15;15;21;19
CRS3035RES100mN3271900E4535800;4535850;3271950;64;10;9;14;17;22
CRS3035RES100mN3271900E4535900;4535950;3271950;93;6;7;19;31;32
CRS3035RES100mN3271900E4536000;4536050;3271950;181;27;25;53;31;45
CRS3035RES100mN3271900E4536200;4536250;3271950;36;3;4;8;9;16
CRS3035RES100mN3271900E4536300;4536350;3271950;60;11;9;11;13;16
CRS3035RES100mN3271900E4536400;4536450;3271950;41;7;4;13;5;10
CRS3035RES100mN3271900E4536500;4536550;3271950;27;4;6;6;4;9
CRS3035RES100mN3271900E4536600;4536650;3271950;29;7;3;4;9;6
CRS3035RES100mN3271900E4536700;4536750;3271950;33;5;3;5;8;12
CRS3035RES100mN3271900E4536800;4536850;3271950;31;4;3;7;9;8
CRS3035RES100mN3271900E4536900;4536950;3271950;40;3;–;9;10;24
CRS3035RES100mN3271900E4537000;4537050;3271950;54;12;7;13;12;6
CRS3035RES100mN3271900E4537100;4537150;3271950;114;8;8;11;23;58
